Attraction,Category,Subclass,Address,Tag,Participants,etc,cafe,max,type
페르시안궁전,음식,인도음식,서울특별시 종로구 성균관로6길 9,#맛집#서울맛집추천#음식#인도음식#종로맛집#카레라이스#탄두리난#통닭카레정식#페르시안케밥,"2,370",0,0,3,west
강동 오늘손칼국수,음식,"칼국수,만두",서울특별시 강동구 풍성로 206,#강동구맛집#강동구맛집#성내동맛집#오늘손칼국수&찜강동본점#오늘손칼국수앤찜#음식#해물찜맛집,836,0,0,5,korean
핫트랙스 (광화문점),관광,"문구,팬시용품",서울특별시 종로구 종로 1 교보생명빌딩 B1,#교보문고#기프트아이템#문구#문구쇼핑#복합문화쇼핑공간#쇼핑#종로핫트랙스#핫트랙스광화문,"6,480",0,0,2,korean
JW 메리어트 호텔 서울,숙소,5성급,서울특별시 서초구 신반포로 176 JW 메리어트 호텔 서울,#서울숙소#숙박,564,0,0,4,korean
더 플라자 호텔 서울,숙소,5성급,서울특별시 중구 소공로 119,#서울숙소#서울호텔#수도권#숙박#숙박시설#숙박업소#플라자호텔#휴식공간#휴식여행#휴식하기좋은곳,524,4,0,4,etc
필경재,음식,한식,서울특별시 강남구 광평로 205 필경재,#강남맛집#궁중요리#궁중한식#맛집#음식#한식당#한정식맛집#한정식코스,56,2,0,2,etc
평화의공원,관광,"도시,테마공원",서울특별시 마포구 증산로 32,#공원피크닉장#관광지#난지도이야기#난지연못#마포구산책#마포구피크닉#서울정원박람회장소#월드컵공원#월드컵공원전시관#유니세프광장#평화의공원#평화의정원,172,0,16,16,cafe
캘리포니아 관광호텔,숙소,2성급,서울특별시 송파구 송파대로28길 11 캘리포니아관광호텔,#서울숙소#송파구#숙박,30,0,0,5,korean
송림식당,음식,기사식당,서울특별시 광진구 자양번영로 79,#기사식당#돼지불백#맛집#백반#선지해장국#음식#음식점,"1,642",0,0,7,korean
일일향 논현2호점,음식,중식당,서울특별시 강남구 봉은사로 167,#가성비_갑#맛집#분위기_좋은#어향동고#음식#전채요리#짬뽕#코스요리#탕수육,486,0,0,1,japanese
더케이호텔서울,숙소,4성급,서울특별시 서초구 바우뫼로12길 70 더케이호텔서울,#서울숙소#서울호텔#숙박#호텔,779,0,0,2,japanese
서초동노랑저고리,음식,한정식-일반,서울특별시 서초구 서초대로73길 9 타임빌딩 5층,#노랑저고리#맛집#분위기_좋은#서울맛집#수도권#음식#전망_좋은#정성가득#한정식#한정식,"1,018",0,0,1,korean
양재근린공원,관광,근린공원,서울특별시 서초구 동산로 35,#관광지#서울시민리그#서초구농구장#서초구운동장#서초근린공원#양재근린공원#양재근린공원자전거대여소#풋살리그,20,0,0,2,korean
중구 송원,음식,한식,서울특별시 중구 동호로24길 35-4,#맛집#음식,232,3,2,9,west
용양봉저정 공원,관광,근린공원,서울특별시 동작구 본동 산3-9,#가족과함께#관광지#남녀노소#산책하기#산책하기좋은곳#서울경관#아이와함께#휴식공간#휴식하기좋은곳#힐링산책,15,0,0,3,japanese
봉천중앙시장,관광,시장,서울특별시 관악구 관악로 211 봉천중앙시장,#관악구재래시장#봉천동시장#봉천중앙시장#쇼핑#재래시장#전통시장,88,0,1,1,cafe
서울시립대학교박물관,관광,박물관,서울특별시 동대문구 서울시립대로 163 서울시립대학교,#무료관람#문화시설#박물관#서울시립대학교박물관#수도권#실내여행지#아이와함께#전시관#전통&역사문화체험#체험학습#친구와함께,30,0,0,6,korean
신당동천팥죽,음식,죽,서울특별시 중구 다산로44길 33,#맛집#음식#정성가득#팥죽#팥칼국수,588,0,0,4,chinese
태릉시장,관광,시장,서울특별시 중랑구 동일로129길 35,#길거리시장#쇼핑#전통시장#중화동시장#태능시장#태능에셈빌,14,1,0,2,japanese
동흥관,음식,중식당,서울특별시 금천구 시흥대로63길 20,#가족식사_추천#간짜장#군만두#노포맛집#마파두부밥#맛집#수타짜장면#우동#음식#잡채밥#짬뽕#탕수육,970,0,0,10,korean
강남구 카페엠,음식,브런치카페,서울특별시 강남구 삼성로 634 1층,#분위기_좋은#유기농아이스크림#음식#플랜테리어#플랜테리어카페,179,0,0,1,korean
송림가,음식,한정식-일반,서울특별시 구로구 경인로 398 송림가,#구로구#맛집#명품_한우_생갈비#부귀한정식#솔정식#수라한정식#음식#태평한정식고#한우_꽃등심#한정식#향정식,391,0,0,1,korean
63뷔페 파빌리온,음식,뷔페,"서울특별시 영등포구 63로 50 한화금융센터63,GF",#63빌딩#63빌딩파빌리온#맛집#뷔페식#송년모임#연말모임#음식#파빌리온,"4,359",0,0,1,korean
강강술래신림본동점,음식,"육류,고기요리",서울특별시 관악구 남부순환로 1660,#가족식사_추천#갈비구이#강강술래#강강술래신림동#맛집#소갈비구이#양념갈비#양념소갈비#음식#음식점#한우생등심,"3,085",1,1,3,west
세인트제임스 삼청점,관광,캐주얼웨어,서울특별시 종로구 삼청로 78,#서울여행#품질인증업소_전체보기#한국관광품질인증,43,3,0,11,chinese
송추가마골 은평1호점,음식,"육류,고기요리",서울특별시 은평구 북한산로 276 예강1,#북한산맛집#송추가마골은평1호점#우대본갈비#음식#진관동갈비집#진관동맛집,"1,610",0,0,2,korean
봉래헌(메이필드호텔),음식,한정식-일반,서울특별시 강서구 방화대로 94 메이필드호텔 봉래헌,#맛집#음식,54,0,0,3,korean
그랜드 하얏트 서울,숙소,5성급,서울특별시 용산구 소월로 322,#관광호텔#서울숙소#숙박#용산구,"1,639",0,0,1,korean
웨스틴 조선 서울,숙소,5성급,서울특별시 중구 소공로 106,#가족과함께#서울숙소#서울호텔#숙박#연인과함께#웨스틴조선호텔#친구와함께#호캉스,"2,017",0,0,1,west
꾸에바마테라,음식,"카페,디저트",서울특별시 용산구 소월로20길 28-1 1층,#감성사진#감성카페#연인과함께#음식#음식점#이색카페,89,0,0,1,west
신영시장,관광,시장,서울특별시 양천구 월정로 161-5,#뉴제로마켓#뉴제로마켓서울플래그십스토어1호점#문화센터#쇼핑#신월1동시장#전통시장#취미공간#하늘문화센터,30,0,0,4,korean
갤러리아백화점명품관EAST,관광,백화점,서울특별시 강남구 압구정로 407 갤러리아백화점명품관EAST,#강남갤러리아백화점명품관#강남명품관#강남쇼핑#갤러리아백화점#명품관#명품백화점#백화점#쇼핑#펴션,"1,940",0,0,22,korean
고려삼계탕,음식,"백숙,삼계탕",서울특별시 중구 서소문로11길 1,#건강식#건강식맛집#건강여행#고려삼계탕#고려삼계탕#맛집#미쉐린가이드#보양식#산삼삼계탕#산삼오골계탕#삼계탕#삼계탕맛집#서소문맛집#서울맛집#시청맛집#오골계탕#음식#전복삼계탕#전복오골계탕담백한_맛#한식맛집,827,0,0,3,japanese
금천구춘천옥,음식,한식,서울특별시 금천구 디지털로12길 19,#가산디지털단지맛집#금천춘천옥#막국수#맛집#보쌈#보쌈맛집#분위기_좋은#비빔막국수#서울맛집#서울한식당#선지국밥#음식,469,0,1,3,korean
짚풀생활사박물관,관광,박물관,서울특별시 종로구 성균관로4길 45,#가족과함께#공예품#문화시설#박물관#아이와함께#전통공예#짚공예#짚풀공예체험,17,0,0,3,korean
인크커피 가산점,음식,"카페,디저트",서울특별시 금천구 가산디지털2로 127-20,#가디맛집#가볼래터#금천구카페#여행구독#음식#인크카페가산점#인크커피#인크커피가산점,"3,377",6,2,6,etc
성북동누룽지백숙,음식,한식,서울특별시 성북구 성북로31길 9,#누룽지백숙#누룽지백숙#들깨메밀수제비#맛집#메밀국수#메밀비빔국수#메밀수제비#메밀전#성북동맛집#음식#한식,"1,655",0,0,10,korean
고래불,음식,생선회,"서울특별시 강남구 논현로79길 62 백악빌딩 1, 2층 고래불",#고래고기#맛집#바다물곰탕#생꽃새우#음식#자연산전복회#자연산활어회#코스요리,414,0,4,4,cafe
배정철어도,음식,생선회,서울특별시 강남구 언주로148길 14 청호불교문화원 1층,#남녀노소#맛집#생선초밥#생선회#음식#일식#일식당#점심특선#정식가성비_갑#초밥,83,0,0,24,korean
아이러브신당동떡볶이,음식,떡볶이,서울특별시 중구 퇴계로76길 50 아이러브떡볶이,#궁중떡볶이#눈물떡볶이#맛집#신당동떡볶이#음식#치즈떡볶이#해물떡볶이,"5,482",0,28,28,cafe
베스트웨스턴 프리미어 서울가든호텔,숙소,4성급,서울특별시 마포구 마포대로 58 가든호텔,#마포구#서울숙소#숙박#호캉스즐기기,517,0,0,5,korean
케르반레스토랑,음식,아시아음식,서울특별시 용산구 이태원로 192 1층,#맛집#수도권#음식#케르반터키쉬할랄레스토랑#케밥#피데,891,16,0,16,etc
한강공원 난지캠핑장,관광,"캠핑,야영장",서울특별시 마포구 한강난지로 28,#가족과함께#도심캠핑장#레포츠#마포구캠핑장#서울시캠핑장#하늘공원,222,0,0,1,korean
동국대학교 박물관,관광,박물관,서울특별시 중구 필동로1길 30,#교과서속여행#동국대학교박물관#문화시설#박물관#수도권#실내여행지#아이와함께#이색체험#전시관#체험학습,15,0,0,3,chinese
세인트제임스 서울,관광,캐주얼웨어,서울특별시 강남구 논현로175길 94,#서울여행#품질인증업소_전체보기#한국관광품질인증,37,8,0,8,etc
서울 서초 글램핑 청계산장,관광,"캠핑,야영장",서울특별시 서초구 청계산로 140-94,#깨끗한#레포츠#여유있는#친절한#커플,21,3,0,3,etc
진주집,음식,국수,서울특별시 영등포구 국제금융로6길 33 지하 1층,#냉콩국수#냉콩국수#닭칼국수#닭칼국수#맛집#비빔국수#영등포구#음식#접시만두,"4,730",0,0,10,korean
호남식당,음식,"순대,순댓국",서울특별시 마포구 마포대로6길 10,#갈치조림#고등어조림#김치찌개#맛집#생선구이#음식#청국장#한식#한식당#한식맛집,501,0,0,1,korean
두타몰,관광,신발,서울특별시 중구 장충단로 275 두타몰 지하1층,#쇼핑#외국인친구에게추천#중구쇼핑#패션,202,0,0,1,korean
서대문수빈,음식,한정식-일반,서울특별시 서대문구 연희로25길 31-3,#간장게장#간장게장정식#깡장비빔밥정식#떡갈비#떡갈비정식#맛집#서대문구#수빈정식#음식#한정식#한정식집#황태구이정식,698,0,0,1,korean
때때롯살롱,관광,한복,서울특별시 종로구 수표로28길 21-12,#때때롯살롱#생활한복#서울가볼만한곳#서울핫플#쇼핑#익선동#한복#핫플레이스,270,1,0,6,west
여의도백리향,음식,중식당,서울특별시 영등포구 63로 50 한화금융센터_63 57층,#63빌딩다이닝#63빌딩중식당#맛집#분위기_좋은가족식사_추천#여의도맛집#여의도중국음식맛집#음식#코스요리,396,0,0,3,korean
용산전자랜드,관광,"상가,아케이드",서울특별시 용산구 청파로 74 전자랜드(신관),#쇼핑#용산디지털몰#용산전자상가#용산전자쇼핑몰#용산전자제품,350,0,6,20,west
롯데호텔서울,숙소,5성급,서울특별시 중구 을지로 30,#서울숙소#숙박#중구#호캉스즐기기,"1,202",0,0,34,korean
봉일시장,관광,시장,서울특별시 관악구 은천로 28 봉일프라자,#봉일시장#봉일프라자#서울먹거리#쇼핑#재래시장#전통시장,15,1,0,2,west
송파구횡성한우,음식,소고기구이,서울특별시 송파구 오금로 113 1층,#방이동소고기#방이동횡성한우#석촌호수맛집#송파횡성한우#음식#잠실고기맛집,831,0,0,3,korean
도봉구대문한정식,음식,한정식-일반,서울특별시 도봉구 시루봉로 139-6,#간장게장#도봉구맛집#맛집#음식#한정식,802,8,0,8,etc
촛불1978,음식,양식,서울특별시 중구 소파로 95 촛불 레스토랑,#돈까스#라이스데이트_맛집#맛집#샐러드#서울특별시#스테이크#양식#음식#중구#파스타#퐁듀#퐁듀코스,"1,481",0,0,1,korean
노룬산골목시장,관광,시장,서울특별시 광진구 자양동 816-79,#건대입구가볼만한곳#노룬산골목시장#노룬산시장#쇼핑#자양동시장#재래시장#전통시장,52,0,6,20,west
평안도족발집,음식,"족발,보쌈",서울특별시 중구 장충단로 174-6,#녹두빈대떡#맛집#맛집탐방#물막국수담백한_맛#비빔막국수#서울중구맛집#음식#족발,"1,505",0,0,4,korean
청와옥 본점,음식,"순대,순댓국",서울특별시 송파구 위례성대로 48 반도빌딩 1층,#24시간음식점#방이동순대국#송파순대국#음식#청와옥#청와옥올림픽공원점#편백정식,"3,767",0,2,2,cafe
서대문구형제갈비,음식,"육류,고기요리",서울특별시 서대문구 명물1길 2,#갈비#갈비탕#꽃갈비살#맛집#불고기#불고기#생갈비#서대문구#서울특별시#신촌형제갈비#양념갈비#음식#형제갈비,"1,001",0,3,3,cafe
노보텔 앰배서더 강남,숙소,5성급,서울특별시 강남구 봉은사로 130,#5성급호텔#강남구#강남숙박#강남숙소#강남호텔#노보텔엠베서더강남#서울숙소#숙박,370,0,0,1,chinese
엘크레,관광,메이크업,서울특별시 강남구 도산대로15길 41 1층 엘크레,#감성사진#관광지#메이크업#분위기좋은카페#뷰티#뷰티투어#사진찍기좋은곳#연인과함께#이색체험#친구와함께#포토존#화장품,808,0,2,2,cafe
가회민화박물관,관광,박물관,서울특별시 종로구 북촌로 52,#가족여행#남녀노소#문화시설#문화예술#문화예술공간#민화#박물관#서울시#아이와함께#열린문화공간#전통문화#종로구,17,0,1,3,west
송화산시도삭면,음식,"딤섬,중식만두",서울특별시 광진구 뚝섬로27길 48,#가성비맛집#건대딤섬맛집#건대맛집#건대입구맛집#맛집제보#서울딤섬맛집#송화산시도삭면#음식,"1,353",0,0,1,chinese
콘래드 서울,숙소,5성급,서울특별시 영등포구 국제금융로 10 서울 국제금융 센터,#관광호텔#서울숙소#숙박#영등포구#호캉스즐기기,456,0,1,1,cafe
신성종합시장,관광,시장,서울특별시 광진구 용마산로 50,#쇼핑#신성골목시장#신성시장#신성종합시장#재래시장#전통시장#중곡동전통시장#중곡사거리시장,13,1,2,2,cafe
참만나,음식,"육류,고기요리",서울특별시 노원구 화랑로 443 6.7디벨리움 3층,#꽃등심#노원구#대패쌈밥정식#돼지왕갈비#맛집#매운갈비찜#음식#차돌쌈밥정식#한우,407,0,0,2,korean
제일콩집,음식,두부요리,서울특별시 노원구 동일로174길 37-8,#감자부침담백한_맛#공릉동맛집#노원맛집#두부요리#두부찌개#맛집#서울맛집추천#순두부#음식#청국장#콩국수#콩국수#콩비지,"1,523",0,0,2,korean
무교동 북어국집,음식,해장국,서울특별시 중구 을지로1길 38,#맛집#북어해장국#북어해장국가성비_갑#서울맛집추천#서울중구#음식#정성가득,"2,554",0,0,3,japanese
전민규의황제누룽지탕 노원직영점,음식,한식,서울특별시 노원구 노해로77길 14-8,#노원황제누룽지탕#복날음식#복날음식#음식#전민규의황제누룽지탕#해물누룽지탕#해물누룽지탕#황제누룽지탕,"2,220",0,0,5,korean
현대백화점 (압구정본점),관광,백화점,서울특별시 강남구 압구정로 165 현대백화점압구정본점,#쇼핑#압구정#압구정쇼핑#현대백화점,705,0,0,3,korean
WANGTHAI,음식,태국음식,서울특별시 용산구 이태원로 151,#맛집#분위기_좋은#얌꿍#얌운센#음식#이국적인#팟타이가이,324,0,0,3,korean
성수살라댕템플,음식,양식,서울특별시 성동구 성수이로16길 32,#서울가볼만한곳#서울맛집#서울맛집추천#서울분위기좋은맛집#양식#음식#퓨전요리,578,0,0,2,korean
관훈동 산촌,음식,사찰음식,서울특별시 종로구 인사동길 30-13,#건강한요리#건강한음식#맛집#사찰요리#사찰음식#산나물#생강차#쌍화차#유자차#음식#저녁#점심#종로맛집#한식,184,0,0,7,japanese
로씨니,음식,이탈리아음식,서울특별시 종로구 북촌로 18,#레스토랑#맛집#분위기_좋은정성가득#서울맛집추천#스테이크#안심스테이크#양갈비_석쇠구이#음식#이탈리아음식#종로맛집#파스타#파스타,33,1,0,1,etc
대도식당 왕십리본점,음식,소고기구이,서울특별시 성동구 무학로12길 3,#대도식당#성동구맛집#왕십리대도식당#왕십리맛집#음식#한우맛집#한우맛집,838,0,0,3,korean
길동복조리시장,관광,시장,서울특별시 강동구 천호대로187길 62,#강동전통시장#길동복조리시장#길동시장#복조리시장#쇼핑,100,1,0,3,west
이비스 앰배서더 명동,숙소,3성급,서울특별시 중구 남대문로 78,#명동호텔#비즈니스호텔#서울숙소#수도권#숙박#이비스앰배서더#호텔,88,,,,
산채향,음식,한식,서울특별시 중구 청계천로 8 프리미어플레이스,#더덕구이정식#더덕맛집#더덕매운갈비찜정식#더덕무침정식#더덕요리#맛집#부모님과함께#음식#한식#한식당#한식마을,364,,,,
사간동푸드떼,음식,"카페,디저트",서울특별시 종로구 율곡로1길 40-37 한옥,#가볼래터#여행구독#음식#종로카페#찻집#카페#티룸#티카페#홍차#홍차맛집#화과자,309,,,,
관훈동 한국공예관,관광,전통공예,서울특별시 종로구 인사동길 33,#가족여행#기념품판매#나들이#나홀로여행#데이트코스#쇼핑#수도권#아이와함께#연인과함께#전통역사문화체험#체험학습#친구와함께#한국공예관#힐링,114,,,,
네이처리퍼블릭 명동월드점,관광,"화장품,향수",서울특별시 중구 명동8길 52,#메이크업#뷰티#쇼핑#자연주의#화장품,183,,,,
서강대박물관,관광,박물관,서울특별시 마포구 백범로 35 아루페관 6층,#교육시설#문화시설#서강대박물관,15,,,,
고척근린공원,관광,근린공원,서울특별시 구로구 고척로45길 39 구로구민체육센터,#가족과함께#공원#관광지#산책길#산책하기좋은곳#연인과함께#자연환경#친구와함께#휴식공간#휴식하기#휴식하기좋은곳,66,,,,
JW 메리어트 동대문 스퀘어 서울,숙소,5성급,서울특별시 종로구 청계천로 279,#서울숙소#숙박#종로구,545,,,,
종로구콰니,관광,"가방,핸드백",서울특별시 종로구 사직로8길 1-3,#가방#쇼핑#외국인이많이찾는#의류#플래그십스토어,83,,,,
테크노마트,관광,휴대폰,서울특별시 구로구 새말로 97,#강변테크노마트#복합쇼핑몰#쇼핑#수도권,99,,,,
켄싱턴호텔 여의도,숙소,4성급,서울특별시 영등포구 국회대로76길 16,#서울호텔#숙박#숙박시설#숙박업소#호텔#휴식공간#휴식여행#휴식하기좋은곳,423,,,,
마포삼다코지,음식,카페,서울특별시 마포구 독막로9길 34 1층,#가볼래터#감성카페#서울#아메리카노#여행구독#음식#카페,842,,,,
옛날집낙원아구찜,음식,"아귀찜,해물찜",서울특별시 종로구 삼일대로 436,#낙원아구찜#맛집#분위기_좋은#수도권#아구찜#아귀찜#아귀탕#음식#해물찜#해물찜#해물탕,383,,,,
영일분식,음식,종합분식,서울특별시 영등포구 도림로141가길 34-1,#가성비맛집#맛집#맛집제보#서울#영등포구#음식#칼국수#혼밥하기좋은,"1,550",,,,
아재왔소,음식,한식,서울특별시 도봉구 도봉산4길 3-22,#간제미요리#도봉구#맛집#오리백숙#음식,104,,,,
르몽블랑,음식,"카페,디저트",서울특별시 용산구 신흥로 99-4 1층,#SNS감성핫플레이스#가볼래터#감성카페#디저트카페#여행구독#음식#이색디저트#카페,549,,,,
대치동중앙해장,음식,해장국,서울특별시 강남구 영동대로86길 17 육인빌딩,#강남선지국#강남해장국#삼성동해장국#양선지해장국#음식#중앙해장,"3,238",,,,
고궁의 아침,음식,"육류,고기요리",서울특별시 종로구 창경궁로 158 고궁의아침,#남녀노소#냉면#돼지갈비#돼지갈비#맛집#선지해장국#소양념갈비#음식#종로구#한식#한식맛집#한우생등심,644,,,,
성북동돼지갈비본점,음식,돼지고기구이,서울특별시 성북구 성북로 115,#돼지갈비#돼지갈비백반#떡갈비백반#맛집#불고기백반#서울맛집#성북동돼지갈비집#수도권#음식,507,,,,
강동황도바지락칼국수,음식,"칼국수,만두",서울특별시 강동구 천호대로 1256,#냉국수#맛집#왕만두#음식#칼국수,892,,,,
금왕돈까스 본점,음식,돈가스,서울 성북구 성북로 138,#금왕정식#돈까스#맛집#생선까스#서울시#성북구#심돈까스#안심돈까스#음식#함박스테이크언론소개_맛집,120,,,,
운산,음식,한정식-일반,서울특별시 영등포구 여의공원로 101 C.C.M.M빌딩 지하1층,#맛집#음식#한정식,251,,,,
서초구통나무집,음식,소고기구이,서울특별시 서초구 헌인릉길 9 청와대산장,#갈비살#갈비탕#꽃등심#맛집#살치살#양념갈비#육회#음식,254,,,,
설마중,음식,"육류,고기요리",서울특별시 서초구 남부순환로 2648,#서울맛집#숯불갈비#외국인도_선호하는#우정을위하여#음식#이심전심#진수#한정식,486,,,,
강서도일처,음식,중식당,서울특별시 강서구 개화동로 567,#도일처#동파육#맛집#서울맛집#수도권#음식#중식#짜장면,578,,,,
강남곰바위,음식,"곱창,막창,양",서울특별시 강남구 영동대로115길 10,#곰바위#맛집#서울맛집#수도권#연중무휴#음식#특양구이#한우막창,483,,,,
스탠포드호텔 서울,숙소,4성급,서울특별시 마포구 월드컵북로58길 15,#서울숙소#숙박#호텔,302,,,,
소공동세란안경,관광,안경원,서울특별시 중구 을지로 30 롯데호텔 B1F,#서울여행#품질인증업소_전체보기#한국관광품질인증,36,,,,
드럼통 참숯석쇠구이,음식,"육류,고기요리",서울특별시 송파구 삼학사로19길 3,#갈비살#갈비살#고기요리#된장찌개#막창#맛집#삼겹살#서울시#송파구#안창살#안창살#열무국수#육류#음식,268,,,,
화곡본동시장,관광,시장,서울특별시 강서구 까치산로 35,#쇼핑#재래시장#전통시장#족발맛집#화곡동시장#화곡본동시장,13,,,,
KCDF 갤러리숍 공예정원,관광,"미술,공예품",서울특별시 종로구 인사동11길 8,#갤러리숍#공예#공예품#디자인#디자인상품#쇼핑,24,,,,
서울청계광장,관광,광장,서울특별시 중구 태평로1가 1,#관광지#서울가볼만한곳#서울걷기좋은길#서울산책#서울여행#청계광장#청계천,41,,,,
종로구밀림,음식,태국음식,서울특별시 종로구 창신6나길 17-6,#가볼래터#서울종로구음식점#서울핫플#여행구독#음식#음식점#인스타_핫플레이스#종로구#종로구맛집#창신동#태국음식점,939,,,,
인사동 촌,음식,한정식-일반,서울특별시 종로구 인사동14길 19,#건강한음식#구절편요리담백한_맛#맛집#북촌정식#외국인도_선호하는#음식#철판낙지볶음#한식#한식당#한식맛집#한식전문점#해물파전,278,,,,
대호정,음식,"육류,고기요리",서울특별시 금천구 시흥대로52길 51,#냉삼#돼지갈비#돼지갈비#백년가게#서울맛집#오징어쌈밥#오징어쌈밥#음식,139,,,,
우림시장,관광,시장,서울특별시 중랑구 망우로62길 52-4,#관악구 전통시장#난곡동시장#쇼핑#우림시장#재래시장#전통시장,128,,,,
아델라베일리,음식,이탈리아음식,서울특별시 종로구 북악산로 48,#부암동레스토랑#부암동카페#북악산레스토링#북악산아델라베일리#북악산카페#북악스카이웨이레스토랑#선셋맛집#스몰웨딩#아델라베일리#음식#전망좋은레스토랑#하우스웨딩장소,"1,520",,,,
마천중앙시장,관광,시장,서울특별시 송파구 마천로45길 23,#마천시장#마천중앙시장#송파시장#송파재래시장#송파전통시장#쇼핑#재래시장#전통시장,84,,,,
삼대할먼네,음식,떡볶이,서울특별시 중구 퇴계로76길 50,#떡볶이#맛집#삼대할먼네#서울맛집#수도권#신당동떡볶이#음식,800,,,,
용산구기와,음식,한정식-일반,서울특별시 용산구 한강대로21나길 40 드래곤힐스파 1층 기와한정식,#갈비찜#갈비찜#떡갈비#맛집#보리굴비#보리굴비#어탕수#외국인도_선호하는#용산구#음식#한상차림#한정식,441,,,,
을지다방,음식,다방,서울특별시 중구 을지로 124-1 2층,#SNS감성사진#감성카페#뉴트로_감성여행#뉴트로감성#사진찍기#사진찍기좋은곳#사진촬영#사진촬영명소#연인과함께#음식#음식점#이색카페#친구와함께#카페,340,,,,
해담채 남부터미널점,음식,해담채,서울특별시 서초구 서초중앙로5길 10-8 쁘띠오피스텔 지하 1층,#서초맛집#음식#코스요리#해담채,417,,,,
감꽃당,음식,베이커리,서울특별시 종로구 돈화문로11다길 38,#디저트맛집#사진찍기좋은곳#에그타르트#연인과함께#음식#종로카페#휴식공간#휴식여행#휴식하기#휴식하기좋은곳#힐링여행,"2,192",,,,
골든블루마리나,관광,요트,서울특별시 서초구 올림픽대로 2085-14 세빛섬 골든블루마리나,#골든블루마리나#레포츠#세빛섬#요트체험,780,,,,
국화정원,음식,한정식-일반,서울특별시 성북구 성북로 154,#간장게장#간장게장_특선#맛집#성북구맛집#음식#점심특선#정3품#한식#한식맛집#한식백반#한식코스요리#한정식,157,,,,
뽐모도로,음식,이탈리아음식,서울특별시 종로구 새문안로9길 19-1 일선빌딩 1층,#맛집#음식#종로구#파스타,793,,,,
영풍문고 스타필드코엑스몰점,관광,서점,서울특별시 강남구 영동대로 513 코엑스몰 B1 J101A,#쇼핑,"5,021",,,,
트레스드,음식,"카페,디저트",서울특별시 송파구 백제고분로15길 50 1층,#MZ세대#까놀리#디저트#디저트맛집#분위기맛집#음식#이색맛집#이탈리아디저트#카놀리,672,,,,
수유동가문,음식,중식당,서울특별시 강북구 노해로 13 가문,#굴짬뽕#맛집#음식#자장면#짬뽕#코스요리#탕수육,166,,,,
북한산 큰숲 제빵소,음식,베이커리,서울특별시 은평구 북한산로 271-3 북한산큰숲제빵소,#당일구운빵#둘레길#베이커리#북한산#북한산온천비젠#송추가마#음식#제빵소#주택개조카페,183,,,,
리치다이아몬드호텔,숙소,2성급,서울특별시 강북구 삼양로 500-18,#강북구#리치다이아몬드호텔#북한산숙소#북한산일출#북한산호텔#서울숙소#수유역숙소#숙박,59,,,,
송화벽화시장,관광,시장,서울특별시 강서구 강서로 263-29,#발산동시장#벽화시장#송화벽화시장#송화시장#쇼핑#우장산시장#재래시장,61,,,,
다래함박스텍,음식,돈가스,서울특별시 강북구 수유로 20-2,#가성비식당#기사식당돈가스#다래함박스테이크#돈가스맛집#수유리기사식당#음식#함박스테이크맛집,"1,319",,,,
카카오프렌즈 홍대 플래그십 스토어,관광,"문구,팬시용품",서울특별시 마포구 양화로 162 좋은사람들빌딩 1~3층,#라이프스타일#쇼핑#카카오프렌즈#플래그십스토어,"2,763",,,,
아트박스 (영등포점),관광,"문구,팬시용품",서울특별시 영등포구 영중로 15 타임스퀘어 지하1층,#디자인상품#문구#사무용품#쇼핑#영등포문구점#영등포팬시용품점#캐릭터상품#타임스퀘어아트박스#파티용품,"1,135",,,,
뱃고동,음식,낙지요리,서울특별시 강남구 언주로172길 54,#낙지전골#맛집#산낙지불고기언론소개_맛집#오징어불고기#음식,"2,051",,,,
호텔PJ,숙소,4성급,서울특별시 중구 마른내로 71 호텔피제이,#가족과함께#서울숙소#서울여행#서울호텔#숙박#연인과함께#중구#친구와함께#호캉스#호텔,171,,,,
한강파라다이스,음식,이탈리아음식,서울특별시 영등포구 여의동로 252 파라다이스,#경치좋은곳#고르곤졸라_피자#디조피자#마르게리따_피자#맛집#불고기_피자#삼겹살_피자#서울시#스테이크#실내데이트#양식#연인과함께#영등포구#음식#커플데이트#한강,216,,,,
미가할매집,음식,"육류,고기요리",서울특별시 관악구 신림로 374,#가족식사_추천정성가득#꽃갈비살#맛집#미가할매집#숯불구이#숯불구이한정식#음식#코스요리#한우생등심#한정식,711,,,,
동서울 관광호텔,숙소,2성급,서울특별시 광진구 구의강변로 38,#관광호텔#광진구#서울숙소#숙박,29,,,,
구로시장,관광,시장,서울특별시 구로구 구로동로22길 17-4 2층,#구로구시장#구로전통시장#구로청년몰#복고풍#비단길#쇼핑#시장#재래시장#전통시장,29,,,,
프레지던트 호텔,숙소,4성급,서울특별시 중구 을지로 16 프레지던트호텔,#서울숙소#숙박#중구#프레지던트호텔#호캉스#호캉스즐기기,249,,,,
난지천공원,관광,"도시,테마공원",서울특별시 마포구 월드컵로 365,#관광지#도심공원#서울_여행지_추천#서울가볼만한곳#서울권#유아숲체험장,162,,,,
파르나스몰,관광,백화점,서울특별시 강남구 테헤란로 521 그랜드인터콘티넨탈호텔 B1,#강남#그랜드인터콘티넨탈호텔#백화점#쇼핑#쇼핑몰,73,,,,
중곡제일시장,관광,시장,서울특별시 광진구 중곡동 265-5,#쇼핑#재래시장#전통시장#중곡동시장#중곡제일시장,39,,,,
