Attraction,Category,Subclass,Address,Tag,Participants,etc,cafe,max,type
주은감자탕,음식,감자탕,서울특별시 송파구 삼학사로 71,#24시간식당#맛있는녀석들감자탕#삼전동감자탕#송파감자탕#송파해장국#수요미식회감자탕#음식#주은감자탕,"1,362",,,,
신안촌,음식,한정식-일반,서울특별시 종로구 사직로12길 8,#낙지꾸리#식품의약품안전처_음식점위생등급_매우우수(2017년)#음식#음식점위생등급#종로맛집,309,,,,
라브리,음식,프랑스음식,서울특별시 종로구 종로 1 교보생명빌딩 2층,#광화문역맛집#레스토랑#맛집#서울맛집#외국식#음식#프랑스음식,83,,,,
오우가,음식,쌈밥,서울특별시 중구 명동8가길 37,#대나무쌈밥#맛집#쌈밥#음식,354,,,,
이닝,음식,중식당,"서울특별시 강남구 도산대로58길 14 이닝빌딩 1,2층",#난자완스#맛집#북경오리#샥스핀#어향가지_새우찜#음식#짜장면#탕수육_각종_중화요리,156,,,,
박가네빈대떡,음식,"전,빈대떡",서울특별시 종로구 종로32길 7,#건강한요리#건강한음식#광장시장#남녀노소#맛집#빈대떡#음식#한식#한식맛집#한식전문점#해물파전,"4,122",,,,
원대구탕,음식,"해물,생선요리",서울특별시 용산구 한강대로62가길 8 원대구탕,#내장탕#대구탕#맛집#음식,"1,325",,,,
전통다원,음식,차,서울특별시 종로구 인사동10길 11-4,#맛집#연인과함께#음식#전통다원#차맛집#휴식공간#휴식여행#휴식하기#휴식하기좋은곳#힐링여행,928,,,,
은호식당,음식,한식,서울특별시 중구 남대문시장4길 28-4 은호식당,#꼬리곰탕#꼬리찜#꼬리토막#도가니수육#도가니탕#맛집#설렁탕#소머리국밥#음식,330,,,,
메트로호텔,숙소,3성급,서울특별시 중구 명동9가길 14 메트로호텔,#서울숙소#숙박#중구,33,,,,
옛날중국집,음식,중식당,서울특별시 성북구 성북로8길 8,#맛집#볶음밥#음식#짜장면#짬뽕#탕수육,520,,,,
완차이,음식,중식당,서울특별시 서대문구 명물길 50-7 1층 완차이,#맛집#매운홍합#분위기_좋은#음식#짜장면#짬뽕#탕수육_각종_중화요리,205,,,,
너비집,음식,한식,서울특별시 중구 명동9길 37-8 너비집,#맛집#음식,225,,,,
남원집,음식,"육류,고기요리",서울특별시 성동구 살곶이길 18 2층 201호,#가족식사_추천#곱창볶음#맛집#순대#순대곱창#음식,57,,,,
메종 드 라 카테고리,음식,프랑스음식,서울특별시 강남구 선릉로 826,#메종드라카테고리#압구정디저트맛집#옥수수빙수#음식#청담동브런치#초당옥수수빙수#테라스브런치식당,281,,,,
꼼떼 바베큐 둔촌본점,음식,양식,서울특별시 강동구 동남로51길 9 1층,#강동구맛집#강동구맛집#꼼떼바베큐둔촌본점#둔촌동맛집#서울스테이크맛집#음식#홈메이드바비큐,934,,,,
마산옥,음식,"아귀찜,해물찜",서울특별시 강남구 강남대로152길 9,#꽃게조림#맛집#아귀수육#아귀찜#아귀탕#연포탕#음식,79,,,,
오향족발,음식,"족발,보쌈",서울특별시 중구 서소문로 134-7,#맛집#서울맛집#수도권#순댓국#오향족발#음식#족발#족발,"1,445",,,,
봉피양 방이점,음식,한식,서울특별시 송파구 양재대로71길 1-4,#미쉐린가이드갈비#미쉐린가이드냉면#미쉐린가이드맛집#벽제갈비#봉피양#봉피양방이점#봉피양본점#봉피양평양냉면#수요미식회식당#수요미식회평양냉면#음식#평양냉면,761,,,,
우스마니아,음식,아시아음식,서울특별시 용산구 우사단로 34,#맛집#비프칠리드라이#사다난#서울맛집#수도권#연중무휴#우스마니아#음식#치킨탄두리마샬라#케밥,13,,,,
부티크호텔K 동대문점,숙소,3급,서울특별시 동대문구 천호대로 341,#동대문구#서울숙소#숙박,14,,,,
타볼로24,음식,뷔페,서울특별시 종로구 청계천로 279 2층,#JW메리어트동대문뷔페#동대문뷔페#음식#종로뷔페#타볼로24#호텔뷔페,"1,632",,,,
뜰과다원,음식,한방카페,서울특별시 종로구 인사동길 34 1F 뜰과다원,#맛집#음식,767,,,,
안동할매청국장,음식,"찌개,전골",서울특별시 성북구 성북로5길 9-3 일신빌딩,#건강한요리#건강한음식#맛집#불뚝배기#순두부_정식#음식#청국장#한식#한식당#한식맛집#회덮밥,642,,,,
고향풍천장어,음식,"장어,먹장어요리",서울특별시 서초구 방배로 189,#고향풍천장어#맛집#민물장어_구이#바다장어_구이#서울맛집#수도권#여수식_장어탕#음식#한식,127,,,,
린스시,음식,일식당,서울특별시 서초구 반포대로12길 10 송원빌딩,#맛집#음식#초밥&참치_전문점#코스요리,93,,,,
스시조,음식,일식당,서울특별시 중구 소공로 106,#사시미#서울중구#식품의약품안전처_음식점위생등급_매우우수(2017년)#음식#음식점위생등급#장어덮밥#초밥,30,,,,
역전회관,음식,한식,서울특별시 마포구 토정로37길 47,#서울맛집#음식#한식,970,,,,
마포소문난원조족발,음식,"족발,보쌈",서울특별시 마포구 만리재로 19 공덕시장,#마포소문난원조족발#맛집#머리고기#서울맛집#수도권#순댓국가성비_갑#연중무휴#음식#족발#족발#편육,802,,,,
워킹온더클라우드,음식,양식,서울특별시 영등포구 63로 50 한화생명빌딩 59층,#레스토랑#맛집#분위기_좋은#영등포구#음식#코스요리,"2,843",,,,
니와,음식,일식당,서울특별시 용산구 이촌로75길 22 1,#남녀노소#니와#맛집#서울맛집#수도권#오코노미야끼#음식#일식#일식맛집#친구와함께#타코야끼,108,,,,
제비다방,음식,테마카페,서울특별시 마포구 와우산로 24,#맛집#음식#카페,68,,,,
현대시장,관광,시장,서울특별시 관악구 양녕로 49,#구암현대시장#쇼핑#창원가볼만한곳#창원관광#창원장보기#창원재래시장#창원전통시장#현대시장,15,,,,
사랑채,음식,요리주점,서울특별시 관악구 남부순환로246길 5 2층,#된장비빔밥#맛집#불낙#서울시#외국인도_선호하는#음식#종로구#파전가성비_갑#한식#한정식#한정식,114,,,,
임피리얼 팰리스 부티크 호텔,숙소,3성급,서울특별시 용산구 이태원로 221,#서울숙소#서울여행#숙박#연인과함께#용산구#친구와함께#휴식공간#휴식여행#휴식하기좋은곳#힐링여행,44,,,,
호텔국도,숙소,3성급,서울특별시 중구 을지로 164,#관광호텔#비즈니스호텔#서울#서울호텔#숙박#을지로#호텔,62,,,,
루이,음식,중식당,서울특별시 중구 세종대로21길 40,#맛집#분위기_좋은#사천탕면#서울중구#소고기자장면#음식#잡채밥#중국요리#해물고추짬뽕,224,,,,
동해도 광화문,음식,일식당,서울특별시 중구 무교로 28 시그너스빌딩 지하1층 동해도,#광화문스시뷔페#광화문일식당#광화문회전초밥#동해도#동해도광화문#음식#중구회전초밥#회전초밥#회전초밥뷔페,729,,,,
희락갈치,음식,"해물,생선요리",서울특별시 중구 남대문시장길 22-6,#맛집#음식,"2,337",,,,
현대칼국수,음식,"칼국수,만두",서울특별시 중구 세종대로 76 청남빌딩,#맛집#멸치육수#서울맛집추천#서울시청역맛집#서울중구맛집#음식#칼국수,499,,,,
장안동 먹깨비 간장게장 해물아구찜,음식,게요리,서울특별시 동대문구 장한로 92 1층,#음식#장안동24시간영업#장안동간장게장#장안동맛집#장안동먹깨비#장안동해물요리전문점,580,,,,
미림산장,음식,한식,서울특별시 강북구 삼양로181길 253 우이동 미림산장,#미림산장#서울계곡산장#우이동계곡미림산장#우이동맛집#우이동백숙#음식,424,,,,
라마다 바이윈덤 서울 동대문,숙소,3성급,서울 중구 동호로 354 라마다 바이 윈덤 서울 동대문,#서울숙소#숙박#중구,54,,,,
은평역사한옥박물관,관광,박물관,서울특별시 은평구 연서로50길 8 은평역사한옥박물관,#문화시설#박물관#아이와함께가볼만한곳#유물전시관#은평구역사#은평구한옥#은평역사한옥박물관#체험학습#한옥박물관#한옥전시실,381,,,,
청담나인,음식,양식,"서울특별시 강남구 삼성로 634 B1, B2",#강남이탈리안레스토랑#루프탑#루프탑전망좋은카페#음식#이탈리안#이탈리안레스토랑#재즈#재즈바,193,,,,
신강양꼬치,음식,양꼬치,서울특별시 마포구 토정로37길 21,#맛집#양꼬치#음식,132,,,,
베니키아 노블 호텔,숙소,2성급,서울특별시 종로구 율곡로6길 13-3 노블 관광호텔,#서울#서울숙소#숙박,54,,,,
화니 신세계 강남점,음식,한식,서울특별시 서초구 신반포로 176 신세계백화점 강남점 11층,#서초맛집#식품의약품안전처_음식점위생등급_매우우수(2017년)#음식#음식점위생등급#전주비빔밥,"1,040",,,,
돈까스잔치 동빙고점,음식,돈가스,서울특별시 용산구 서빙고로 297,#돈까스잔치동빙고점#돈잔국수#서빙고맛집#왕돈가스#왕돈가스#음식#이촌맛집,"2,013",,,,
신촌 닭한마리 유닭스토리,음식,닭요리,서울특별시 서대문구 연세로4길 7 1층,#닭요리#닭한마리#맛집#신촌닭맛집#신촌맛집#음식#칼국수,"2,319",,,,
꼴라주,음식,양식,서울특별시 용산구 한남대로20길 47-24 1층replace 한남 D동 1층,#서초맛집#스테이크#식품의약품안전처_음식점위생등급_매우우수(2017년)#음식#음식점위생등급,200,,,,
카나디안 랍스터,음식,바닷가재요리,서울특별시 서초구 남부순환로 2385 3층 카나디안랍스타,#랍스터#맛집#서울맛집#음식,31,,,,
청해진,음식,생선회,서울특별시 동작구 노들로 674 노량진수산시장 신관 2층 20호 청해진,#노량진맛집#노량진수산시장#맛집#매운탕#분위기_좋은#생선회#음식#회덮밥#회식장소#회정식,815,,,,
한모네 순대국,음식,"순대,순댓국",서울특별시 광진구 자양로18길 56 거송빌딩 1층 103호,#맛집#음식,127,,,,
마쯔야,음식,돈가스,서울특별시 중구 소공로 63 본관 5층,#서울중구맛집#식품의약품안전처_음식점위생등급_매우우수(2017년)#음식#음식점위생등급#일본우동#초밥,651,,,,
춘천집닭갈비막국수,음식,닭갈비,서울특별시 서대문구 연세로5가길 1,#낙지닭갈비#맛집#원조닭갈비#음식#쟁반국수#치즈닭갈비,567,,,,
또순이원조순대,음식,"순대,순댓국",서울특별시 관악구 신림로59길 14,#관악구#관악구맛집#맛집#백순대#서울맛집추천#서울특별시#순대#순대곱창볶음#음식,"1,643",,,,
타지펠리스 이태원점,음식,인도음식,서울특별시 용산구 우사단로 39,#맛집#음식,113,,,,
우리집떡볶이,음식,떡볶이,서울특별시 중구 다산로 217-1,#맛집#음식,676,,,,
비하인드,음식,베이커리,서울특별시 강동구 풍성로37가길 51,#그린_카푸치노#마포구#마포구맛집#마포구카페#맛집#샌드위치#샌드위치#아포카토_알카페#와인#음식#카페#카페라떼,92,,,,
미니네,음식,떡볶이,서울특별시 중구 다산로 219-1,#맛집#음식,549,,,,
파툼,음식,카페,서울특별시 종로구 삼청로 86-5,#맛집#음식,248,,,,
노천파전,음식,"전통,민속주점",서울특별시 동대문구 회기로28길 3,#노천파전#맛집#석굴#음식#참알탕#한치회무침,153,,,,
비타포,음식,베트남음식,서울특별시 성북구 동소문로 7-3 1층,#맛집#음식,167,,,,
일미간장게장본점,음식,게요리,서울특별시 동대문구 장한로24길 7,#간장게장맛집#동대문간장게장#동대문구맛집#음식#일미간장게장#한춘상일미간장게장,422,,,,
호텔 볼(VOLL),숙소,호텔,서울특별시 강서구 강서로5나길 30,#서울숙소#숙박,16,,,,
금강제화 (강남본점),관광,신발,서울특별시 강남구 강남대로 500,#쇼핑,60,,,,
홍루몽,음식,중식당,서울특별시 서초구 반포대로12길 26,#맛집#삼선짬뽕_각종_중화요리담백한_맛#음식#찹쌀탕수육#크림중새우,127,,,,
뿌자,음식,인도음식,서울특별시 종로구 종로 327 3층,#맛집#음식,73,,,,
타마린드,음식,베트남음식,서울특별시 종로구 종로3길 17 광화문 D타워 5층 504호,#베트남요리#서초맛집#소고기_쌀국수#식품의약품안전처_음식점위생등급_매우우수(2017년)#월남쌈#월남쌈#음식#음식점위생등급#이국적인#파스타,757,,,,
중앙갈치식당,음식,"해물,생선요리",서울특별시 중구 남대문시장길 22-12,#맛집#음식,"2,666",,,,
홍어명가,음식,"해물,생선요리",서울특별시 중랑구 면목로44길 44,#맛집#생선요리#서울맛집#서울홍어회#음식#해물요리,15,,,,
마포유가궁중족발,음식,"족발,보쌈",서울특별시 마포구 만리재로 19 1층 마포유가궁중족발 마포본점,#맛집#서울맛집#음식#족발,140,,,,
밀화,음식,한식,서울특별시 서초구 신반포로 176 신세계백화점 11층,#샤부샤부#서초맛집#식품의약품안전처_음식점위생등급_매우우수(2017년)#음식#음식점위생등급,607,,,,
아르모니움,음식,이탈리아음식,서울특별시 용산구 대사관로 33 아르모니움,#단호박_라비올리#레스토랑#맛집#연인과함께#음식#이베리코_스테이크#이탈리아요리#이탈리아음식#트러플_에그#한남동맛집,309,,,,
초롱이고모부대찌개,음식,"찌개,전골",서울특별시 강동구 상암로11길 4 암사시장 1문,#강동구#맛집#부대전골#부대전골#부대찌개#음식#햄찜,261,,,,
파크 하얏트 서울 코너스톤,음식,이탈리아음식,서울특별시 강남구 테헤란로 606 파크 하얏트 서울 2층,#맛집#음식,373,,,,
손가네곰국수,음식,한식,서울특별시 성북구 성북로15길 8 손가네곰국수,#맛집#음식,271,,,,
메종 한남,음식,양식,서울특별시 용산구 유엔빌리지3길 24 메종한남(한남집),#메종한남#뷰맛집#음식#한강뷰레스토랑#한남동데이트#한남동스테이크,289,,,,
우성갈비,음식,"육류,고기요리",서울특별시 중구 동호로7길 13,#고기요리#껍데기#돼지갈비#돼지갈비#맛집#분위기_좋은#육류#음식,194,,,,
챠크라 한남점,음식,인도음식,서울특별시 용산구 독서당로 83,#맛집#음식,35,,,,
백마김씨네 도곡본점,음식,"육류,고기요리",서울특별시 강남구 남부순환로 2743,#도곡동숯불갈비#백마김씨네#백마김씨네 도곡본점#음식,396,,,,
