,attraction,location,tag,주소,위도,경도
1188,르브런쉭 신사점,서울 강남구,#가로수길브런치#강남브런치#르브런쉭#르브런쉭신사점#신사동브런치#음식,서울특별시 강남구 강남대로162길 41-22 오로라빌,37.5221240595,127.0210822885
1189,혜장국,서울 서초구,#서울맛집#육개장#음식,서울특별시 서초구 사평대로56길 4,37.5035123612,127.0227104442
1190,달링키친,서울 강남구,#음식,서울특별시 강남구 언주로126길 25,37.5140641799,127.0375393517
1191,오츠커피 용산점,서울 용산구,#음식,서울특별시 용산구 원효로89길 13-12,37.5404681946,126.9677782911
1192,채미가,서울 서초구,#가족과함께#서울맛집#음식#한정식,서울특별시 서초구 법원로2길 15 길도빌딩,37.4942271434,127.0124116447
1193,돈까스의집,서울 송파구,#돈까스의집#삼전역맛집#서울전통돈가스맛집#송파돈가스의집#음식#잠실돈가스맛집,서울특별시 송파구 삼전로 100 아카데미빌딩,37.5070159544,127.0906986015
1194,각시보쌈,서울 마포구,#보쌈#서울맛집#음식#한식,서울특별시 마포구 성지길 25 보광빌딩,37.5475858397,126.9134774828
1195,소금집델리 망원,서울 마포구,#분위기좋은　#비주얼맛집#서울#소금집델리#음식#잠봉뵈르#잠봉뵈르맛집#혼밥하기좋은,서울특별시 마포구 월드컵로19길 142층,37.556876333,126.9082499196
1196,신양로스터스,서울 송파구,#가성비맛집#독특한메뉴　#분위기좋은#음식,서울특별시 송파구 오금로18길 3,37.5104436995,127.1109633279
1197,찜집 본점,서울 중랑구,#음식,서울특별시 중랑구 면목로 2871층,37.5785103427,127.0859581133
1198,카페 토다,서울 서초구,#디저트#음식#카페,서울특별시 서초구 성촌6길 39,37.4675748651,127.022644799
1202,보광기사식당,서울 용산구,#음식,서울특별시 용산구 장문로6길 97,37.526112042,126.9963760925
1203,아소정,서울 마포구,#갈비찜#냉면#음식#한식,서울특별시 마포구 백범로25길 9,37.5465893241,126.9464911688
1204,스시토푸,서울 광진구,#광나루맛집#광나루스시집#광장동맛집#광장동맛집#광진구스시맛집#스시토푸#음식,서울특별시 광진구 아차산로 612,37.5474559918,127.1067126625
1205,조양관한정식,서울 서초구,#서울맛집#음식#한정식,서울특별시 서초구 서초대로74길 29 서초파라곤지하01호,37.4949939907,127.0274408097
1206,랜디스도넛 연남점,서울 마포구,#랜디스도넛아이언맨#아이언맨토니스타크#연남동도넛#음식#홍대입구디저트#홍대입구맛집,서울특별시 마포구 동교로 247 보나바시움(BONABASIUM),37.5620899013,126.9241816534
1207,황금오리농장,서울 양천구,#음식,서울특별시 양천구 국회대로 176,37.5283175808,126.8544722937
1208,가나돈까스의집,서울 강남구,#3대천왕돈가스#가나기사식당#논현동돈가스#논현동정식가스#생선가스#음식,서울특별시 강남구 언주로 608,37.5099674377,127.0377755568
1209,포비 베이직,서울 마포구,#루프탑#음식#카페단체석#포비베이직#합정역맛집#합정역카페,서울특별시 마포구 양화로3길 66,37.5520019494,126.9110664668
1210,목동분식,서울 강서구,#음식,서울특별시 강서구 강서로45라길 36,37.5493175584,126.8343485381
1211,히노야마,서울 양천구,#사누끼우동#서울#서울여행#서울여행코스#서울음식점#양천구#양천구맛집#양천음식#음식#히노야마,서울특별시 양천구 목동서로 349 센트럴프라자119호,37.5174607031,126.8653216097
1212,송계옥,서울 송파구,#음식,서울특별시 송파구 올림픽로32길 38 흥진맨션,37.5129433981,127.1103688667
1213,단박왕돈까스,서울 용산구,#음식,서울특별시 용산구 백범로90길 74 이안용산103동,37.5372602669,126.9696226583
1214,장칼집,서울 송파구,#서울장칼국수맛집#석촌장칼국수#송파장칼국수#음식#잠실장칼국수#장칼집,서울특별시 송파구 가락로6길 3,37.4993670585,127.1026727298
1215,camel,서울 성동구,#성수MSGR#성수카페#음식#카멜#카멜미숫가루#카멜커피#카멜커피,서울특별시 성동구 성덕정19길 6 나사로교회1층,37.5372979232,127.0559231303
1216,개뿔,서울 종로구,#음식,"서울특별시 종로구 낙산성곽서1길 261, 2층",37.5782311958,127.0080624399
1217,안동장,서울 중구,#음식,서울특별시 중구 을지로 124,37.5661684126,126.991597616
1218,모도우 여의도점,서울 영등포구,#음식,"서울특별시 영등포구 국제금융로2길 32 여의도파이낸스타워405, 406호",37.5239165586,126.9241577327
1219,백년손님,서울 용산구,#음식,서울특별시 용산구 장문로 105,37.5265481904,127.001283966
1220,논밭골 봉천점,서울 관악구,#음식,서울특별시 관악구 청룡길 30,37.4805414311,126.9459347493
1221,라메흐꺄도,서울 영등포구,#음식,"서울특별시 영등포구 선유로17길 24 신일아르디세105,106호",37.5211801026,126.8870500801
1222,쌍대포소금구이 본점,서울 용산구,#음식,서울특별시 용산구 청파로 291,37.5456481921,126.9702140337
1223,우텐더,서울 강남구,#서울맛집#신사맛집#음식#한우,"서울특별시 강남구 압구정로42길 25-101층, 2층",37.527048752,127.0358085855
1224,마포원조떡볶이,서울 마포구,#떡볶이#분식#서울맛집#음식,서울특별시 마포구 도화2길 3,37.5403900858,126.9488105771
1225,경천애인2237,서울 영등포구,#음식,서울특별시 강남구 테헤란로 421 암천BLDG,37.5060431587,127.0525465458
1226,경천애인2237,서울 영등포구,#음식,서울특별시 강남구 테헤란로 421 암천BLDG,37.5060431587,126.9280824915
1227,경천애인2237,서울 영등포구,#음식,서울특별시 영등포구 국제금융로8길 31 SK증권빌딩,37.5197976631,127.0525465458
1228,경천애인2237,서울 영등포구,#음식,서울특별시 영등포구 국제금융로8길 31 SK증권빌딩,37.5197976631,126.9280824915
1229,권숙수,서울 강남구,#강남한식집#권숙수디너#미식상#압구정로데오맛집#음식#한식파인다이닝,서울특별시 강남구 압구정로80길 37 이에스빌딩,37.5244297515,127.0435940627
1230,스시도쿠 왕십리본점,서울 성동구,#가족외식추천#데이트코스#분위기좋은#성동구일식#스시도쿠#스시도쿠왕십리본점#왕십리스시#왕십리일식맛집#음식,서울특별시 성동구 왕십리광장로 61층,37.5610003683,127.0360825984
1231,김영섭초밥,서울 마포구,#서울맛집#음식#초밥,서울특별시 마포구 월드컵북로 352-18,37.5777125327,126.8933312477
1232,바이킹스워프 롯데월드몰점,서울 송파구,#랍스타무제한#바이킹스워프롯데월드몰점#음식#잠실랍스타맛집#잠실랍스타뷔페#해산물뷔페,서울특별시 송파구 올림픽로 300 롯데월드타워앤드롯데월드몰4F,37.5142459111,127.1040305171
1233,디자인카페허브,서울 강동구,#강동구카페#강동구카페허브#디자인카페허브#음식#카페강동구#카페허브,서울특별시 강동구 천호대로200길 15-16,37.5360553267,127.1504006777
1234,강동해물찜해천탕,서울 강동구,#강동해물찜해천탕#강동해천탕#돈촌동해신탕#돈촌역해천탕#맛있는녀석들해천탕#음식,서울특별시 강동구 양재대로 1416,37.5323083258,127.1385935255
1235,뚜스뚜스 흑석역점,서울 동작구,#뚜스뚜스#음식#흑석역맛집#흑석역브런치#흑석역빵집#흑석역샐러드,서울특별시 동작구 현충로 75 원불교100년기념관 및 역사문화기념관1층,37.509810575,126.9638739574
1236,나리식당,서울 송파구,#음식,서울특별시 송파구 석촌호수로 2402층,37.5079882927,127.1033974188
1237,나리식당,서울 송파구,#음식,서울특별시 송파구 석촌호수로 2402층,37.5079882927,127.0417081202
1238,나리식당,서울 송파구,#음식,서울특별시 강남구 선릉로152길 25,37.5245324837,127.1033974188
1239,나리식당,서울 송파구,#음식,서울특별시 강남구 선릉로152길 25,37.5245324837,127.0417081202
1240,마구로센 한남점,서울 용산구,#음식,서울특별시 용산구 대사관로31길 24,37.5343918088,127.006061087
1241,소설원 서가,서울 성북구,#분위기좋은카페#서울가볼만한곳#서울카페#소설원#소설원서가#음식#한성대입구역카페,서울특별시 성북구 동소문로 37 (동소문동4가),37.5904131477,127.0099841419
1242,쪼매매운떡볶이 공릉,서울 노원구,#공릉역떡볶이#공릉쪼매매운떡볶이#음식#쪼매김밥#쪼매떡볶이#쪼매매운떡볶이,서울특별시 노원구 공릉로 208,37.6283210734,127.0777991044
1243,고도식,서울 송파구,#고도식#고도식웨이팅#송리단길고깃집#알등심#음식#잠실고도식,서울특별시 송파구 백제고분로45길 28 벤도치빌딩,37.5104019962,127.1086829802
1244,중화일상,서울 송파구,#음식,서울특별시 송파구 백제고분로 401 골재회관1층,37.5073495885,127.1095524325
1245,단비,서울 용산구,#음식,서울특별시 용산구 한남대로20길 21-12,37.5352723121,127.0088135891
1246,현해,서울 강남구,#강남맛집#서울맛집#음식#한식당,서울특별시 강남구 도산대로 318 SB타워B동 1층,37.5219132526,127.0366558764
1247,베이징,서울 강서구,#음식,서울특별시 강서구 화곡로 118 베이징정,37.5399214403,126.8349793004
1248,테르미니서울여대점,서울 노원구,#노원이탈리안레스토랑#노원테르미니#서울여대맛집#음식#테르미니#테르미니서울여대점,서울특별시 노원구 화랑로53길 12,37.6265160221,127.094111558
1249,엄마손떡볶이,서울 서대문구,#떡볶이#분식#서울맛집#음식,서울특별시 서대문구 증가로10길 37,37.5789907137,126.9241617334
1250,이공김밥 안암본점,서울 성북구,#안암동분식맛집#안암역김밥#안암역분식집#음식#이공김밥안암본점#참치폭탄김밥,서울특별시 성북구 안암로 61-6,37.5824505171,127.0284799036
1251,널담은공간,서울 종로구,#감성카페#비건음식#비건카페#음식#이색카페#카페,서울특별시 종로구 삼청로 24,37.578102926,126.9798483489
1252,올드페리도넛,서울 용산구,#음식,서울특별시 용산구 한남대로27길 662층,37.5396522545,127.003013993
1253,부여집,서울 영등포구,#음식,서울특별시 영등포구 선유동1로 24,37.5243353827,126.8921606365
1254,민속돌솥설렁탕,서울 영등포구,#음식,서울특별시 영등포구 가마산로 366-1,37.5011104349,126.8995495059
1255,도우룸,서울 서초구,#맛집#미쉐린가이드#음식#파스타,서울특별시 서초구 동광로 992층,37.4938879524,126.9933606107
1256,부부횟집,서울 동대문구,#가진항물회#동대문구물회맛집#부부횟집#음식#장안동가진항물회#장안동부부횟집,서울특별시 송파구 오금로18길 4 I.D.C빌딩,37.5105353512,127.1107216798
1257,부부횟집,서울 동대문구,#가진항물회#동대문구물회맛집#부부횟집#음식#장안동가진항물회#장안동부부횟집,서울특별시 송파구 오금로18길 4 I.D.C빌딩,37.5105353512,127.0724760186
1258,부부횟집,서울 동대문구,#가진항물회#동대문구물회맛집#부부횟집#음식#장안동가진항물회#장안동부부횟집,서울특별시 동대문구 장한로 198,37.5781295887,127.1107216798
1259,부부횟집,서울 동대문구,#가진항물회#동대문구물회맛집#부부횟집#음식#장안동가진항물회#장안동부부횟집,서울특별시 동대문구 장한로 198,37.5781295887,127.0724760186
1260,바다회사랑,서울 마포구,#서울맛집#음식#회,서울특별시 마포구 동교로27길 60,37.5604678115,126.9210764267
1261,능이버섯백숙,서울 영등포구,#음식,서울특별시 영등포구 선유로 32,37.5168111987,126.8888722596
1262,볼라레,서울 서초구,#서울맛집#음식#이탈리아음식#피자맛집,서울특별시 서초구 사평대로20길 8 성훈빌딩,37.4991318518,126.9969073621
1263,경천애인2237,서울 강남구,#음식,서울특별시 강남구 테헤란로 421 암천BLDG,37.5060431587,127.0525465458
1264,경천애인2237,서울 강남구,#음식,서울특별시 강남구 테헤란로 421 암천BLDG,37.5060431587,126.9280824915
1265,경천애인2237,서울 강남구,#음식,서울특별시 영등포구 국제금융로8길 31 SK증권빌딩,37.5197976631,127.0525465458
1266,경천애인2237,서울 강남구,#음식,서울특별시 영등포구 국제금융로8길 31 SK증권빌딩,37.5197976631,126.9280824915
1267,담은갈비,서울 송파구,#담은갈비#석촌갈비맛집#송파동네맛집#음식#잠실담은갈비#잠실돼지갈비,서울특별시 송파구 삼전로 93 태정빌딩,37.5069048366,127.0896070378
1268,홍팥집 오금점,서울 송파구,#개롱역맛집#국산팥빙수#송파구팥죽맛집#음식#팥죽달인맛집#홍팥집오금점,서울특별시 송파구 성내천로 77 옥천빌딩1층,37.5016618776,127.138266649
1269,장인미역 잠실본점,서울 송파구,#삼전역한식#소고기전복미역국#음식#잠실혼밥식당#장인미역#장인미역잠실본점,서울특별시 송파구 삼전로 89 영빌딩1층,37.5065993136,127.0894515052
1270,동촌 보리밥과 돈까스,서울 송파구,#음식,서울특별시 송파구 거마로 22,37.4950544417,127.145516177
1271,칼스토랑,서울 강서구,#음식,서울특별시 강서구 방화대로6라길 2,37.5551777076,126.8185775898
1272,조연탄,서울 강서구,#음식,서울특별시 강서구 곰달래로60길 29,37.5309590978,126.8632936369
1273,브루스리,서울 서초구,#딤섬맛집#음식#중식당,서울특별시 서초구 양재천로 147-1,37.4798265841,127.0428787231
1274,늘봄해물찜&손칼국수 답십리본점,서울 동대문구,#늘봄손칼국수#늘봄해물찜손칼국수#답십리늘봄해물찜#답십리맛집#답십리해물찜#음식,서울특별시 동대문구 전농로 39,37.5686137463,127.0568221592
1275,어가,서울 송파구,#음식,서울특별시 송파구 송파대로49길 48,37.5062689807,127.0996811393
1276,한입소반,서울 용산구,#음식,서울특별시 용산구 청파로45길 31층,37.5441567006,126.9703362871
1277,뇨끼바,서울 용산구,#음식,서울특별시 용산구 한남대로20길 41-41층,37.5350667926,127.0095190865
1278,그랑씨엘,서울 강남구,#도산공원맛집#신사동맛집#신사동아탈리안레스토랑#압구정로데오맛집#압구정맛집#음식,서울특별시 강남구 도산대로45길 16-61층,37.523443616,127.035853128
1279,화화담 성수,서울 성동구,#성수동쌀국수#쌀국수맛집#음식,서울특별시 성동구 연무장7가길 3,37.5432833204,127.0548702788
1280,부부횟집,서울 송파구,#가진항물회#부부횟집#송파구물회#송파나루역횟집#음식#잠실물회맛집,서울특별시 송파구 오금로18길 4 I.D.C빌딩,37.5105353512,127.1107216798
1281,부부횟집,서울 송파구,#가진항물회#부부횟집#송파구물회#송파나루역횟집#음식#잠실물회맛집,서울특별시 송파구 오금로18길 4 I.D.C빌딩,37.5105353512,127.0724760186
1282,부부횟집,서울 송파구,#가진항물회#부부횟집#송파구물회#송파나루역횟집#음식#잠실물회맛집,서울특별시 동대문구 장한로 198,37.5781295887,127.1107216798
1283,부부횟집,서울 송파구,#가진항물회#부부횟집#송파구물회#송파나루역횟집#음식#잠실물회맛집,서울특별시 동대문구 장한로 198,37.5781295887,127.0724760186
1284,풍천장어마을즉석숯불구이,서울 송파구,#송파장어맛집#송파풍천장어#음식#장지동장어집#즉석구이장어맛집#풍천장어마을즉석숯불구이,"서울특별시 송파구 송파대로 54 포도청지하 1층, 지상 1,2층",37.4752536507,127.1282488655
1285,강촌쌈밥,서울 종로구,#강촌쌈밥#구기동맛집#쌉밥정식#음식#평창동맛집,서울특별시 종로구 평창30길 9,37.610762927,126.9747812177
1286,중화원,서울 은평구,#불광동중화원#불광동짬뽕#불광역맛집#불광역중국집#음식#중화원,서울특별시 은평구 통일로66길 10-16,37.6100094646,126.9317212774
1287,피오니,서울 마포구,#서울맛집#음식#카페#케이크,서울특별시 마포구 독막로7길 51,37.5501384332,126.9197796143
1288,사모님짬뽕,서울 강서구,#음식,서울특별시 강서구 금낭화로18길 10,37.575130831,126.8122776038
1289,Chitchat 칫챗,서울 송파구,#음식,서울특별시 송파구 석촌호수로 160 수연빌딩,37.5067355056,127.0948093474
1290,라크라센타,서울 영등포구,#음식,서울특별시 영등포구 문래로 92-5,37.5189360109,126.8922135621
1291,보타르가,서울 강남구,#서울맛집#압구정맛집#음식#파스타,서울특별시 강남구 언주로170길 161층,37.5267932118,127.0350142208
1292,차이나플레인 서울숲점,서울 성동구,#서울숲맛집#음식#차이나플레인서울숲점,서울특별시 성동구 뚝섬로1길 25 서울숲 한라에코밸리1층,37.5436914541,127.046418259
1293,젠제로,서울 강남구,#강남아이스크림#강남젠제로#신세겨아이스크림#음식#젠제로 #청담동아이스크림,서울특별시 강남구 선릉로126길 14,37.5153196923,127.043241575
1294,더코너키친,서울 종로구,#음식,서울특별시 종로구 평창문화로 98 행운빌딩,37.6071382974,126.9719260252
1295,마곡오리,서울 강서구,#음식,서울특별시 강서구 양천로30길 11,37.5727424089,126.8228933688
1296,화곡영양족발,서울 강서구,#음식,서울특별시 강서구 초록마을로2길 481층,37.5433128647,126.8435173158
1297,설화랑 본점,서울 강서구,#음식,서울특별시 강서구 강서로 381-7 예원빌딩2층,37.5596080931,126.8379451431
1298,서울다이닝,서울 중구,#음식,서울특별시 중구 동호로 272 디자인하우스,37.5593194253,127.0036411567
1299,RPM,서울 강남구,#RPM #알피엠#압구정RPM #압구정데이트#압구정핫플 #음식,서울특별시 강남구 언주로172길 64,37.5267099606,127.0390333017
1300,필녀의 한정식,서울 송파구,#음식,서울특별시 송파구 동남로 308 KOBA빌딩,37.5027589744,127.1383582761
1301,동해도 본점,서울 영등포구,#음식,서울특별시 영등포구 은행로 25 안원빌딩,37.5287492815,126.9213967368
1302,태문네,서울 강서구,#음식,서울특별시 강서구 양천로28길 40,37.5714397417,126.8206047254
1303,프리퍼,서울 서초구,#서초프리퍼#예술의전당커피맛집#음식#프리퍼#프리퍼서초#프리퍼양재,서울특별시 서초구 반포대로5길 4 성원빌딩,37.4821313078,127.0114454078
1304,대한옥,서울 영등포구,#음식,서울특별시 영등포구 영등포로51길 6,37.5194140671,126.9108951791
1305,조선갈비,서울 강서구,#음식,서울특별시 강서구 공항대로 341전층,37.5581500648,126.8455444911
1306,수퍼판,서울 강남구,#음식,서울특별시 강남구 논현로167길 15휴에프빌딩 2층,37.5245016648,127.0268622503
1307,도원한우,서울 강동구,#강동구한우#도원한우#돼지오겹살#둔촌동한우#서울회식장소추천#음식,서울특별시 강동구 진황도로 227 하선빌딩1층,37.5264091268,127.1450153311
1308,전주감자탕뼈해장국,서울 강서구,#음식,서울특별시 강서구 강서로5길 10 오션파라다이스,37.5290812658,126.8479895298
1309,원조 수구레,서울 강서구,#음식,"서울특별시 강서구 공항대로 103 (마곡동, 마곡 엠밸리 9단지)",37.560788173,126.8189551756
1310,진진만두 국회점,서울 영등포구,#음식,서울특별시 영등포구 국회대로72길 11 프린스텔,37.5300269005,126.9208411958
1311,당산오돌 본점,서울 영등포구,#음식,서울특별시 영등포구 국회대로37길 6,37.5276156945,126.8998320674
1312,마부자생삼겹살,서울 강서구,#음식,서울특별시 강서구 마곡중앙5로 6 마곡나루역보타닉푸르지오시티1층 121호,37.5673431093,126.826970926
1313,3일한우국밥,서울 영등포구,#음식,서울특별시 영등포구 영등포로 204,37.5199861014,126.9040957827
1314,딥커피,서울 마포구,#딥커피#음식#홍대입구맛집,서울특별시 마포구 동교로 2091층,37.5587736048,126.9233596001
1318,신토불이 장안직영점,서울 동대문구,#사가정역맛집#신토불이오리#신토불이장안직영점#음식#장안동신토불이#장안동오리맛집,서울특별시 동대문구 사가정로 278 원영빌딩,37.5798461158,127.0757923339
1319,진지아,서울 송파구,#마라곱창전골#음식#잠실점심맛집#중국가정식#진지아#최형진셰프,"서울특별시 송파구 백제고분로41길 12-91, 2층",37.5076328657,127.1082580978
1320,The Round,서울 강남구,#음식,서울특별시 강남구 선릉로148길 371층,37.5230687797,127.0425441962
1321,미나미,서울 서초구,#따뜻한소바#미나미#미슐랭메밀소바맛집#서초맛집#서초메밀소바#음식,서울특별시 서초구 서초대로58길 31-2,37.4933912319,127.0181361469
1322,합정옥,서울 마포구,#곰탕#미쉐린가이드#수육무침#음식#합정동맛집#합정역맛집,서울특별시 마포구 양화로1길 212층,37.5496466571,126.9104721432
1323,정돈 대학로본점,서울 종로구,#음식,서울특별시 종로구 대학로9길 12,37.581866759,127.0011129703
1324,한남작업실,서울 용산구,#음식,서울특별시 용산구 이태원로55나길 7,37.5365803127,126.9987505796
1325,태양커피,서울 서초구,#방배동아인슈페너#서초아인슈페너맛집#서초태양커피#음식#인생커피집#태양커피,서울특별시 서초구 서초대로25길 55,37.4902466989,126.9928329833
1326,달마시안,서울 강남구,#음식,서울특별시 강남구 압구정로42길 42,37.5263238132,127.0345420549
1327,미나미야마 본점,서울 중구,#음식,서울특별시 중구 소파로 105,37.557302675,126.9859344939
1328,모래내곱창,서울 서대문구,#곱창#맛집제보#모래내곱창#서울#음식#친구와함께,서울특별시 서대문구 증가로10길 26,37.5784518788,126.9236617944
1329,청화초밥,서울 송파구,#몽촌토성초밥#송리단길초밥#송파구청초밥#음식#잠실초밥#청화초밥,서울특별시 송파구 오금로13길 141층,37.5134266574,127.1093467237
1330,발산삼계탕,서울 강서구,#음식,서울특별시 강서구 강서로 344,37.556322362,126.837831357
1331,한강집,서울 용산구,#음식,서울특별시 용산구 백범로 4001층,37.5358160512,126.973030722
1332,길목,서울 강남구,#강남맛집#연예인맛집#음식#청담길목#청담맛집#투뿔목살맛집,서울특별시 강남구 영동대로129길 10 진성빌딩,37.5190778257,127.0564180465
1333,우리바다수산,서울 마포구,#서울맛집#음식#회,서울특별시 마포구 월드컵로 102,37.5578290117,126.9089081657
1334,파씨오네,서울 강남구,#강남부티크레스토랑#강남코스요리#로데오맛집#신사동맛집#음식#파씨오네,서울특별시 강남구 언주로164길 39,37.5255100592,127.0367640978
1335,무식당 성수본점,서울 성동구,#무식당#성수동고기집#음식,서울특별시 성동구 왕십리로10길 5-9,37.5472715731,127.0452515968
1336,방식꽃예술원,서울 성북구,#방식꽃예술원#방식꽃예술원카페#서울가볼만한곳#서울명소#서울여행#음식#플로리스트,서울특별시 성북구 성북로5길 37-2 (성북동1가),37.5893659181,127.0028070474
1337,카페캠프통,서울 강남구,#넓은공간카페#로데오거리대형카페#압구정대형카페#압구정숲속카페#음식#카페캠프통,서울특별시 강남구 압구정로42길 27,37.5270709625,127.0353002981
1338,값진식육,서울 영등포구,#음식,서울특별시 영등포구 선유로 58-4,37.5190803938,126.8896998979
1339,설눈,서울 서초구,#냉면맛집#서울맛집#음식#평양냉면,서울특별시 서초구 서초대로46길 20-7 영토빌딩,37.4912829935,127.0097841885
1340,갈비사랑,서울 서초구,#갈비#서울맛집#음식,서울특별시 서초구 강남대로 204 갈비사랑,37.482531716,127.0367458713
1341,리애,서울 강남구,#강남돈가스#구룡역돈가스#도곡역맛집#돈가스리애#리애#음식,서울특별시 강남구 선릉로16길 61층,37.4838569819,127.0601075967
1342,온천집 익선,서울 종로구,#음식#익선동맛집#종로구맛집,서울특별시 종로구 돈화문로11나길 31-8,37.5740591309,126.9898308866
1343,생생아구,서울 송파구,#생생아구#선수촌맛집#음식#잠실아귀맛집#잠실아귀찜#잠실아귀코스요리,서울특별시 송파구 백제고분로7길 8-37,37.5088683301,127.0802939404
1344,옥돌현옥,서울 송파구,#음식,서울특별시 송파구 오금로36길 26-1,37.5015810755,127.1240873857
1345,교다이야,서울 마포구,#미쉐린가이드#서울맛집#음식,서울특별시 마포구 성지길 39합정빌딩 1층,37.5469081365,126.9132191921
1346,셰프테이너,서울 용산구,#음식,서울특별시 용산구 이태원로27길 101,37.5377523303,126.9949314501
1347,스시타노,서울 서초구,#서울맛집#음식#초밥,서울특별시 서초구 서래로5길 30,37.4980375267,126.9965102069
1348,mtl 효창,서울 용산구,#음식,서울특별시 용산구 효창원로69길 25 송원빌딩,37.5420845501,126.9609177589
1352,송강,서울 서초구,#서울맛집#음식#한식,서울특별시 서초구 명달로9길 5 정호빌딩,37.4819367623,127.0045016003
1353,서래향,서울 서초구,#서울맛집#음식#중식당#중화요리,서울특별시 서초구 사평대로26길 48 미성빌딩,37.4981292257,126.9988822101
1354,강릉형제장칼국수,서울 관악구,#음식,서울특별시 관악구 대학5길 10-7,37.4690592964,126.9384079798
1355,스와니예,서울 서초구,#미쉐린가이드#서울맛집#양식#음식,서울특별시 강남구 강남대로 652 (신사동)신사스퀘어 2층,37.5196576435,127.0190908729
1356,레스쁘아 뒤 이부,서울 강남구,#강남맛집#미슐랭청담맛집#음식#청담동맛집#청담동프랑스요리#프랑스요리맛집,서울특별시 강남구 선릉로152길 33지하 1층,37.5246102637,127.0423219507
1357,공미학,서울 서초구,#공미학#공미학서초#교대카페추천#서초공미학#예술의전당카페#음식,서울특별시 서초구 서초대로48길 101 그룹메가타워,37.4886750116,127.0124840167
1358,호족반 청담,서울 강남구,#음식,서울특별시 강남구 언주로164길 39,37.5255100592,127.0367640978
1359,휴135,서울 용산구,#음식,서울특별시 용산구 이태원로55나길 6 오로꾸보,37.536719192,126.9991116538
1360,소이연남,서울 마포구,#서울맛집#쌀국수#음식,서울특별시 마포구 동교로 2671층,37.563584193,126.9253926121
1361,샤블리,서울 강남구,#샤브샤브#서울맛집#신사맛집#음식,서울특별시 강남구 강남대로152길 352층,37.518141209,127.0222128537
1362,옥소반 마곡본점,서울 강서구,#음식,"서울특별시 강서구 마곡중앙6로 45 리더스퀘어마곡1층 123,124호",37.560685653,126.8327344769
1363,한강껍데기,서울 마포구,#껍데기#망리단길#망원동고깃집#망원동맛집#음식#한강껍데기,서울특별시 마포구 망원로 48-1,37.5567262442,126.902303244
1364,성수지앵협동조합,서울 성동구,#성수지앵#수제초콜릿#음식,서울특별시 성동구 왕십리로 101,37.5467493946,127.0443266964
1365,본노엘 성수점,서울 성동구,#베이커리#서울카페#음식#카페,서울특별시 성동구 상원길 641층,37.5497991067,127.0480262726
1369,라멘트럭 상수본점,서울 마포구,#라멘#서울맛집#음식,서울특별시 마포구 독막로14길 311층,37.5475526741,126.9226183177
1370,르지우,서울 서초구,#레스토랑#서울맛집#음식,서울특별시 서초구 사평대로26길 40 리윤빌딩1층,37.498373643,126.9989349762
1371,양재해장국,서울 서초구,#서울맛집#음식#한식#해장국,서울특별시 서초구 강남대로10길 11,37.4682084547,127.0409847794
1372,스시만,서울 서초구,#런치오마카세#서래마을맛집#숙성스시#스시만#스시오마카세#음식,서울특별시 서초구 동광로27길 31층,37.4942212723,126.9947854708
1373,락희옥 마포본점,서울 마포구,#서울맛집#음식#한식,서울특별시 마포구 백범로 170 공덕더샵아파트101동 1층 상가내,37.5444257335,126.9491215459
1374,카덴,서울 서대문구,#연희동맛집#음식#일식,서울특별시 서대문구 연희로 173 거화빌딩2층,37.5725527685,126.9350748092
1375,만다린,서울 서초구,#서울맛집#음식#중식당,"서울특별시 서초구 방배로6길 10-15 대영빌딩1, 2층",37.4785370871,127.0006270489
1376,만다린,서울 서초구,#서울맛집#음식#중식당,"서울특별시 서초구 방배로6길 10-15 대영빌딩1, 2층",37.4785370871,126.8973627934
1378,만다린,서울 서초구,#서울맛집#음식#중식당,서울특별시 영등포구 국회대로29길 16(당산동4가),37.5295432043,127.0006270489
1379,만다린,서울 서초구,#서울맛집#음식#중식당,서울특별시 영등포구 국회대로29길 16(당산동4가),37.5295432043,126.8973627934
1384,화담,서울 영등포구,#음식,서울특별시 영등포구 국회대로 800 여의도파라곤지하 1층,37.5309823503,126.9210967012
1385,가람국시,서울 강남구,#가람국시#논현동국수맛집#음식#제육반반#학동역국수맛집#학동역수육맛집,서울특별시 강남구 언주로135길 13,37.5168415735,127.0341090296
1386,서궁,서울 영등포구,#음식,서울특별시 영등포구 국제금융로 86 롯데캐슬 아이비지하 1층,37.5202560099,126.9318099165
1387,카페 보아즈,서울 서초구,#브런치#서울카페#음식#카페,서울특별시 서초구 양재천로 53,37.4742576593,127.0358073019
1388,웍셔너리,서울 강남구,#강남중화요리#미국식중식당#압구정맛집#웍셔너리#음식#줄서는식당,서울특별시 강남구 도산대로53길 12,37.5239352737,127.0385223157
1389,MUOKI,서울 강남구,#강남맛집#음식#청담동맛집#청담동미슐랭맛집#청담무오키#청담프렌치레스토랑,서울특별시 강남구 학동로55길 12-122층,37.519060907,127.0422498927
1390,대돈집,서울 성동구,#돼지고기구이#서울고깃집#서울맛집#서울숲고기집#서울숲맛집#음식#제주산_돼지고기,서울특별시 성동구 왕십리로14길 18 뚝섬영재어린이집1층,37.5486714162,127.0456154132
1391,괴르츠,서울 마포구,#레스토랑#서울맛집#음식,서울특별시 마포구 토정로 136-13JNC빌딩 7층,37.5449169264,126.9258347656
