,Attraction,Category,type,type2,Category_Map,Good_Point,Selected_People,Participants
12228,레이지파머스,음식,west,west,음식의 속성,재료가 신선해요,282.0,542
12229,레이지파머스,음식,west,west,음식의 속성,건강한 맛이에요,276.0,542
12230,레이지파머스,음식,west,west,시설 및 분위기,컨셉이 독특해요,212.0,542
12231,레이지파머스,음식,west,west,서비스,친절해요,185.0,542
12232,레이지파머스,음식,west,west,시설 및 분위기,특별한 날 가기 좋아요,122.0,542
12233,레이지파머스,음식,west,west,시설 및 분위기,사진이 잘 나와요,94.0,542
12234,레이지파머스,음식,west,west,가격 및 가치,메뉴 구성이 알차요,82.0,542
12235,레이지파머스,음식,west,west,음식의 속성,양이 많아요,71.0,542
12236,레이지파머스,음식,west,west,시설 및 분위기,뷰가 좋아요,67.0,542
12237,레이지파머스,음식,west,west,시설 및 분위기,반려동물과 가기 좋아요,33.0,542
12238,레이지파머스,음식,west,west,시설 및 분위기,좌석이 편해요,25.0,542
12239,레이지파머스,음식,west,west,음식의 속성,특별한 메뉴가 있어요,25.0,542
12240,레이지파머스,음식,west,west,가격 및 가치,비싼 만큼 가치있어요,19.0,542
12241,레이지파머스,음식,west,west,시설 및 분위기,음악이 좋아요,17.0,542
12242,레이지파머스,음식,west,west,시설 및 분위기,아이와 가기 좋아요,7.0,542
12243,레이지파머스,음식,west,west,시설 및 분위기,차분한 분위기에요,5.0,542
12244,레이지파머스,음식,west,west,시설 및 분위기,아늑해요,5.0,542
12245,레이지파머스,음식,west,west,시설 및 분위기,대화하기 좋아요,5.0,542
12246,레이지파머스,음식,west,west,시설 및 분위기,매장이 넓어요,4.0,542
12247,레이지파머스,음식,west,west,시설 및 분위기,매장이 청결해요,3.0,542
12248,레이지파머스,음식,west,west,가격 및 가치,가성비가 좋아요,2.0,542
12249,레이지파머스,음식,west,west,시설 및 분위기,혼밥하기 좋아요,1.0,542
12250,레이지파머스,음식,west,west,시설 및 분위기,룸이 잘 되어있어요,1.0,542
12251,레이지파머스,음식,west,west,시설 및 분위기,단체모임 하기 좋아요,1.0,542
12252,레이지파머스,음식,west,west,시설 및 분위기,화장실이 깨끗해요,1.0,542
12253,아이해브어드림,음식,korean,korean,음식의 속성,음식이 맛있어요,309.0,410
12254,아이해브어드림,음식,korean,korean,시설 및 분위기,인테리어가 멋져요,256.0,410
12255,아이해브어드림,음식,korean,korean,시설 및 분위기,음악이 좋아요,232.0,410
12256,아이해브어드림,음식,korean,korean,음식의 속성,특별한 메뉴가 있어요,222.0,410
12257,아이해브어드림,음식,korean,korean,서비스,친절해요,182.0,410
12258,아이해브어드림,음식,korean,korean,시설 및 분위기,대화하기 좋아요,136.0,410
12259,아이해브어드림,음식,korean,korean,음식의 속성,술이 다양해요,109.0,410
12260,아이해브어드림,음식,korean,korean,시설 및 분위기,매장이 청결해요,81.0,410
12261,아이해브어드림,음식,korean,korean,시설 및 분위기,오래 머무르기 좋아요,60.0,410
12262,아이해브어드림,음식,korean,korean,시설 및 분위기,단체모임 하기 좋아요,55.0,410
12263,아이해브어드림,음식,korean,korean,가격 및 가치,가성비가 좋아요,33.0,410
12264,아이해브어드림,음식,korean,korean,음식의 속성,기본 안주가 좋아요,28.0,410
12265,아이해브어드림,음식,korean,korean,시설 및 분위기,특별한 날 가기 좋아요,26.0,410
12266,아이해브어드림,음식,korean,korean,시설 및 분위기,화장실이 깨끗해요,19.0,410
12267,아이해브어드림,음식,korean,korean,시설 및 분위기,컨셉이 독특해요,12.0,410
12268,아이해브어드림,음식,korean,korean,시설 및 분위기,주차하기 편해요,10.0,410
12269,아이해브어드림,음식,korean,korean,시설 및 분위기,사진이 잘 나와요,8.0,410
12270,아이해브어드림,음식,korean,korean,시설 및 분위기,매장이 넓어요,8.0,410
12271,아이해브어드림,음식,korean,korean,음식의 속성,재료가 신선해요,7.0,410
12272,아이해브어드림,음식,korean,korean,시설 및 분위기,혼술하기 좋아요,6.0,410
12273,아이해브어드림,음식,korean,korean,시설 및 분위기,아늑해요,4.0,410
12274,아이해브어드림,음식,korean,korean,음식의 속성,양이 많아요,3.0,410
12275,아이해브어드림,음식,korean,korean,가격 및 가치,메뉴 구성이 알차요,2.0,410
12276,아이해브어드림,음식,korean,korean,시설 및 분위기,파티하기 좋아요,2.0,410
12277,아이해브어드림,음식,korean,korean,시설 및 분위기,뷰가 좋아요,2.0,410
12278,아이해브어드림,음식,korean,korean,가격 및 가치,코스요리가 알차요,1.0,410
12279,아이해브어드림,음식,korean,korean,음식의 속성,디저트가 맛있어요,1.0,410
12280,아이해브어드림,음식,korean,korean,서비스,음식이 빨리 나와요,1.0,410
12281,아이해브어드림,음식,korean,korean,시설 및 분위기,라이브공연이 훌륭해요,1.0,410
12282,아이해브어드림,음식,korean,korean,시설 및 분위기,야외 공간이 멋져요,1.0,410
12283,모모야마,음식,japanese,japanese,시설 및 분위기,뷰가 좋아요,158.0,228
12284,모모야마,음식,japanese,japanese,음식의 속성,음식이 맛있어요,156.0,228
12285,모모야마,음식,japanese,japanese,서비스,친절해요,156.0,228
12286,모모야마,음식,japanese,japanese,시설 및 분위기,특별한 날 가기 좋아요,132.0,228
12287,모모야마,음식,japanese,japanese,음식의 속성,재료가 신선해요,105.0,228
12288,모모야마,음식,japanese,japanese,시설 및 분위기,매장이 청결해요,63.0,228
12289,모모야마,음식,japanese,japanese,음식의 속성,특별한 메뉴가 있어요,59.0,228
12290,모모야마,음식,japanese,japanese,시설 및 분위기,인테리어가 멋져요,40.0,228
12291,모모야마,음식,japanese,japanese,시설 및 분위기,화장실이 깨끗해요,27.0,228
12292,모모야마,음식,japanese,japanese,시설 및 분위기,주차하기 편해요,25.0,228
12293,모모야마,음식,japanese,japanese,시설 및 분위기,단체모임 하기 좋아요,19.0,228
12294,모모야마,음식,japanese,japanese,시설 및 분위기,매장이 넓어요,15.0,228
12295,모모야마,음식,japanese,japanese,가격 및 가치,비싼 만큼 가치있어요,13.0,228
12296,모모야마,음식,japanese,japanese,음식의 속성,양이 많아요,11.0,228
12297,모모야마,음식,japanese,japanese,가격 및 가치,메뉴 구성이 알차요,8.0,228
12298,모모야마,음식,japanese,japanese,시설 및 분위기,혼밥하기 좋아요,4.0,228
12299,모모야마,음식,japanese,japanese,가격 및 가치,가성비가 좋아요,4.0,228
12300,모모야마,음식,japanese,japanese,시설 및 분위기,룸이 잘 되어있어요,3.0,228
12301,모모야마,음식,japanese,japanese,시설 및 분위기,차분한 분위기에요,1.0,228
12302,모모야마,음식,japanese,japanese,시설 및 분위기,좌석이 편해요,1.0,228
12303,모모야마,음식,japanese,japanese,가격 및 가치,코스요리가 알차요,1.0,228
12304,모모야마,음식,japanese,japanese,시설 및 분위기,아늑해요,1.0,228
12305,모모야마,음식,japanese,japanese,음식의 속성,잡내가 적어요,1.0,228
12306,모모야마,음식,japanese,japanese,음식의 속성,반찬이 잘 나와요,1.0,228
12307,모모야마,음식,japanese,japanese,시설 및 분위기,대화하기 좋아요,1.0,228
12308,코리아하우스,음식,korean,korean,음식의 속성,음식이 맛있어요,28.0,31
12309,코리아하우스,음식,korean,korean,서비스,친절해요,12.0,31
12310,코리아하우스,음식,korean,korean,음식의 속성,특별한 메뉴가 있어요,7.0,31
12311,코리아하우스,음식,korean,korean,시설 및 분위기,매장이 청결해요,7.0,31
12312,코리아하우스,음식,korean,korean,음식의 속성,재료가 신선해요,6.0,31
12313,코리아하우스,음식,korean,korean,시설 및 분위기,단체모임 하기 좋아요,5.0,31
12314,코리아하우스,음식,korean,korean,시설 및 분위기,인테리어가 멋져요,3.0,31
12315,코리아하우스,음식,korean,korean,가격 및 가치,가성비가 좋아요,3.0,31
12316,코리아하우스,음식,korean,korean,시설 및 분위기,특별한 날 가기 좋아요,3.0,31
12317,코리아하우스,음식,korean,korean,음식의 속성,양이 많아요,2.0,31
12318,코리아하우스,음식,korean,korean,시설 및 분위기,매장이 넓어요,2.0,31
12319,코리아하우스,음식,korean,korean,시설 및 분위기,뷰가 좋아요,2.0,31
12320,코리아하우스,음식,korean,korean,시설 및 분위기,혼밥하기 좋아요,1.0,31
12321,코리아하우스,음식,korean,korean,음식의 속성,고기 질이 좋아요,1.0,31
12322,코리아하우스,음식,korean,korean,시설 및 분위기,화장실이 깨끗해요,1.0,31
12323,한쿡 N서울타워,음식,korean,korean,음식의 속성,음식이 맛있어요,227.0,338
12324,한쿡 N서울타워,음식,korean,korean,시설 및 분위기,뷰가 좋아요,223.0,338
12325,한쿡 N서울타워,음식,korean,korean,시설 및 분위기,특별한 날 가기 좋아요,122.0,338
12326,한쿡 N서울타워,음식,korean,korean,서비스,친절해요,99.0,338
12327,한쿡 N서울타워,음식,korean,korean,음식의 속성,재료가 신선해요,92.0,338
12328,한쿡 N서울타워,음식,korean,korean,음식의 속성,특별한 메뉴가 있어요,87.0,338
12329,한쿡 N서울타워,음식,korean,korean,시설 및 분위기,인테리어가 멋져요,57.0,338
12330,한쿡 N서울타워,음식,korean,korean,시설 및 분위기,매장이 넓어요,46.0,338
12331,한쿡 N서울타워,음식,korean,korean,시설 및 분위기,매장이 청결해요,40.0,338
12332,한쿡 N서울타워,음식,korean,korean,시설 및 분위기,화장실이 깨끗해요,18.0,338
12333,한쿡 N서울타워,음식,korean,korean,가격 및 가치,가성비가 좋아요,17.0,338
12334,한쿡 N서울타워,음식,korean,korean,음식의 속성,양이 많아요,16.0,338
12335,한쿡 N서울타워,음식,korean,korean,시설 및 분위기,단체모임 하기 좋아요,10.0,338
12336,한쿡 N서울타워,음식,korean,korean,가격 및 가치,비싼 만큼 가치있어요,4.0,338
12337,한쿡 N서울타워,음식,korean,korean,가격 및 가치,메뉴 구성이 알차요,3.0,338
12338,한쿡 N서울타워,음식,korean,korean,서비스,직접 잘 구워줘요,3.0,338
12339,한쿡 N서울타워,음식,korean,korean,음식의 속성,건강한 맛이에요,3.0,338
12340,한쿡 N서울타워,음식,korean,korean,가격 및 가치,코스요리가 알차요,2.0,338
12341,한쿡 N서울타워,음식,korean,korean,음식의 속성,고기 질이 좋아요,2.0,338
12342,한쿡 N서울타워,음식,korean,korean,시설 및 분위기,주차하기 편해요,2.0,338
12343,한쿡 N서울타워,음식,korean,korean,시설 및 분위기,사진이 잘 나와요,2.0,338
12344,한쿡 N서울타워,음식,korean,korean,음식의 속성,디저트가 맛있어요,1.0,338
12345,한쿡 N서울타워,음식,korean,korean,시설 및 분위기,혼밥하기 좋아요,1.0,338
12346,한쿡 N서울타워,음식,korean,korean,시설 및 분위기,대화하기 좋아요,1.0,338
12347,더 우리곱창,음식,korean,korean,음식의 속성,음식이 맛있어요,575.0,525
12348,더 우리곱창,음식,korean,korean,서비스,친절해요,263.0,525
12349,더 우리곱창,음식,korean,korean,음식의 속성,양이 많아요,229.0,525
12350,더 우리곱창,음식,korean,korean,가격 및 가치,가성비가 좋아요,166.0,525
12351,더 우리곱창,음식,korean,korean,음식의 속성,재료가 신선해요,98.0,525
12352,더 우리곱창,음식,korean,korean,시설 및 분위기,단체모임 하기 좋아요,56.0,525
12353,더 우리곱창,음식,korean,korean,시설 및 분위기,매장이 넓어요,54.0,525
12354,더 우리곱창,음식,korean,korean,음식의 속성,특별한 메뉴가 있어요,54.0,525
12355,더 우리곱창,음식,korean,korean,음식의 속성,고기 질이 좋아요,48.0,525
12356,더 우리곱창,음식,korean,korean,시설 및 분위기,매장이 청결해요,47.0,525
12357,더 우리곱창,음식,korean,korean,서비스,직접 잘 구워줘요,29.0,525
12358,더 우리곱창,음식,korean,korean,음식의 속성,잡내가 적어요,23.0,525
12359,더 우리곱창,음식,korean,korean,시설 및 분위기,혼밥하기 좋아요,10.0,525
12360,더 우리곱창,음식,korean,korean,시설 및 분위기,특별한 날 가기 좋아요,10.0,525
12361,더 우리곱창,음식,korean,korean,시설 및 분위기,뷰가 좋아요,9.0,525
12362,더 우리곱창,음식,korean,korean,시설 및 분위기,인테리어가 멋져요,7.0,525
12363,더 우리곱창,음식,korean,korean,시설 및 분위기,화장실이 깨끗해요,7.0,525
12364,더 우리곱창,음식,korean,korean,시설 및 분위기,아늑해요,3.0,525
12365,더 우리곱창,음식,korean,korean,서비스,음식이 빨리 나와요,3.0,525
12366,더 우리곱창,음식,korean,korean,가격 및 가치,메뉴 구성이 알차요,3.0,525
12367,더 우리곱창,음식,korean,korean,시설 및 분위기,주차하기 편해요,3.0,525
12368,더 우리곱창,음식,korean,korean,시설 및 분위기,야외 공간이 멋져요,2.0,525
12369,더 우리곱창,음식,korean,korean,음식의 속성,반찬이 잘 나와요,2.0,525
12370,더 우리곱창,음식,korean,korean,음식의 속성,건강한 맛이에요,2.0,525
12371,더 우리곱창,음식,korean,korean,시설 및 분위기,오래 머무르기 좋아요,1.0,525
12372,더 우리곱창,음식,korean,korean,시설 및 분위기,대화하기 좋아요,1.0,525
12373,헤이더그린,음식,cafe,cafe,시설 및 분위기,뷰가 좋아요,435.0,924
12374,헤이더그린,음식,cafe,cafe,시설 및 분위기,주차하기 편해요,378.0,924
12375,헤이더그린,음식,cafe,cafe,음식의 속성,커피가 맛있어요,348.0,924
12376,헤이더그린,음식,cafe,cafe,시설 및 분위기,인테리어가 멋져요,297.0,924
12377,헤이더그린,음식,cafe,cafe,시설 및 분위기,사진이 잘 나와요,292.0,924
12378,헤이더그린,음식,cafe,cafe,음식의 속성,디저트가 맛있어요,219.0,924
12379,헤이더그린,음식,cafe,cafe,서비스,친절해요,170.0,924
12380,헤이더그린,음식,cafe,cafe,시설 및 분위기,매장이 청결해요,168.0,924
12381,헤이더그린,음식,cafe,cafe,음식의 속성,음료가 맛있어요,157.0,924
12382,헤이더그린,음식,cafe,cafe,음식의 속성,특별한 메뉴가 있어요,104.0,924
12383,헤이더그린,음식,cafe,cafe,시설 및 분위기,대화하기 좋아요,82.0,924
12384,헤이더그린,음식,cafe,cafe,시설 및 분위기,좌석이 편해요,57.0,924
12385,헤이더그린,음식,cafe,cafe,가격 및 가치,가성비가 좋아요,42.0,924
12386,헤이더그린,음식,cafe,cafe,시설 및 분위기,매장이 넓어요,39.0,924
12387,헤이더그린,음식,cafe,cafe,시설 및 분위기,반려동물과 가기 좋아요,35.0,924
12388,헤이더그린,음식,cafe,cafe,시설 및 분위기,화장실이 깨끗해요,28.0,924
12389,헤이더그린,음식,cafe,cafe,시설 및 분위기,야외 공간이 멋져요,27.0,924
12390,헤이더그린,음식,cafe,cafe,음식의 속성,음식이 맛있어요,15.0,924
12391,헤이더그린,음식,cafe,cafe,시설 및 분위기,집중하기 좋아요,15.0,924
12392,헤이더그린,음식,cafe,cafe,시설 및 분위기,특별한 날 가기 좋아요,12.0,924
12393,헤이더그린,음식,cafe,cafe,시설 및 분위기,아이와 가기 좋아요,5.0,924
12394,헤이더그린,음식,cafe,cafe,시설 및 분위기,차분한 분위기에요,4.0,924
12395,헤이더그린,음식,cafe,cafe,시설 및 분위기,단체모임 하기 좋아요,3.0,924
12396,헤이더그린,음식,cafe,cafe,시설 및 분위기,혼밥하기 좋아요,2.0,924
12397,헤이더그린,음식,cafe,cafe,시설 및 분위기,오래 머무르기 좋아요,2.0,924
12398,헤이더그린,음식,cafe,cafe,시설 및 분위기,컨셉이 독특해요,1.0,924
12399,헤이더그린,음식,cafe,cafe,서비스,주문제작을 잘해줘요,1.0,924
12400,헤이더그린,음식,cafe,cafe,음식의 속성,재료가 신선해요,1.0,924
12401,헤이더그린,음식,cafe,cafe,가격 및 가치,비싼 만큼 가치있어요,1.0,924
12402,헤이더그린,음식,cafe,cafe,음식의 속성,건강한 맛이에요,1.0,924
12403,칠형제우리감자탕,음식,korean,korean,음식의 속성,음식이 맛있어요,220.0,268
12404,칠형제우리감자탕,음식,korean,korean,음식의 속성,양이 많아요,81.0,268
12405,칠형제우리감자탕,음식,korean,korean,서비스,친절해요,75.0,268
12406,칠형제우리감자탕,음식,korean,korean,시설 및 분위기,매장이 넓어요,48.0,268
12407,칠형제우리감자탕,음식,korean,korean,가격 및 가치,가성비가 좋아요,34.0,268
12408,칠형제우리감자탕,음식,korean,korean,시설 및 분위기,혼밥하기 좋아요,27.0,268
12409,칠형제우리감자탕,음식,korean,korean,음식의 속성,재료가 신선해요,26.0,268
12410,칠형제우리감자탕,음식,korean,korean,시설 및 분위기,단체모임 하기 좋아요,24.0,268
12411,칠형제우리감자탕,음식,korean,korean,시설 및 분위기,주차하기 편해요,16.0,268
12412,칠형제우리감자탕,음식,korean,korean,시설 및 분위기,매장이 청결해요,15.0,268
12413,칠형제우리감자탕,음식,korean,korean,시설 및 분위기,특별한 날 가기 좋아요,4.0,268
12414,칠형제우리감자탕,음식,korean,korean,음식의 속성,특별한 메뉴가 있어요,4.0,268
12415,칠형제우리감자탕,음식,korean,korean,시설 및 분위기,화장실이 깨끗해요,4.0,268
12416,칠형제우리감자탕,음식,korean,korean,시설 및 분위기,인테리어가 멋져요,3.0,268
12417,칠형제우리감자탕,음식,korean,korean,음식의 속성,잡내가 적어요,1.0,268
12418,칠형제우리감자탕,음식,korean,korean,시설 및 분위기,뷰가 좋아요,1.0,268
12419,오라이등심,음식,korean,korean,음식의 속성,음식이 맛있어요,173.0,222
12420,오라이등심,음식,korean,korean,서비스,친절해요,89.0,222
12421,오라이등심,음식,korean,korean,음식의 속성,특별한 메뉴가 있어요,51.0,222
12422,오라이등심,음식,korean,korean,시설 및 분위기,매장이 넓어요,35.0,222
12423,오라이등심,음식,korean,korean,가격 및 가치,가성비가 좋아요,31.0,222
12424,오라이등심,음식,korean,korean,음식의 속성,양이 많아요,25.0,222
12425,오라이등심,음식,korean,korean,음식의 속성,재료가 신선해요,23.0,222
12426,오라이등심,음식,korean,korean,음식의 속성,고기 질이 좋아요,17.0,222
12427,오라이등심,음식,korean,korean,시설 및 분위기,단체모임 하기 좋아요,13.0,222
12428,오라이등심,음식,korean,korean,시설 및 분위기,매장이 청결해요,12.0,222
12429,오라이등심,음식,korean,korean,시설 및 분위기,혼밥하기 좋아요,2.0,222
12430,오라이등심,음식,korean,korean,서비스,음식이 빨리 나와요,2.0,222
12431,오라이등심,음식,korean,korean,시설 및 분위기,특별한 날 가기 좋아요,2.0,222
12432,오라이등심,음식,korean,korean,시설 및 분위기,화장실이 깨끗해요,2.0,222
12433,오라이등심,음식,korean,korean,시설 및 분위기,차분한 분위기에요,1.0,222
12434,오라이등심,음식,korean,korean,시설 및 분위기,컨셉이 독특해요,1.0,222
12435,오라이등심,음식,korean,korean,시설 및 분위기,아늑해요,1.0,222
12436,오라이등심,음식,korean,korean,음식의 속성,잡내가 적어요,1.0,222
12437,오라이등심,음식,korean,korean,가격 및 가치,메뉴 구성이 알차요,1.0,222
12438,오라이등심,음식,korean,korean,시설 및 분위기,주차하기 편해요,1.0,222
12439,오라이등심,음식,korean,korean,서비스,직접 잘 구워줘요,1.0,222
12440,오라이등심,음식,korean,korean,시설 및 분위기,뷰가 좋아요,1.0,222
12441,동경,음식,japanese,japanese,음식의 속성,음식이 맛있어요,690.0,"1,051"
12442,동경,음식,japanese,japanese,서비스,친절해요,178.0,"1,051"
12443,동경,음식,japanese,japanese,시설 및 분위기,혼밥하기 좋아요,170.0,"1,051"
12444,동경,음식,japanese,japanese,음식의 속성,재료가 신선해요,159.0,"1,051"
12445,동경,음식,japanese,japanese,음식의 속성,양이 많아요,148.0,"1,051"
12446,동경,음식,japanese,japanese,시설 및 분위기,매장이 청결해요,116.0,"1,051"
12447,동경,음식,japanese,japanese,가격 및 가치,가성비가 좋아요,102.0,"1,051"
12448,동경,음식,japanese,japanese,음식의 속성,특별한 메뉴가 있어요,73.0,"1,051"
12449,동경,음식,japanese,japanese,시설 및 분위기,주차하기 편해요,59.0,"1,051"
12450,동경,음식,japanese,japanese,시설 및 분위기,매장이 넓어요,47.0,"1,051"
12451,동경,음식,japanese,japanese,시설 및 분위기,인테리어가 멋져요,30.0,"1,051"
12452,동경,음식,japanese,japanese,시설 및 분위기,특별한 날 가기 좋아요,24.0,"1,051"
12453,동경,음식,japanese,japanese,시설 및 분위기,화장실이 깨끗해요,19.0,"1,051"
12454,동경,음식,japanese,japanese,서비스,음식이 빨리 나와요,12.0,"1,051"
12455,동경,음식,japanese,japanese,시설 및 분위기,단체모임 하기 좋아요,11.0,"1,051"
12456,동경,음식,japanese,japanese,시설 및 분위기,뷰가 좋아요,10.0,"1,051"
12457,동경,음식,japanese,japanese,가격 및 가치,메뉴 구성이 알차요,7.0,"1,051"
12458,동경,음식,japanese,japanese,시설 및 분위기,아이와 가기 좋아요,3.0,"1,051"
12459,동경,음식,japanese,japanese,시설 및 분위기,대화하기 좋아요,3.0,"1,051"
12460,동경,음식,japanese,japanese,음식의 속성,잡내가 적어요,2.0,"1,051"
12461,동경,음식,japanese,japanese,시설 및 분위기,음악이 좋아요,2.0,"1,051"
12462,동경,음식,japanese,japanese,음식의 속성,반찬이 잘 나와요,2.0,"1,051"
12463,동경,음식,japanese,japanese,시설 및 분위기,차분한 분위기에요,1.0,"1,051"
12464,동경,음식,japanese,japanese,시설 및 분위기,아늑해요,1.0,"1,051"
12465,동경,음식,japanese,japanese,가격 및 가치,비싼 만큼 가치있어요,1.0,"1,051"
12466,동경,음식,japanese,japanese,음식의 속성,기본 안주가 좋아요,1.0,"1,051"
12467,동경,음식,japanese,japanese,음식의 속성,건강한 맛이에요,1.0,"1,051"
12468,황금정원,음식,korean,korean,음식의 속성,음식이 맛있어요,1163.0,"1,443"
12469,황금정원,음식,korean,korean,음식의 속성,재료가 신선해요,448.0,"1,443"
12470,황금정원,음식,korean,korean,시설 및 분위기,매장이 넓어요,409.0,"1,443"
12471,황금정원,음식,korean,korean,시설 및 분위기,주차하기 편해요,373.0,"1,443"
12472,황금정원,음식,korean,korean,음식의 속성,양이 많아요,274.0,"1,443"
12473,황금정원,음식,korean,korean,서비스,친절해요,252.0,"1,443"
12474,황금정원,음식,korean,korean,시설 및 분위기,단체모임 하기 좋아요,221.0,"1,443"
12475,황금정원,음식,korean,korean,시설 및 분위기,뷰가 좋아요,182.0,"1,443"
12476,황금정원,음식,korean,korean,가격 및 가치,가성비가 좋아요,166.0,"1,443"
12477,황금정원,음식,korean,korean,시설 및 분위기,매장이 청결해요,121.0,"1,443"
12478,황금정원,음식,korean,korean,음식의 속성,특별한 메뉴가 있어요,94.0,"1,443"
12479,황금정원,음식,korean,korean,시설 및 분위기,특별한 날 가기 좋아요,75.0,"1,443"
12480,황금정원,음식,korean,korean,시설 및 분위기,인테리어가 멋져요,64.0,"1,443"
12481,황금정원,음식,korean,korean,시설 및 분위기,화장실이 깨끗해요,52.0,"1,443"
12482,황금정원,음식,korean,korean,시설 및 분위기,혼밥하기 좋아요,18.0,"1,443"
12483,황금정원,음식,korean,korean,음식의 속성,반찬이 잘 나와요,16.0,"1,443"
12484,황금정원,음식,korean,korean,음식의 속성,건강한 맛이에요,12.0,"1,443"
12485,황금정원,음식,korean,korean,가격 및 가치,메뉴 구성이 알차요,5.0,"1,443"
12486,황금정원,음식,korean,korean,시설 및 분위기,야외 공간이 멋져요,5.0,"1,443"
12487,황금정원,음식,korean,korean,서비스,음식이 빨리 나와요,2.0,"1,443"
12488,황금정원,음식,korean,korean,음식의 속성,커피가 맛있어요,1.0,"1,443"
12489,황금정원,음식,korean,korean,가격 및 가치,비싼 만큼 가치있어요,1.0,"1,443"
12490,황금정원,음식,korean,korean,음식의 속성,향신료가 강하지 않아요,1.0,"1,443"
12491,늘푸른목장 잠실본점,음식,korean,korean,음식의 속성,음식이 맛있어요,567.0,625
12492,늘푸른목장 잠실본점,음식,korean,korean,음식의 속성,고기 질이 좋아요,161.0,625
12493,늘푸른목장 잠실본점,음식,korean,korean,서비스,친절해요,156.0,625
12494,늘푸른목장 잠실본점,음식,korean,korean,음식의 속성,재료가 신선해요,131.0,625
12495,늘푸른목장 잠실본점,음식,korean,korean,음식의 속성,특별한 메뉴가 있어요,113.0,625
12496,늘푸른목장 잠실본점,음식,korean,korean,시설 및 분위기,매장이 넓어요,99.0,625
12497,늘푸른목장 잠실본점,음식,korean,korean,시설 및 분위기,단체모임 하기 좋아요,56.0,625
12498,늘푸른목장 잠실본점,음식,korean,korean,가격 및 가치,가성비가 좋아요,55.0,625
12499,늘푸른목장 잠실본점,음식,korean,korean,시설 및 분위기,특별한 날 가기 좋아요,50.0,625
12500,늘푸른목장 잠실본점,음식,korean,korean,시설 및 분위기,주차하기 편해요,39.0,625
12501,늘푸른목장 잠실본점,음식,korean,korean,시설 및 분위기,매장이 청결해요,37.0,625
12502,늘푸른목장 잠실본점,음식,korean,korean,음식의 속성,양이 많아요,32.0,625
12503,늘푸른목장 잠실본점,음식,korean,korean,시설 및 분위기,화장실이 깨끗해요,11.0,625
12504,늘푸른목장 잠실본점,음식,korean,korean,시설 및 분위기,인테리어가 멋져요,8.0,625
12505,늘푸른목장 잠실본점,음식,korean,korean,시설 및 분위기,혼밥하기 좋아요,5.0,625
12506,늘푸른목장 잠실본점,음식,korean,korean,가격 및 가치,비싼 만큼 가치있어요,5.0,625
12507,늘푸른목장 잠실본점,음식,korean,korean,음식의 속성,잡내가 적어요,4.0,625
12508,늘푸른목장 잠실본점,음식,korean,korean,서비스,음식이 빨리 나와요,3.0,625
12509,늘푸른목장 잠실본점,음식,korean,korean,음식의 속성,건강한 맛이에요,3.0,625
12510,늘푸른목장 잠실본점,음식,korean,korean,시설 및 분위기,뷰가 좋아요,3.0,625
12511,늘푸른목장 잠실본점,음식,korean,korean,서비스,직접 잘 구워줘요,2.0,625
12512,늘푸른목장 잠실본점,음식,korean,korean,시설 및 분위기,아늑해요,1.0,625
12513,늘푸른목장 잠실본점,음식,korean,korean,시설 및 분위기,아이와 가기 좋아요,1.0,625
12514,늘푸른목장 잠실본점,음식,korean,korean,음식의 속성,반찬이 잘 나와요,1.0,625
12515,백제추어탕 본점,음식,korean,korean,음식의 속성,음식이 맛있어요,1961.0,"1,557"
12516,백제추어탕 본점,음식,korean,korean,음식의 속성,재료가 신선해요,468.0,"1,557"
12517,백제추어탕 본점,음식,korean,korean,서비스,친절해요,352.0,"1,557"
12518,백제추어탕 본점,음식,korean,korean,시설 및 분위기,매장이 청결해요,323.0,"1,557"
12519,백제추어탕 본점,음식,korean,korean,시설 및 분위기,매장이 넓어요,317.0,"1,557"
12520,백제추어탕 본점,음식,korean,korean,음식의 속성,양이 많아요,301.0,"1,557"
12521,백제추어탕 본점,음식,korean,korean,시설 및 분위기,주차하기 편해요,243.0,"1,557"
12522,백제추어탕 본점,음식,korean,korean,가격 및 가치,가성비가 좋아요,234.0,"1,557"
12523,백제추어탕 본점,음식,korean,korean,음식의 속성,특별한 메뉴가 있어요,188.0,"1,557"
12524,백제추어탕 본점,음식,korean,korean,시설 및 분위기,단체모임 하기 좋아요,149.0,"1,557"
12525,백제추어탕 본점,음식,korean,korean,시설 및 분위기,혼밥하기 좋아요,116.0,"1,557"
12526,백제추어탕 본점,음식,korean,korean,시설 및 분위기,화장실이 깨끗해요,80.0,"1,557"
12527,백제추어탕 본점,음식,korean,korean,시설 및 분위기,인테리어가 멋져요,65.0,"1,557"
12528,백제추어탕 본점,음식,korean,korean,시설 및 분위기,특별한 날 가기 좋아요,53.0,"1,557"
12529,백제추어탕 본점,음식,korean,korean,음식의 속성,건강한 맛이에요,18.0,"1,557"
12530,백제추어탕 본점,음식,korean,korean,시설 및 분위기,뷰가 좋아요,15.0,"1,557"
12531,백제추어탕 본점,음식,korean,korean,음식의 속성,반찬이 잘 나와요,8.0,"1,557"
12532,백제추어탕 본점,음식,korean,korean,서비스,음식이 빨리 나와요,5.0,"1,557"
12533,백제추어탕 본점,음식,korean,korean,음식의 속성,잡내가 적어요,2.0,"1,557"
12534,백제추어탕 본점,음식,korean,korean,서비스,포장이 깔끔해요,2.0,"1,557"
