Attraction,tag_word_N,korean,chinese,japanese,west,etc,cafe,max,type
에도긴,"['식사', '강남', '코스', '요리', '맛집', '가족', '식당', '강남구', '역삼동', '음식', '추천', '생선회', '초밥']",1,0,2,0,0,0,2,japanese
초록뜰,"['여행', '사발', '묵밥', '전골', '초록', '연잎밥', '맛집', '두루치기', '곡', '두부', '육개장', '버섯', '서울', '뜰', '묵', '음식']",6,0,0,0,0,0,6,korean
또순이,"['동작구', '맛집', '음식', '노량진', '생선회']",1,0,1,0,0,0,1,korean
달 카페,"['음식', '맛집']",0,0,0,0,0,0,0,None
다리원,"['해물', '삼선짜장', '맛집', '음식', '누룽지', '탕']",2,1,0,0,0,0,2,korean
동해복집,"['노원구', '복', '맑은', '복어', '보양식', '맛집', '이색', '수육', '맛', '서울', '추천', '노원', '음식', '탕']",5,0,0,0,0,0,5,korean
톰볼라,"['스파게티', '갑', '분위기', '라자냐', '마르', '랍', '맛집', '비', '스타', '게리', '서초구', '국적', '음식', '피자', '가성', '스테이크', '제', '볼']",0,0,0,4,0,0,4,west
엄마손칼국수,"['엄마', '고개', '칼국수', '맛집', '당고개역', '손', '음식']",1,0,0,0,0,0,1,korean
고바우소곱창,"['곱창', '대창', '막창', '특', '맛집', '양', '간', '천엽', '노원', '음식']",4,1,0,0,0,0,4,korean
장꼬방김치찌개전문,"['장꼬방', '찌개', '묵은지', '김치찌개', '음식', '서초']",3,0,0,0,0,0,3,korean
청송본관함흥냉면,"['수도권', '맛집', '청송면', '옥', '서울', '음식', '한식']",1,0,0,0,0,0,1,korean
참숯골,"['꽃', '선호', '창살', '생', '돌솥비빔밥', '맛집', '외국인', '안', '양념', '갈비', '등심', '한식', '음식', '차돌박이']",5,0,0,0,0,0,5,korean
골목집,"['전문점', '주물', '오리고기', '백숙', '맛집', '보양식', '영등포', '럭', '요리', '오리', '음식']",2,1,0,0,0,0,2,korean
카페 모뜨,"['남녀', '휴식', '여행', '종로구', '공간', '곳', '레스토랑', '맛집', '연인', '노소', '카페', '음식']",0,0,0,0,1,1,1,etc
셀프하우스,"['음식', '맛집']",0,0,0,0,0,0,0,None
삼성 빨간양념 숯불구이,"['동그랑땡', '맛집', '중구', '서울', '추천', '음식']",1,0,0,0,0,0,1,korean
모닥불,"['남녀', '수도권', '동대문구', '맛집', '모닥불', '노소', '샤브샤브', '요리', '음식']",1,0,0,0,0,0,1,korean
진남포면옥,"['쟁반', '찜닭', '맛집', '개성', '비빔국수', '중구', '보쌈', '서울', '막국수', '음식']",4,0,0,0,0,0,4,korean
성북동집,"['칼국수', '맛집', '집', '맛', '한식', '서울', '만둣국', '음식', '성북동']",3,0,0,0,0,0,3,korean
삿뽀로 목동점,"['신정동', '맛집', '횟집', '음식', '양천구', '점', '목동', '삿뽀로']",1,0,2,0,0,0,2,japanese
갓잇(god eat),"['타코', '브리또', '맛집', '멕시코', '강남구', '요리', '음식']",0,0,0,3,0,0,3,west
내자상회,"['찍기', '감성', '실내', '곳', '맛집', '사진촬영', '음식점', '데이트', '연인', '친구', '디저트', '명소', '사진', '음식']",0,0,0,0,0,2,2,cafe
우리강산,"['구이', '꽃', '송파구', '한우', '음식', '갈비탕', '코스', '맛집', '사골', '요리', '등심', '돼지갈비']",6,0,0,0,0,0,6,korean
방이샤브샤브칼국수 방이본점,"['샤브', '방이동', '방이', '방이역', '칼국수', '맛집', '본점', '샤브샤브', '서울', '음식']",3,0,0,0,0,0,3,korean
자원대구탕,"['장탕', '대구', '맛집', '음식', '탕']",1,0,0,0,0,0,1,korean
정감어린,"['꽃', '정성', '가득', '맛집', '돼지', '갈비', '음식', '빗살']",1,0,0,0,0,0,1,korean
전주회관,"['국밥', '비빔밥', '정성', '전골', '선호', '외국인', '가득', '맛집', '양념', '콩나물', '갈비', '맛', '불낙', '음식', '곱돌']",6,0,0,0,0,0,6,korean
우정낙지,"['조개', '데침', '초무', '맛집', '노원', '산낙지', '낙지', '침', '서울', '추천', '볶음', '음식', '탕']",5,0,0,0,0,0,5,korean
낙원(메이필드호텔),"['정식', '무', '꽃', '식사', '한우', '연중', '낙원', '맛집', '가족', '양념', '갈비', '해산물', '등심', '서울', '추천', '특선', '음식']",4,0,1,0,0,0,4,korean
미우미우참숯구이,"['송파구', '규꽃살', '갈비탕', '창살', '생', '규안', '규', '맛집', '규생', '쌈밥', '갈비', '음식', '부채살', '왕']",4,0,0,0,0,0,4,korean
용금옥,"['더덕', '구이', '모듬전', '북어', '미꾸라지', '추어탕', '수도권', '추탕', '맛집', '용금옥', '음식']",6,0,0,0,0,0,6,korean
용문집,"['살', '식사', '한우', '소개', '꽃', '선호', '창살', '우안', '맛집', '가족', '갈비', '등심', '언론', '외국인', '추천', '분위기', '음식']",4,0,0,0,0,0,4,korean
[백년가게]부산복집,"['복수', '복', '매운탕', '백년', '가게', '맛집', '중구', '복찜', '서울시', '육', '음식']",3,0,0,0,0,0,3,korean
그릭조이,"['아테네', '라카', '전망', '마포구', '크레타', '레스토랑', '맛집', '그리스', '추천', '서울', '미코노스', '분위기', '음식']",0,0,0,2,1,0,2,west
바바인디아 강남역점,"['인도', '강남', '난', '맛집', '인도요리', '서초구', '데이트', '커리', '탄두리', '치킨', '음식']",0,0,0,0,5,0,5,etc
서울리즘,"['롯데', '곳', '여행지', '탑', '루프', '카페', '서울', '추천', '타워', '음식']",0,0,0,0,0,1,1,cafe
홍능갈비집본점,"['동대문구', '맛집', '홍능', '갈비', '청량리', '집', '본점', '음식']",1,0,0,0,0,0,1,korean
곰국시집,"['시', '곰국', '전골', '맛집', '중구', '서울', '국수', '수육', '음식']",4,0,0,0,0,0,4,korean
까델루뽀,"['양식', '이탈리아요리', '코스', '맛집', '가족', '연인', '이탈리아음식', '옥', '요리', '분위기', '음식']",0,0,0,3,0,0,3,west
이강순실비집,"['조개', '맛집', '낙지', '파전', '음식', '볶음', '철판', '탕']",5,0,0,0,0,0,5,korean
영등포복집,"['식사', '복수', '복', '매운탕', '복어', '영등포구', '맛집', '가족', '추천', '샤브샤브', '맛', '요리', '서울시', '지리', '분위기', '육', '불고기', '음식']",5,0,0,0,0,0,5,korean
상인정신,"['쫀득', '갈릭', '친구', '노소', '요리', '회', '우럭', '남녀', '가리비', '정성', '종로구', '맛집', '가득', '소스', '음식', '구이', '해물', '전문점', '갓', '통']",3,0,1,0,0,0,3,korean
늘푸른식당,"['남녀', '모듬전', '마포구', '여행', '아현', '맛집', '시장', '막걸리', '노소', '서울', '음식', '전']",4,0,0,0,0,0,4,korean
홍원,"['남녀', '중식', '마포구', '짜장면', '탕수육', '맛집', '친구', '노소', '요리', '음식']",0,3,0,0,0,0,3,chinese
더 킹스,"['음식', '맛집']",0,0,0,0,0,0,0,None
해안반점,"['남녀', '중식', '짜장면', '강동구', '코스', '맛집', '노소', '요리', '중국집', '음식']",0,3,0,0,0,0,3,chinese
로리스 더 프라임 립,"['컷', '프라임', '강남', '위생', '캘리포니아', '맛집', '음식점', '립', '등급', '우수', '식품의약품안전처', '로리', '매우', '음식', '서초']",0,0,0,1,0,0,1,west
백제삼계탕,"['삼계탕', '명동', '음식', '맛집']",1,0,0,0,0,0,1,korean
라 쿠치나,"['양식', '코스', '용산구', '맛집', '남산', '이탈리아음식', '요리', '서울', '추천', '분위기', '음식']",0,0,0,2,0,0,2,west
삼수갑산,"['구이', '갑', '한우', '육회', '빗살', '생', '맛집', '가족', '듬', '성비', '등심', '음식', '차돌박이']",5,0,0,0,0,0,5,korean
스시겐,"['남녀', '꽃', '갑', '분위기', '모', '코스', '맛집', '비', '식당', '노소', '요리', '일식', '가성', '음식', '초밥']",0,0,2,0,0,0,2,japanese
하모,"['비빔밥', '가오리', '정성', '헛제사밥', '육전', '가득', '한정식', '맛집', '진주', '맛', '찜', '음식']",5,0,0,0,0,0,5,korean
장군갈비,"['광진구', '한우', '생꽃', '육회', '갈비탕', '창살', '생', '육류', '맛집', '고기', '갈비살', '안', '갈비', '양념', '요리', '등심', '서울시', '음식']",7,0,0,0,0,0,7,korean
평래옥,"['평양', '맛집', '중구', '냉면', '서울시', '초', '음식', '탕']",3,0,0,0,0,0,3,korean
장군보쌈,"['족발', '종로구', '맛집', '굴', '낙지', '보쌈', '서울시', '감자탕', '볶음', '음식', '왕']",6,0,0,0,0,0,6,korean
궁나라냉면묵밥,"['왕만', '비빔냉면', '묵밥', '맛집', '물냉면', '음식점', '궁', '음식', '냉면', '서울', '한식']",5,0,0,0,0,0,5,korean
모녀마약김밥,"['수도권', '김밥', '종로', '맛집', '모녀', '마약', '광장시장', '음식']",2,0,0,0,0,0,2,korean
갤러리카페 3안,"['갤러리', '종로구', '에스프레소', '및', '맛집', '류', '커피', '음료', '디저트', '티', '카페', '음식', '카페라떼']",0,0,0,0,0,7,7,cafe
장수촌 풍천장어,"['식사', '장어', '장어구이', '가을', '바지락', '칼국수', '보양식', '가족', '맛집', '맛', '추천', '풍천', '음식', '탕']",5,0,0,0,0,0,5,korean
터치더스카이,"['디', '런치', '터치', '한우', '스카이', '심', '메뉴', '샐러드', '한정식', '맛집', '시저', '데이트', '더', '등심', '서울', '스테이크', '음식']",3,0,0,2,0,0,3,korean
성북동 구포국수,"['국수', '음식', '성북동', '맛집']",1,0,0,0,0,0,1,korean
잇텐고,"['마사', '키츠네', '토마토', '마포구', '키', '차슈', '맛집', '쯔', '식당', '일식', '모노', '라멘', '음식', '바질']",0,0,4,2,0,0,4,japanese
감나무집기사식당,"['불', '감나무', '식당', '돼지', '집밥', '음식', '백반', '연남동']",2,0,0,0,0,0,2,korean
안동국시소람,"['국밥', '모', '맛집', '국시', '보쌈', '수육', '음식']",4,0,0,0,0,0,4,korean
명문막국수,"['남녀', '메밀막국수', '여름철', '명태', '식혜', '칼국수', '맛집', '들깨', '성북구', '노소', '전병', '막국수', '메밀', '비빔', '음식', '수제비']",9,1,0,0,0,1,9,korean
슈치쿠,"['정식', '스시', '요리', '서울시', '생선', '생선회', '냄비', '슈치쿠', '맛집', '한우', '레스토랑', '마카', '일식', '음식', '세', '스키야키', '계절', '코스', '영등포구']",2,0,5,0,1,0,5,japanese
청수횟집,"['음식', '맛집']",0,0,0,0,0,0,0,None
강서면옥,"['만두국', '꽃', '등심', '석쇠', '회', '불고기', '왕', '평양', '이북', '생', '맛집', '만두전골', '한우', '비빔냉면', '물냉면', '갈비', '음식', '함흥', '냉면']",12,0,1,0,0,0,12,korean
진남회집,"['동작구', '맛집', '회', '친구', '소주', '요리', '한잔', '음식', '초밥']",2,0,2,0,0,0,2,korean
커피친구,"['남녀', '휴식', '여행', '종로구', '핸드', '공간', '곳', '맛집', '노소', '드립커피', '드립', '음식']",0,0,0,0,0,1,1,cafe
키다리아저씨,"['쿠키', '빵', '맛집', '커피', '마카롱', '버터', '케이크', '스콘', '코코넛', '음식']",0,0,0,1,1,6,6,cafe
이화감자국,"['음식', '맛집']",0,0,0,0,0,0,0,None
상락원,"['한정식', '분위기', '음식', '맛집']",1,0,0,0,0,0,1,korean
더플레이스다이닝,"['연중', '트', '해산물', '서울', '분위기', '리조또', '맛집', '더', '파스타', '피자', '스테이크', '에피타이저', '한우', '샐러드', '플레이', '레이스', '디저트', '음식', '무', '다이닝', '맛']",2,0,1,5,1,1,5,west
비노인빌라,"['알리오', '페투치', '맛집', '서초구', '파스타', '봉골레', '스테이크', '음식']",0,0,0,5,0,0,5,west
강남목장,"['살', '생', '맛집', '갈비살', '양념', '갈비', '등심', '음식', '차돌박이']",5,0,0,0,0,0,5,korean
학림다방,"['음식', '맛집']",0,0,0,0,0,0,0,None
마지,"['얼', '정식', '밥', '메뉴', '보유', '채식', '맛집', '비주', '서초구', '서울시', '분위기', '음식']",0,0,0,0,0,0,0,None
BK볏짚 우대갈비 장안동본점,"['장안동', '구이', '볏짚', '동대문', '맛집', '우대', '비', '직화', '갈비', '본점', '케이', '음식']",2,0,0,0,0,0,2,korean
풍류사랑,"['음식', '맛집']",0,0,0,0,0,0,0,None
부빙,"['카페', '팥빙수', '음식', '맛집']",0,0,0,0,0,2,2,cafe
장프리고,"['위스키', '동대문', '과일', '핫', '바', '소매', '카페', '서울', '칵테일', '음식']",0,0,0,3,0,1,3,west
메이징에이,"['메이', '서울', '화', '징', '맛집', '등급', '중구', '우수', '식품의약품안전처', '기스면', '새우', '크림', '어향가', '위생', '오렌지', '면보샤', '매우', '바베큐', '음식', '덕', '듬', '음식점']",0,3,1,2,0,0,3,chinese
해품장팔팔장어,"['노원구', '공릉동', '장어', '하계동', '팔팔', '맛집', '해품', '공릉', '음식']",1,0,0,0,0,0,1,korean
은주정,"['저녁', '맛집', '김치찌개', '쫄면', '비빔', '음식']",2,0,0,0,0,0,2,korean
외양간,"['남녀', '한우', '마포구', '육회', '창살', '생', '맛집', '갈비살', '안', '친구', '노소', '소주', '안심', '육우', '한잔', '음식']",4,0,0,1,0,0,4,korean
레이지파머스,"['양식', '여행', '코스', '식물학', '이색', '식당', '터', '데이트', '친구', '비건', '음식', '레이지', '구독', '파머스']",0,0,0,1,0,0,1,west
아이해브어드림,"['베리', '코', '쉬', '신선로', '맛집', '딸기', '파스타', '피자', '떡볶이', '림프', '화공', '레스토랑', '낙지', '음식', '로', '가래떡', '육전', '운', '연인']",5,0,0,2,1,1,5,korean
모모야마,"['정식', '스시', '무', '밥', '야마', '연중', '맛집', '머리', '음식', '서울', '도미', '도시락']",0,0,1,0,0,0,1,japanese
코리아하우스,"['하우스', '치맛살', '창살', '생', '맛집', '보리', '안', '꼬냑', '갈비', '스페셜', '굴비', '양념', '음식', '등심', '코리아', '꽃살', '서울', '한식']",7,0,0,1,0,0,7,korean
한쿡 N서울타워,"['음식', '맛집']",0,0,0,0,0,0,0,None
더 우리곱창,"['곱창', '막창', '종로구', '맛집', '음식']",2,0,0,0,0,0,2,korean
헤이더그린,"['정원', '반려견', '강서구', '숲', '힐링', '카페', '음식']",0,0,0,0,0,1,1,cafe
칠형제우리감자탕,"['공릉동', '뼈', '맛집', '추천', '해장국', '서울', '감자탕', '음식']",2,0,0,0,0,0,2,korean
오라이등심,"['동그랑땡', '종로구', '갯장어', '맛집', '서울', '추천', '음식']",2,0,0,0,0,0,2,korean
동경,"['돈가스', '세종', '회관', '문화', '맛집', '우동', '동경', '광화문', '음식']",1,0,3,1,0,0,3,japanese
황금정원,"['쌈밥', '맛집', '우이동', '도봉구', '황금정', '방학동', '음식']",1,0,0,0,0,0,1,korean
늘푸른목장 잠실본점,"['송파', '푸른', '소고기', '늘', '경주', '잠실', '갈비살', '맛집', '본점', '역', '목장', '음식']",2,0,0,0,0,0,2,korean
백제추어탕 본점,"['추어탕', '강동구', '맛집', '둔촌동', '본점', '음식']",1,0,0,0,0,0,1,korean
몽중헌 청담점,"['압구정', '로데오거리', '딤섬', '청담동', '맛집', '식당', '역', '서울', '청담', '점', '음식', '몽']",0,1,0,0,0,0,1,chinese
충남식당,"['동작구', '매운탕', '맛집', '서울시', '음식']",1,0,0,0,0,0,1,korean
도읍지,"['수도권', '맛집', '도읍', '서울', '음식', '한식']",1,0,0,0,0,0,1,korean
만남의광장,"['관악산', '관악구', '만남', '광장', '관광지']",0,0,0,0,0,0,0,None
서울원조아구찜,"['종로', '맛집', '해물찜', '아구찜', '서울', '심야식당', '음식']",2,0,0,0,0,0,2,korean
프로퍼커피바2호점,"['퍼', '방이동', '송파구', '빠', '베이커리', '커피', '대림', '바', '카페', '추천', '음식', '프로']",0,0,0,1,0,3,3,cafe
우정,"['우정', '수도권', '해물뚝배기', '닭발', '어묵', '맛집', '서울', '떡볶이', '음식']",4,0,1,0,0,0,4,korean
제주국수,"['영양', '족발', '닭', '제주', '곰탕', '미니', '멸치', '맛집', '비빔국수', '서울시', '국수', '고기국수', '성동구', '음식']",6,0,0,0,0,0,6,korean
사동면옥,"['남녀', '왕만', '맛집', '만두', '노소', '냉면', '손', '만둣국', '음식', '고기만']",3,0,0,0,0,0,3,korean
두에꼬제,"['샐러드', '맛집', '피자', '파스타', '리조또', '음식']",0,0,0,4,0,0,4,west
진원조 닭한마리,"['영양', '닭', '죽', '전문점', '마리', '맛집', '보양식', '요리', '한식', '음식']",3,0,0,0,0,0,3,korean
호남집,"['구이', '꽁치', '청국장', '삼치', '맛집', '고등어', '음식']",4,0,0,0,0,0,4,korean
대풍간장게장생선구이,"['구이', '새우', '고등어', '맛집', '삼치', '간장게장', '음식', '간장']",3,0,0,0,0,0,3,korean
태조대림감자국,"['남녀', '구이', '뼈', '맛집', '가족', '양념', '은평구', '친구', '노소', '소주', '한식', '감자탕', '한잔', '음식']",4,0,0,0,0,0,4,korean
산띠,"['서울', '음식', '맛집']",0,0,0,0,0,0,0,None
옛찻집,"['음식', '맛집']",0,0,0,0,0,0,0,None
[백년가게]청해진,"['소개', '전골', '백년', '해물전', '산낙지', '가게', '맛집', '언론', '서울', '음식']",3,0,0,0,0,0,3,korean
마장갈비,"['내장', '생', '맛집', '갈비', '돼지갈비', '음식', '삼겹살', '왕']",3,0,0,0,0,0,3,korean
엘 샌드위치,"['샌드위치', '종로구', '음식', '맛집']",0,0,0,0,0,1,1,cafe
허형만의 압구정커피집,"['음식', '맛집']",0,0,0,0,0,0,0,None
비스테까,"['코스', '샐러드', '맛집', '요리', '파스타', '음식']",0,0,0,2,0,0,2,west
함흥에겨울냉면,"['음식', '맛집']",0,0,0,0,0,0,0,None
친니,"['무', '중식', '수도권', '연중', '친', '맛집', '서울', '음식']",0,1,0,0,0,0,1,chinese
장미삼계탕,"['노원구', '중', '추어탕', '각', '서울특별시', '장미', '튀김', '통', '닭볶음탕', '맛집', '추어', '음식', '옻', '삼계탕', '노원', '오리']",5,1,1,0,0,0,5,korean
오다리집,"['삼겹살', '맛집', '양념', '돼지', '숯불', '갈비', '간장게장', '음식']",3,0,0,0,0,0,3,korean
서석대,"['꽃', '부위', '한우', '육회', '주물', '창살', '우안', '맛집', '서초구', '특수', '럭', '등심', '서울시', '음식']",3,0,0,0,0,0,3,korean
산들애건강밥상,"['구이', '애', '북한', '기행', '산들', '산', '맛집', '건강', '밥상', '코다리', '음식']",2,0,0,0,0,0,2,korean
하이디라오 서초지점,"['강남', '하이디', '맛집', '훠궈', '음식', '서초', '탕']",1,2,0,0,0,0,2,chinese
명동부대찌개 명동황기족발,"['족발', '서울특별시', '맛집', '중구', '음식', '부대찌개']",2,0,0,0,0,0,2,korean
남포면옥,"['남녀', '평양', '갈비탕', '비빔냉면', '쟁반', '어복', '맛집', '물냉면', '만두', '노소', '냉면', '음식']",6,1,0,0,0,0,6,korean
진미평양냉면,"['평양', '권', '강남', '미쉐린', '맛집', '셰프', '요미', '만두', '미슐랭', '냉면', '회', '음식', '제육']",5,0,1,0,0,0,5,korean
아리랑,"['맛집', '갈비살', '양념', '갈비', '음식']",2,0,0,0,0,0,2,korean
금돼지식당,"['금', '신당동', '맛집', '돼지', '식당', '음식', '서울', '심야식당', '삼겹살']",1,0,0,0,0,0,1,korean
광야 서울,"['체험', '쇼핑', '문화']",0,0,0,0,0,0,0,None
전주식당,"['구이', '갈치', '수도권', '전주', '청국장', '선호', '외국인', '된장찌개', '맛집', '식당', '조림', '서울', '순두부', '음식', '한식', '계란찜']",8,0,0,0,0,0,8,korean
전주유할머니비빔밥,"['할머니', '비빔밥', '수도권', '맛집', '주유', '서울', '음식', '한식']",2,0,0,0,0,0,2,korean
카페 폭포,"['여름', '감성', '피', '서지', '뷰', '나들이', '인공', '터', '추천', '홍제천', '홍은동', '카페', '서울', '휴가', '사진', '폭포', '음식']",0,0,0,0,0,1,1,cafe
국시집,"['남녀', '전문점', '맛집', '성북구', '국시', '노소', '문어', '한식', '분위기', '한식당', '음식', '전']",4,0,0,0,0,0,4,korean
갈비명가이상 돈암본관,"['돈암', '맛집', '길음역', '갈비', '이상', '서울', '본관', '음식', '이상돈']",1,0,0,0,0,0,1,korean
개화,"['짜장면', '탕수육', '음식', '맛집']",0,2,0,0,0,0,2,chinese
삼호복집 신촌,"['뚝배기', '복고', '복', '맑은', '매운탕', '맛집', '맛', '음식']",3,0,0,0,0,0,3,korean
해랑,"['남녀', '석화', '새우', '튀김', '요리', '맛집', '해물탕', '낙지', '노소', '소주', '해산물', '한잔', '음식']",5,1,2,0,0,0,5,korean
종가집,"['종가', '수도권', '전골', '곱창전골', '종로', '맛집', '집', '음식', '불낙', '추천', '서울']",3,0,0,0,0,0,3,korean
주은감자탕,"['송파', '요미', '해장국', '녀석', '감자탕', '회', '삼전동', '음식']",3,0,1,0,0,0,3,korean
신안촌,"['위생', '종로', '등급', '꾸리', '음식점', '맛집', '낙지', '우수', '식품의약품안전처', '매우', '음식']",1,0,0,0,0,0,1,korean
라브리,"['광화문역', '레스토랑', '맛집', '프랑스', '외국', '서울', '음식']",0,0,0,1,1,0,1,west
오우가,"['음식', '맛집', '대나무', '쌈밥']",1,0,0,0,0,0,1,korean
이닝,"['각종', '북경오리', '새우', '어향가', '짜장면', '탕수육', '중화요리', '난자완스', '맛집', '샥스핀', '찜', '음식']",1,7,0,0,1,0,7,chinese
박가네빈대떡,"['남녀', '빈대떡', '해물파전', '전문점', '맛집', '노소', '요리', '한식', '광장시장', '음식']",4,0,0,0,0,0,4,korean
원대구탕,"['장탕', '대구', '맛집', '음식', '탕']",1,0,0,0,0,0,1,korean
전통다원,"['차', '휴식', '여행', '공간', '곳', '원', '맛집', '힐링', '연인', '전통', '음식']",0,0,0,0,0,1,1,cafe
은호식당,"['토막', '도가니탕', '소머리국밥', '맛집', '설렁탕', '꼬리곰탕', '꼬리', '음식', '찜', '수육', '도가니']",7,0,0,0,0,0,7,korean
남문토방,"['추어탕', '중구', '음식', '맛집']",1,0,0,0,0,0,1,korean
옛날중국집,"['짜장면', '탕수육', '맛집', '짬뽕', '볶음밥', '음식']",0,4,0,0,0,0,4,chinese
완차이,"['각종', '짜장면', '탕수육', '중화요리', '홍합', '맛집', '짬뽕', '분위기', '음식']",0,4,0,0,0,0,4,chinese
너비집,"['음식', '맛집']",0,0,0,0,0,0,0,None
남원집,"['곱창', '식사', '순대', '맛집', '가족', '추천', '볶음', '음식']",3,0,0,0,0,0,3,korean
메종 드 라 카테고리,"['빙수', '압구정', '카테고리', '청담동', '옥수수', '맛집', '메종드', '테라스', '브런치', '식당', '디저트', '음식', '초당']",0,0,0,1,0,2,2,cafe
꼼떼 바베큐 둔촌본점,"['바비큐', '둔촌', '강동구', '맛집', '꼼떼', '본점', '둔촌동', '메이드', '서울', '홈', '바베큐', '스테이크', '음식']",0,0,0,3,0,0,3,west
마산옥,"['연포탕', '맛집', '아귀찜', '꽃게', '조림', '아귀', '수육', '음식', '탕']",5,0,0,0,0,0,5,korean
오향족발,"['족발', '수도권', '국', '맛집', '서울', '음식', '오향']",2,1,0,0,0,0,2,korean
봉피양 방이점,"['평양', '벽', '미쉐린', '양방', '회식', '맛집', '요미', '이점', '갈비', '본점', '가이드', '냉면', '회', '음식', '봉피']",4,0,1,0,0,0,4,korean
우스마니아,"['무', '드라이', '마샬', '케밥', '수도권', '연중', '우스', '맛집', '탄두리', '치킨', '비프', '음식', '서울', '칠리', '마니아']",0,0,0,2,4,0,4,etc
타볼로24,"['동대문', '종로', '호텔', '메리어트', '뷔페', '음식', '볼']",0,0,0,0,2,0,2,etc
뜰과다원,"['음식', '맛집']",0,0,0,0,0,0,0,None
안동할매청국장,"['정식', '청국장', '배기', '회덮밥', '맛집', '한식당', '요리', '한식', '순두부', '불뚝', '음식']",5,0,1,0,0,0,5,korean
고향풍천장어,"['구이', '장어', '여수', '수도권', '고향', '맛집', '바다장어', '서울', '민물장어', '풍천', '음식', '한식', '탕']",7,0,0,0,0,0,7,korean
린스시,"['전문점', '코스', '맛집', '참치', '요리', '음식', '초밥']",0,0,1,0,0,0,1,japanese
스시조,"['밥', '장어', '위생', '사시미', '등급', '음식점', '중구', '우수', '식품의약품안전처', '서울', '매우', '음식', '초밥']",1,0,2,0,0,0,2,japanese
역전회관,"['서울', '음식', '한식', '맛집']",1,0,0,0,0,0,1,korean
마포소문난원조족발,"['족발', '갑', '무', '수도권', '연중', '맛집', '고기', '국가', '성비', '머리', '서울', '편육', '음식', '마포']",2,0,0,0,0,0,2,korean
워킹온더클라우드,"['코스', '영등포구', '레스토랑', '맛집', '요리', '분위기', '음식']",0,0,0,0,1,0,1,etc
니와,"['남녀', '수도권', '타코야끼', '맛집', '니', '친구', '노소', '일식', '서울', '오코노미야끼', '음식']",0,0,3,0,0,0,3,japanese
제비다방,"['카페', '음식', '맛집']",0,0,0,0,0,1,1,cafe
사랑채,"['갑', '비빔밥', '종로구', '선호', '된장', '외국인', '한정식', '맛집', '성비', '파전', '불낙', '서울시', '음식', '한식']",6,0,0,0,0,0,6,korean
루이,"['밥', '해물', '중국요리', '잡채', '소고기', '고추', '맛집', '중구', '서울', '짬뽕', '분위기', '자장면', '음식', '탕']",2,4,0,0,0,0,4,chinese
동해도 광화문,"['스시', '회전초밥', '식당', '중구', '광화문', '뷔페', '음식', '동해']",0,0,2,0,1,0,2,japanese
희락갈치,"['음식', '맛집']",0,0,0,0,0,0,0,None
현대칼국수,"['육수', '칼국수', '멸치', '맛집', '시청역', '중구', '서울', '추천', '음식']",1,0,0,0,0,0,1,korean
장안동 먹깨비 간장게장 해물아구찜,"['장안동', '해물', '전문점', '맛집', '간장게장', '요리', '깨비', '음식']",1,0,0,0,0,0,1,korean
미림산장,"['미림', '계곡', '백숙', '맛집', '우이동', '산장', '서울', '음식']",1,0,0,0,0,0,1,korean
청담나인,"['재즈', '전망', '강남', '이탈리안', '레스토랑', '바', '루프', '카페', '탑', '음식']",0,0,0,2,1,1,2,west
신강양꼬치,"['음식', '꼬치', '맛집']",0,1,1,0,0,0,1,chinese
화니 신세계 강남점,"['비빔밥', '전주', '위생', '맛집', '음식점', '등급', '우수', '식품의약품안전처', '매우', '음식', '서초']",2,0,0,0,0,0,2,korean
돈까스잔치 동빙고점,"['돈가스', '서빙고', '맛집', '잔치', '동빙고', '돈잔', '국수', '돈까스', '점', '음식', '왕', '이촌']",3,0,2,2,0,0,3,korean
신촌 닭한마리 유닭스토리,"['닭', '칼국수', '마리', '맛집', '신촌', '요리', '음식']",1,0,0,0,0,0,1,korean
꼴라주,"['위생', '맛집', '음식점', '등급', '우수', '식품의약품안전처', '매우', '스테이크', '음식', '서초']",0,0,0,1,0,0,1,west
카나디안 랍스터,"['서울', '랍스터', '음식', '맛집']",0,0,0,1,0,0,1,west
청해진,"['장소', '수산시장', '매운탕', '회식', '회덮밥', '맛집', '회정', '음식', '노량진', '분위기', '생선회']",4,0,2,0,0,0,4,korean
한모네 순대국,"['음식', '맛집']",0,0,0,0,0,0,0,None
마쯔야,"['위생', '일본', '맛집', '음식점', '등급', '중구', '우동', '우수', '식품의약품안전처', '서울', '매우', '음식', '초밥']",0,0,3,0,0,0,3,japanese
춘천집닭갈비막국수,"['쟁반', '원조', '닭갈비', '치즈', '맛집', '낙지', '국수', '음식']",3,0,0,1,0,0,3,korean
또순이원조순대,"['곱창', '관악구', '서울특별시', '순대', '맛집', '서울', '추천', '볶음', '음식']",3,0,0,0,0,0,3,korean
타지펠리스,"['음식', '맛집']",0,0,0,0,0,0,0,None
우리집떡볶이,"['음식', '맛집']",0,0,0,0,0,0,0,None
비하인드(B-hind),"['아포', '마포구', '와인', '카토', '맛집', '카푸치노', '알', '카페', '샌드위치', '그린', '음식', '카페라떼']",0,0,0,1,0,4,4,cafe
미니네,"['음식', '맛집']",0,0,0,0,0,0,0,None
파툼(FATUM),"['음식', '맛집']",0,0,0,0,0,0,0,None
노천파전,"['한치', '노천', '알탕', '맛집', '굴', '파전', '회', '음식']",5,0,1,0,0,0,5,korean
비타포,"['음식', '맛집']",0,0,0,0,0,0,0,None
