,tourist_spot,good_point,selected_people
1494,아모레 성수,"""아기자기해요""","이 키워드를 선택한 인원
4"
1495,아모레 성수,"""인테리어가 멋져요""","이 키워드를 선택한 인원
4"
1496,아모레 성수,"""사진이 잘 나와요""","이 키워드를 선택한 인원
4"
1497,아모레 성수,"""예쁜 소품이 많아요""","이 키워드를 선택한 인원
4"
1498,아모레 성수,"""신상품이 많아요""","이 키워드를 선택한 인원
4"
1499,아모레 성수,"""추천을 잘해줘요""","이 키워드를 선택한 인원
4"
1500,아모레 성수,"""주문제작을 잘해줘요""","이 키워드를 선택한 인원
3"
1501,아모레 성수,"""A/S가 세심해요""","이 키워드를 선택한 인원
1"
1502,아모레 성수,"""독특한 디자인이 많아요""","이 키워드를 선택한 인원
1"
1503,아모레 성수,"""포장이 정성스러워요""","이 키워드를 선택한 인원
1"
1504,아모레 성수,"""주차하기 편해요""","이 키워드를 선택한 인원
1"
1505,개봉중앙시장,"""종류가 다양해요""","이 키워드를 선택한 인원
8"
1506,개봉중앙시장,"""가성비가 좋아요""","이 키워드를 선택한 인원
6"
1507,개봉중앙시장,"""친절해요""","이 키워드를 선택한 인원
5"
1508,개봉중앙시장,"""볼거리가 많아요""","이 키워드를 선택한 인원
3"
1509,개봉중앙시장,"""품질이 좋아요""","이 키워드를 선택한 인원
3"
1510,개봉중앙시장,"""시설이 깔끔해요""","이 키워드를 선택한 인원
2"
1511,개봉중앙시장,"""특색 있는 제품이 많아요""","이 키워드를 선택한 인원
2"
1512,개봉중앙시장,"""주차하기 편해요""","이 키워드를 선택한 인원
1"
1513,부민옥,"""음식이 맛있어요""","이 키워드를 선택한 인원
811"
1514,부민옥,"""양이 많아요""","이 키워드를 선택한 인원
263"
1515,부민옥,"""특별한 메뉴가 있어요""","이 키워드를 선택한 인원
211"
1516,부민옥,"""친절해요""","이 키워드를 선택한 인원
154"
1517,부민옥,"""가성비가 좋아요""","이 키워드를 선택한 인원
153"
1518,부민옥,"""매장이 넓어요""","이 키워드를 선택한 인원
140"
1519,부민옥,"""고기 질이 좋아요""","이 키워드를 선택한 인원
94"
1520,부민옥,"""단체모임 하기 좋아요""","이 키워드를 선택한 인원
94"
1521,부민옥,"""혼밥하기 좋아요""","이 키워드를 선택한 인원
87"
1522,부민옥,"""재료가 신선해요""","이 키워드를 선택한 인원
87"
1523,부민옥,"""매장이 청결해요""","이 키워드를 선택한 인원
39"
1524,부민옥,"""특별한 날 가기 좋아요""","이 키워드를 선택한 인원
20"
1525,부민옥,"""주차하기 편해요""","이 키워드를 선택한 인원
12"
1526,부민옥,"""인테리어가 멋져요""","이 키워드를 선택한 인원
10"
1527,부민옥,"""화장실이 깨끗해요""","이 키워드를 선택한 인원
9"
1528,부민옥,"""음식이 빨리 나와요""","이 키워드를 선택한 인원
6"
1529,부민옥,"""잡내가 적어요""","이 키워드를 선택한 인원
6"
1530,부민옥,"""뷰가 좋아요""","이 키워드를 선택한 인원
4"
1531,부민옥,"""건강한 맛이에요""","이 키워드를 선택한 인원
3"
1532,부민옥,"""메뉴 구성이 알차요""","이 키워드를 선택한 인원
1"
1533,부민옥,"""비싼 만큼 가치있어요""","이 키워드를 선택한 인원
1"
1534,부민옥,"""직접 잘 구워줘요""","이 키워드를 선택한 인원
1"
1535,부민옥,"""오래 머무르기 좋아요""","이 키워드를 선택한 인원
1"
1536,공릉동도깨비시장,"""친절해요""","이 키워드를 선택한 인원
26"
1537,공릉동도깨비시장,"""가성비가 좋아요""","이 키워드를 선택한 인원
14"
1538,공릉동도깨비시장,"""종류가 다양해요""","이 키워드를 선택한 인원
12"
1539,공릉동도깨비시장,"""품질이 좋아요""","이 키워드를 선택한 인원
7"
1540,공릉동도깨비시장,"""시설이 깔끔해요""","이 키워드를 선택한 인원
5"
1541,공릉동도깨비시장,"""특색 있는 제품이 많아요""","이 키워드를 선택한 인원
5"
1542,공릉동도깨비시장,"""볼거리가 많아요""","이 키워드를 선택한 인원
4"
1543,공릉동도깨비시장,"""분위기가 편안해요""","이 키워드를 선택한 인원
4"
1544,공릉동도깨비시장,"""먹거리가 풍부해요""","이 키워드를 선택한 인원
2"
1545,공릉동도깨비시장,"""컨셉이 독특해요""","이 키워드를 선택한 인원
1"
1546,공릉동도깨비시장,"""야시장이 잘 되어있어요""","이 키워드를 선택한 인원
1"
1547,공릉동도깨비시장,"""주차하기 편해요""","이 키워드를 선택한 인원
1"
1548,공릉동도깨비시장,"""비싼 만큼 가치있어요""","이 키워드를 선택한 인원
1"
1549,공릉동도깨비시장,"""매장이 넓어요""","이 키워드를 선택한 인원
1"
1550,김가네가마솥설렁탕,"""음식이 맛있어요""","이 키워드를 선택한 인원
904"
1551,김가네가마솥설렁탕,"""주차하기 편해요""","이 키워드를 선택한 인원
249"
1552,김가네가마솥설렁탕,"""매장이 넓어요""","이 키워드를 선택한 인원
225"
1553,김가네가마솥설렁탕,"""친절해요""","이 키워드를 선택한 인원
217"
1554,김가네가마솥설렁탕,"""양이 많아요""","이 키워드를 선택한 인원
211"
1555,김가네가마솥설렁탕,"""단체모임 하기 좋아요""","이 키워드를 선택한 인원
153"
1556,김가네가마솥설렁탕,"""가성비가 좋아요""","이 키워드를 선택한 인원
109"
1557,김가네가마솥설렁탕,"""재료가 신선해요""","이 키워드를 선택한 인원
98"
1558,김가네가마솥설렁탕,"""고기 질이 좋아요""","이 키워드를 선택한 인원
81"
1559,김가네가마솥설렁탕,"""특별한 메뉴가 있어요""","이 키워드를 선택한 인원
69"
1560,김가네가마솥설렁탕,"""매장이 청결해요""","이 키워드를 선택한 인원
62"
1561,김가네가마솥설렁탕,"""혼밥하기 좋아요""","이 키워드를 선택한 인원
47"
1562,김가네가마솥설렁탕,"""특별한 날 가기 좋아요""","이 키워드를 선택한 인원
26"
1563,김가네가마솥설렁탕,"""화장실이 깨끗해요""","이 키워드를 선택한 인원
17"
1564,김가네가마솥설렁탕,"""인테리어가 멋져요""","이 키워드를 선택한 인원
12"
1565,김가네가마솥설렁탕,"""직접 잘 구워줘요""","이 키워드를 선택한 인원
6"
1566,김가네가마솥설렁탕,"""건강한 맛이에요""","이 키워드를 선택한 인원
4"
1567,김가네가마솥설렁탕,"""뷰가 좋아요""","이 키워드를 선택한 인원
4"
1568,김가네가마솥설렁탕,"""잡내가 적어요""","이 키워드를 선택한 인원
3"
1569,김가네가마솥설렁탕,"""음식이 빨리 나와요""","이 키워드를 선택한 인원
2"
1570,김가네가마솥설렁탕,"""차분한 분위기에요""","이 키워드를 선택한 인원
1"
1571,김가네가마솥설렁탕,"""아늑해요""","이 키워드를 선택한 인원
1"
1572,더리버사이드 호텔,"""친절해요""","이 키워드를 선택한 인원
60"
1573,더리버사이드 호텔,"""주차하기 편해요""","이 키워드를 선택한 인원
29"
1574,더리버사이드 호텔,"""깨끗해요""","이 키워드를 선택한 인원
28"
1575,더리버사이드 호텔,"""대중교통이 편해요""","이 키워드를 선택한 인원
27"
1576,더리버사이드 호텔,"""조용히 쉬기 좋아요""","이 키워드를 선택한 인원
20"
1577,더리버사이드 호텔,"""침구가 좋아요""","이 키워드를 선택한 인원
19"
1578,더리버사이드 호텔,"""조식이 맛있어요""","이 키워드를 선택한 인원
13"
1579,더리버사이드 호텔,"""냉난방이 잘돼요""","이 키워드를 선택한 인원
11"
1580,더리버사이드 호텔,"""인테리어가 멋져요""","이 키워드를 선택한 인원
10"
1581,더리버사이드 호텔,"""호캉스하기 좋아요""","이 키워드를 선택한 인원
7"
1582,더리버사이드 호텔,"""즐길 거리가 많아요""","이 키워드를 선택한 인원
5"
1583,더리버사이드 호텔,"""방음이 잘돼요""","이 키워드를 선택한 인원
5"
1584,더리버사이드 호텔,"""뷰가 좋아요""","이 키워드를 선택한 인원
4"
1585,더리버사이드 호텔,"""사진이 잘 나와요""","이 키워드를 선택한 인원
3"
1586,더리버사이드 호텔,"""수영장이 잘 되어있어요""","이 키워드를 선택한 인원
3"
1587,더리버사이드 호텔,"""비싼 만큼 가치있어요""","이 키워드를 선택한 인원
2"
1588,더리버사이드 호텔,"""화장실이 잘 되어있어요""","이 키워드를 선택한 인원
2"
1589,더리버사이드 호텔,"""파티하기 좋아요""","이 키워드를 선택한 인원
1"
1590,더리버사이드 호텔,"""룸서비스가 잘 되어있어요""","이 키워드를 선택한 인원
1"
1591,서리풀공원,"""산책로가 잘 되어있어요""","이 키워드를 선택한 인원
12"
1592,서리풀공원,"""뷰가 좋아요""","이 키워드를 선택한 인원
8"
1593,서리풀공원,"""관리가 잘 되어있어요""","이 키워드를 선택한 인원
5"
1594,서리풀공원,"""붐비지 않아요""","이 키워드를 선택한 인원
5"
1595,서리풀공원,"""볼거리가 많아요""","이 키워드를 선택한 인원
2"
1596,서리풀공원,"""반려동물과 가기 좋아요""","이 키워드를 선택한 인원
2"
1597,서리풀공원,"""사진이 잘 나와요""","이 키워드를 선택한 인원
2"
1598,서리풀공원,"""자연 경관이 좋아요""","이 키워드를 선택한 인원
2"
1599,서리풀공원,"""편의시설이 잘 되어있어요""","이 키워드를 선택한 인원
1"
1600,서리풀공원,"""조용히 쉬기 좋아요""","이 키워드를 선택한 인원
1"
1601,서리풀공원,"""아이와 가기 좋아요""","이 키워드를 선택한 인원
1"
1602,서리풀공원,"""근처에 갈 곳이 많아요""","이 키워드를 선택한 인원
1"
1603,서리풀공원,"""대중교통이 편해요""","이 키워드를 선택한 인원
1"
1604,동작노을카페,"""커피가 맛있어요""","이 키워드를 선택한 인원
32"
1605,동작노을카페,"""뷰가 좋아요""","이 키워드를 선택한 인원
31"
1606,동작노을카페,"""디저트가 맛있어요""","이 키워드를 선택한 인원
24"
1607,동작노을카페,"""음료가 맛있어요""","이 키워드를 선택한 인원
23"
1608,동작노을카페,"""사진이 잘 나와요""","이 키워드를 선택한 인원
16"
1609,동작노을카페,"""인테리어가 멋져요""","이 키워드를 선택한 인원
13"
1610,동작노을카페,"""친절해요""","이 키워드를 선택한 인원
12"
1611,동작노을카페,"""특별한 메뉴가 있어요""","이 키워드를 선택한 인원
9"
1612,동작노을카페,"""매장이 청결해요""","이 키워드를 선택한 인원
7"
1613,동작노을카페,"""대화하기 좋아요""","이 키워드를 선택한 인원
6"
1614,동작노을카페,"""가성비가 좋아요""","이 키워드를 선택한 인원
5"
1615,동작노을카페,"""아늑해요""","이 키워드를 선택한 인원
2"
1616,동작노을카페,"""매장이 넓어요""","이 키워드를 선택한 인원
2"
1617,동작노을카페,"""좌석이 편해요""","이 키워드를 선택한 인원
1"
1618,동작노을카페,"""메뉴 구성이 알차요""","이 키워드를 선택한 인원
1"
1619,동작노을카페,"""음악이 좋아요""","이 키워드를 선택한 인원
1"
1620,동작노을카페,"""야외 공간이 멋져요""","이 키워드를 선택한 인원
1"
1621,동작노을카페,"""주차하기 편해요""","이 키워드를 선택한 인원
1"
1622,동작노을카페,"""특별한 날 가기 좋아요""","이 키워드를 선택한 인원
1"
1623,동작노을카페,"""집중하기 좋아요""","이 키워드를 선택한 인원
1"
1624,영등포전통시장,"""친절해요""","이 키워드를 선택한 인원
25"
1625,영등포전통시장,"""볼거리가 많아요""","이 키워드를 선택한 인원
19"
1626,영등포전통시장,"""주차하기 편해요""","이 키워드를 선택한 인원
17"
1627,영등포전통시장,"""시설이 깔끔해요""","이 키워드를 선택한 인원
14"
1628,영등포전통시장,"""종류가 다양해요""","이 키워드를 선택한 인원
14"
1629,영등포전통시장,"""가성비가 좋아요""","이 키워드를 선택한 인원
10"
1630,영등포전통시장,"""매장이 넓어요""","이 키워드를 선택한 인원
10"
1631,영등포전통시장,"""품질이 좋아요""","이 키워드를 선택한 인원
8"
1632,영등포전통시장,"""비싼 만큼 가치있어요""","이 키워드를 선택한 인원
5"
1633,영등포전통시장,"""컨셉이 독특해요""","이 키워드를 선택한 인원
4"
1634,영등포전통시장,"""편의시설이 잘 되어있어요""","이 키워드를 선택한 인원
4"
1635,영등포전통시장,"""특색 있는 제품이 많아요""","이 키워드를 선택한 인원
4"
1636,영등포전통시장,"""먹거리가 풍부해요""","이 키워드를 선택한 인원
3"
1637,영등포전통시장,"""분위기가 편안해요""","이 키워드를 선택한 인원
3"
1638,영등포전통시장,"""트렌디해요""","이 키워드를 선택한 인원
3"
1639,영등포전통시장,"""방문객이 많아요""","이 키워드를 선택한 인원
2"
1640,영등포전통시장,"""규모가 커요""","이 키워드를 선택한 인원
1"
1641,영등포전통시장,"""붐비지 않아요""","이 키워드를 선택한 인원
1"
1642,비언유주얼,"""특별한 날 가기 좋아요""","이 키워드를 선택한 인원
310"
1643,비언유주얼,"""인테리어가 멋져요""","이 키워드를 선택한 인원
257"
1644,비언유주얼,"""음식이 맛있어요""","이 키워드를 선택한 인원
230"
1645,비언유주얼,"""친절해요""","이 키워드를 선택한 인원
187"
1646,비언유주얼,"""특별한 메뉴가 있어요""","이 키워드를 선택한 인원
154"
1647,비언유주얼,"""매장이 청결해요""","이 키워드를 선택한 인원
120"
1648,비언유주얼,"""재료가 신선해요""","이 키워드를 선택한 인원
62"
1649,비언유주얼,"""화장실이 깨끗해요""","이 키워드를 선택한 인원
61"
1650,비언유주얼,"""컨셉이 독특해요""","이 키워드를 선택한 인원
53"
1651,비언유주얼,"""뷰가 좋아요""","이 키워드를 선택한 인원
41"
1652,비언유주얼,"""코스요리가 알차요""","이 키워드를 선택한 인원
35"
1653,비언유주얼,"""주차하기 편해요""","이 키워드를 선택한 인원
34"
1654,비언유주얼,"""비싼 만큼 가치있어요""","이 키워드를 선택한 인원
29"
1655,비언유주얼,"""사진이 잘 나와요""","이 키워드를 선택한 인원
24"
1656,비언유주얼,"""단체모임 하기 좋아요""","이 키워드를 선택한 인원
17"
1657,비언유주얼,"""매장이 넓어요""","이 키워드를 선택한 인원
16"
1658,비언유주얼,"""가성비가 좋아요""","이 키워드를 선택한 인원
13"
1659,비언유주얼,"""룸이 잘 되어있어요""","이 키워드를 선택한 인원
11"
1660,비언유주얼,"""양이 많아요""","이 키워드를 선택한 인원
9"
1661,비언유주얼,"""고기 질이 좋아요""","이 키워드를 선택한 인원
8"
1662,비언유주얼,"""차분한 분위기에요""","이 키워드를 선택한 인원
3"
1663,비언유주얼,"""디저트가 맛있어요""","이 키워드를 선택한 인원
2"
1664,비언유주얼,"""대화하기 좋아요""","이 키워드를 선택한 인원
2"
1665,비언유주얼,"""아늑해요""","이 키워드를 선택한 인원
1"
1666,비언유주얼,"""혼밥하기 좋아요""","이 키워드를 선택한 인원
1"
1667,비언유주얼,"""메뉴 구성이 알차요""","이 키워드를 선택한 인원
1"
1668,비언유주얼,"""음악이 좋아요""","이 키워드를 선택한 인원
1"
1669,대신시장,"""친절해요""","이 키워드를 선택한 인원
36"
1670,대신시장,"""볼거리가 많아요""","이 키워드를 선택한 인원
12"
1671,대신시장,"""컨셉이 독특해요""","이 키워드를 선택한 인원
7"
1672,대신시장,"""야시장이 잘 되어있어요""","이 키워드를 선택한 인원
7"
1673,대신시장,"""트렌디해요""","이 키워드를 선택한 인원
7"
1674,대신시장,"""시설이 깔끔해요""","이 키워드를 선택한 인원
5"
1675,대신시장,"""먹거리가 풍부해요""","이 키워드를 선택한 인원
3"
1676,대신시장,"""편의시설이 잘 되어있어요""","이 키워드를 선택한 인원
2"
1677,대신시장,"""주차하기 편해요""","이 키워드를 선택한 인원
2"
1678,대신시장,"""특색 있는 제품이 많아요""","이 키워드를 선택한 인원
1"
1679,"조선 팰리스 서울 강남, 럭셔리 컬렉션 호텔","""친절해요""","이 키워드를 선택한 인원
208"
1680,"조선 팰리스 서울 강남, 럭셔리 컬렉션 호텔","""인테리어가 멋져요""","이 키워드를 선택한 인원
167"
1681,"조선 팰리스 서울 강남, 럭셔리 컬렉션 호텔","""호캉스하기 좋아요""","이 키워드를 선택한 인원
164"
1682,"조선 팰리스 서울 강남, 럭셔리 컬렉션 호텔","""깨끗해요""","이 키워드를 선택한 인원
154"
1683,"조선 팰리스 서울 강남, 럭셔리 컬렉션 호텔","""침구가 좋아요""","이 키워드를 선택한 인원
135"
1684,"조선 팰리스 서울 강남, 럭셔리 컬렉션 호텔","""뷰가 좋아요""","이 키워드를 선택한 인원
111"
1685,"조선 팰리스 서울 강남, 럭셔리 컬렉션 호텔","""주차하기 편해요""","이 키워드를 선택한 인원
75"
1686,"조선 팰리스 서울 강남, 럭셔리 컬렉션 호텔","""수영장이 잘 되어있어요""","이 키워드를 선택한 인원
71"
1687,"조선 팰리스 서울 강남, 럭셔리 컬렉션 호텔","""조용히 쉬기 좋아요""","이 키워드를 선택한 인원
62"
1688,"조선 팰리스 서울 강남, 럭셔리 컬렉션 호텔","""사진이 잘 나와요""","이 키워드를 선택한 인원
59"
1689,"조선 팰리스 서울 강남, 럭셔리 컬렉션 호텔","""조식이 맛있어요""","이 키워드를 선택한 인원
49"
1690,"조선 팰리스 서울 강남, 럭셔리 컬렉션 호텔","""즐길 거리가 많아요""","이 키워드를 선택한 인원
35"
1691,"조선 팰리스 서울 강남, 럭셔리 컬렉션 호텔","""방음이 잘돼요""","이 키워드를 선택한 인원
34"
1692,"조선 팰리스 서울 강남, 럭셔리 컬렉션 호텔","""냉난방이 잘돼요""","이 키워드를 선택한 인원
29"
1693,"조선 팰리스 서울 강남, 럭셔리 컬렉션 호텔","""대중교통이 편해요""","이 키워드를 선택한 인원
19"
1694,"조선 팰리스 서울 강남, 럭셔리 컬렉션 호텔","""비싼 만큼 가치있어요""","이 키워드를 선택한 인원
5"
1695,"조선 팰리스 서울 강남, 럭셔리 컬렉션 호텔","""보안시설이 잘 되어있어요""","이 키워드를 선택한 인원
1"
1696,레스케이프 호텔 (L’Escape Hotel),"""인테리어가 멋져요""","이 키워드를 선택한 인원
328"
1697,레스케이프 호텔 (L’Escape Hotel),"""친절해요""","이 키워드를 선택한 인원
246"
1698,레스케이프 호텔 (L’Escape Hotel),"""호캉스하기 좋아요""","이 키워드를 선택한 인원
211"
1699,레스케이프 호텔 (L’Escape Hotel),"""침구가 좋아요""","이 키워드를 선택한 인원
179"
1700,레스케이프 호텔 (L’Escape Hotel),"""사진이 잘 나와요""","이 키워드를 선택한 인원
160"
1701,레스케이프 호텔 (L’Escape Hotel),"""깨끗해요""","이 키워드를 선택한 인원
145"
1702,레스케이프 호텔 (L’Escape Hotel),"""조용히 쉬기 좋아요""","이 키워드를 선택한 인원
77"
1703,레스케이프 호텔 (L’Escape Hotel),"""주차하기 편해요""","이 키워드를 선택한 인원
65"
1704,레스케이프 호텔 (L’Escape Hotel),"""대중교통이 편해요""","이 키워드를 선택한 인원
58"
1705,레스케이프 호텔 (L’Escape Hotel),"""방음이 잘돼요""","이 키워드를 선택한 인원
55"
1706,레스케이프 호텔 (L’Escape Hotel),"""즐길 거리가 많아요""","이 키워드를 선택한 인원
53"
1707,레스케이프 호텔 (L’Escape Hotel),"""뷰가 좋아요""","이 키워드를 선택한 인원
46"
1708,레스케이프 호텔 (L’Escape Hotel),"""냉난방이 잘돼요""","이 키워드를 선택한 인원
43"
1709,레스케이프 호텔 (L’Escape Hotel),"""조식이 맛있어요""","이 키워드를 선택한 인원
29"
1710,레스케이프 호텔 (L’Escape Hotel),"""컨셉이 독특해요""","이 키워드를 선택한 인원
23"
1711,레스케이프 호텔 (L’Escape Hotel),"""화장실이 잘 되어있어요""","이 키워드를 선택한 인원
3"
1712,레스케이프 호텔 (L’Escape Hotel),"""근처에 갈 곳이 많아요""","이 키워드를 선택한 인원
2"
1713,레스케이프 호텔 (L’Escape Hotel),"""파티하기 좋아요""","이 키워드를 선택한 인원
2"
1714,레스케이프 호텔 (L’Escape Hotel),"""가성비가 좋아요""","이 키워드를 선택한 인원
2"
1715,레스케이프 호텔 (L’Escape Hotel),"""벌레 걱정 없어요""","이 키워드를 선택한 인원
1"
1716,레스케이프 호텔 (L’Escape Hotel),"""반려동물과 가기 좋아요""","이 키워드를 선택한 인원
1"
1717,레스케이프 호텔 (L’Escape Hotel),"""수영장이 잘 되어있어요""","이 키워드를 선택한 인원
1"
1718,레스케이프 호텔 (L’Escape Hotel),"""보안시설이 잘 되어있어요""","이 키워드를 선택한 인원
1"
1719,청송옥,"""음식이 맛있어요""","이 키워드를 선택한 인원
280"
1720,청송옥,"""양이 많아요""","이 키워드를 선택한 인원
68"
1721,청송옥,"""친절해요""","이 키워드를 선택한 인원
60"
1722,청송옥,"""매장이 넓어요""","이 키워드를 선택한 인원
56"
1723,청송옥,"""가성비가 좋아요""","이 키워드를 선택한 인원
53"
1724,청송옥,"""혼밥하기 좋아요""","이 키워드를 선택한 인원
41"
1725,청송옥,"""재료가 신선해요""","이 키워드를 선택한 인원
35"
1726,청송옥,"""특별한 메뉴가 있어요""","이 키워드를 선택한 인원
32"
1727,청송옥,"""단체모임 하기 좋아요""","이 키워드를 선택한 인원
30"
1728,청송옥,"""인테리어가 멋져요""","이 키워드를 선택한 인원
8"
1729,청송옥,"""매장이 청결해요""","이 키워드를 선택한 인원
8"
1730,청송옥,"""음식이 빨리 나와요""","이 키워드를 선택한 인원
3"
1731,청송옥,"""주차하기 편해요""","이 키워드를 선택한 인원
3"
1732,청송옥,"""특별한 날 가기 좋아요""","이 키워드를 선택한 인원
3"
1733,청송옥,"""건강한 맛이에요""","이 키워드를 선택한 인원
3"
1734,청송옥,"""뷰가 좋아요""","이 키워드를 선택한 인원
3"
1735,청송옥,"""차분한 분위기에요""","이 키워드를 선택한 인원
1"
1736,청송옥,"""현지 맛에 가까워요""","이 키워드를 선택한 인원
1"
1737,청송옥,"""고기 질이 좋아요""","이 키워드를 선택한 인원
1"
1738,청송옥,"""반찬이 잘 나와요""","이 키워드를 선택한 인원
1"
1739,청송옥,"""화장실이 깨끗해요""","이 키워드를 선택한 인원
1"
1740,신문박물관,"""유익해요""","이 키워드를 선택한 인원
20"
1741,신문박물관,"""전시 구성이 알차요""","이 키워드를 선택한 인원
13"
1742,신문박물관,"""설명이 잘 되어있어요""","이 키워드를 선택한 인원
9"
1743,신문박물관,"""체험 프로그램이 다양해요""","이 키워드를 선택한 인원
7"
1744,신문박물관,"""전시 테마가 재밌어요""","이 키워드를 선택한 인원
3"
1745,신문박물관,"""아이와 가기 좋아요""","이 키워드를 선택한 인원
3"
1746,신문박물관,"""주차하기 편해요""","이 키워드를 선택한 인원
1"
1747,신문박물관,"""사진이 잘 나와요""","이 키워드를 선택한 인원
1"
1748,신세계백화점 (본점),"""친절해요""","이 키워드를 선택한 인원
768"
1749,신세계백화점 (본점),"""종류가 다양해요""","이 키워드를 선택한 인원
580"
1750,신세계백화점 (본점),"""품질이 좋아요""","이 키워드를 선택한 인원
492"
1751,신세계백화점 (본점),"""주차하기 편해요""","이 키워드를 선택한 인원
224"
1752,신세계백화점 (본점),"""시설이 깔끔해요""","이 키워드를 선택한 인원
220"
1753,신세계백화점 (본점),"""가성비가 좋아요""","이 키워드를 선택한 인원
219"
1754,신세계백화점 (본점),"""매장이 넓어요""","이 키워드를 선택한 인원
204"
1755,신세계백화점 (본점),"""비싼 만큼 가치있어요""","이 키워드를 선택한 인원
180"
1756,신세계백화점 (본점),"""특색 있는 제품이 많아요""","이 키워드를 선택한 인원
180"
1757,신세계백화점 (본점),"""분위기가 편안해요""","이 키워드를 선택한 인원
135"
1758,신세계백화점 (본점),"""트렌디해요""","이 키워드를 선택한 인원
26"
1759,신세계백화점 (본점),"""고급스러워요""","이 키워드를 선택한 인원
23"
1760,신세계백화점 (본점),"""신상품이 많아요""","이 키워드를 선택한 인원
11"
1761,신세계백화점 (본점),"""선물하기 좋아요""","이 키워드를 선택한 인원
9"
1762,신세계백화점 (본점),"""추천을 잘해줘요""","이 키워드를 선택한 인원
9"
1763,신세계백화점 (본점),"""포장이 정성스러워요""","이 키워드를 선택한 인원
5"
1764,신세계백화점 (본점),"""A/S가 세심해요""","이 키워드를 선택한 인원
2"
1765,신세계백화점 (본점),"""컨셉이 독특해요""","이 키워드를 선택한 인원
2"
1766,신세계백화점 (본점),"""아기자기해요""","이 키워드를 선택한 인원
2"
1767,신세계백화점 (본점),"""설명이 자세해요""","이 키워드를 선택한 인원
2"
1768,신세계백화점 (본점),"""인테리어가 멋져요""","이 키워드를 선택한 인원
2"
1769,신세계백화점 (본점),"""사진이 잘 나와요""","이 키워드를 선택한 인원
2"
1770,신세계백화점 (본점),"""예쁜 소품이 많아요""","이 키워드를 선택한 인원
2"
1771,다비치안경 (명동점),"""친절해요""","이 키워드를 선택한 인원
676"
1772,다비치안경 (명동점),"""설명이 자세해요""","이 키워드를 선택한 인원
493"
1773,다비치안경 (명동점),"""상품이 다양해요""","이 키워드를 선택한 인원
433"
1774,다비치안경 (명동점),"""가격이 합리적이에요""","이 키워드를 선택한 인원
432"
1775,다비치안경 (명동점),"""추천을 잘해줘요""","이 키워드를 선택한 인원
351"
1776,다비치안경 (명동점),"""검안이 꼼꼼해요""","이 키워드를 선택한 인원
288"
1777,다비치안경 (명동점),"""A/S가 세심해요""","이 키워드를 선택한 인원
97"
1778,다비치안경 (명동점),"""비싼 만큼 가치있어요""","이 키워드를 선택한 인원
68"
1779,다비치안경 (명동점),"""트렌디해요""","이 키워드를 선택한 인원
62"
1780,다비치안경 (명동점),"""주차하기 편해요""","이 키워드를 선택한 인원
17"
1781,코코넛박스,"""인테리어가 멋져요""","이 키워드를 선택한 인원
3610"
1782,코코넛박스,"""사진이 잘 나와요""","이 키워드를 선택한 인원
2267"
1783,코코넛박스,"""디저트가 맛있어요""","이 키워드를 선택한 인원
2265"
1784,코코넛박스,"""커피가 맛있어요""","이 키워드를 선택한 인원
1642"
1785,코코넛박스,"""음료가 맛있어요""","이 키워드를 선택한 인원
1515"
1786,코코넛박스,"""대화하기 좋아요""","이 키워드를 선택한 인원
1056"
1787,코코넛박스,"""친절해요""","이 키워드를 선택한 인원
1032"
1788,코코넛박스,"""매장이 넓어요""","이 키워드를 선택한 인원
923"
1789,코코넛박스,"""특별한 메뉴가 있어요""","이 키워드를 선택한 인원
771"
1790,코코넛박스,"""매장이 청결해요""","이 키워드를 선택한 인원
565"
1791,코코넛박스,"""좌석이 편해요""","이 키워드를 선택한 인원
347"
1792,코코넛박스,"""컨셉이 독특해요""","이 키워드를 선택한 인원
322"
1793,코코넛박스,"""뷰가 좋아요""","이 키워드를 선택한 인원
274"
1794,코코넛박스,"""아늑해요""","이 키워드를 선택한 인원
247"
1795,코코넛박스,"""룸이 잘 되어있어요""","이 키워드를 선택한 인원
201"
1796,코코넛박스,"""아이와 가기 좋아요""","이 키워드를 선택한 인원
153"
1797,코코넛박스,"""가성비가 좋아요""","이 키워드를 선택한 인원
127"
1798,코코넛박스,"""비싼 만큼 가치있어요""","이 키워드를 선택한 인원
121"
1799,코코넛박스,"""집중하기 좋아요""","이 키워드를 선택한 인원
120"
1800,코코넛박스,"""화장실이 깨끗해요""","이 키워드를 선택한 인원
94"
1801,코코넛박스,"""오래 머무르기 좋아요""","이 키워드를 선택한 인원
74"
1802,코코넛박스,"""빵이 맛있어요""","이 키워드를 선택한 인원
44"
1803,코코넛박스,"""음악이 좋아요""","이 키워드를 선택한 인원
36"
1804,코코넛박스,"""단체모임 하기 좋아요""","이 키워드를 선택한 인원
33"
1805,코코넛박스,"""음식이 맛있어요""","이 키워드를 선택한 인원
31"
1806,코코넛박스,"""차분한 분위기에요""","이 키워드를 선택한 인원
27"
1807,코코넛박스,"""특별한 날 가기 좋아요""","이 키워드를 선택한 인원
26"
1808,코코넛박스,"""종류가 다양해요""","이 키워드를 선택한 인원
24"
1809,코코넛박스,"""메뉴 구성이 알차요""","이 키워드를 선택한 인원
20"
1810,코코넛박스,"""주차하기 편해요""","이 키워드를 선택한 인원
18"
1811,코코넛박스,"""건강한 맛이에요""","이 키워드를 선택한 인원
14"
