,tourist_spot,spot_arrtribute,good_point,selected_people
2698,꼴라주,양식,"""음악이 좋아요""","이 키워드를 선택한 인원
2"
2719,꼴라주,양식,"""사진이 잘 나와요""","이 키워드를 선택한 인원
2"
2720,꼴라주,양식,"""오래 머무르기 좋아요""","이 키워드를 선택한 인원
2"
2721,꼴라주,양식,"""차분한 분위기에요""","이 키워드를 선택한 인원
1"
2722,꼴라주,양식,"""컨셉이 독특해요""","이 키워드를 선택한 인원
1"
2723,꼴라주,양식,"""음료가 맛있어요""","이 키워드를 선택한 인원
1"
2749,꼴라주,양식,"""매장이 넓어요""","이 키워드를 선택한 인원
1"
2750,카나디안 랍스터,바닷가재요리,"""음식이 맛있어요""","이 키워드를 선택한 인원
21"
2751,카나디안 랍스터,바닷가재요리,"""특별한 날 가기 좋아요""","이 키워드를 선택한 인원
11"
2752,카나디안 랍스터,바닷가재요리,"""친절해요""","이 키워드를 선택한 인원
9"
2753,카나디안 랍스터,바닷가재요리,"""주차하기 편해요""","이 키워드를 선택한 인원
9"
2754,카나디안 랍스터,바닷가재요리,"""특별한 메뉴가 있어요""","이 키워드를 선택한 인원
8"
2755,카나디안 랍스터,바닷가재요리,"""화장실이 깨끗해요""","이 키워드를 선택한 인원
6"
2756,카나디안 랍스터,바닷가재요리,"""매장이 넓어요""","이 키워드를 선택한 인원
5"
2757,카나디안 랍스터,바닷가재요리,"""단체모임 하기 좋아요""","이 키워드를 선택한 인원
5"
2758,카나디안 랍스터,바닷가재요리,"""재료가 신선해요""","이 키워드를 선택한 인원
3"
2759,카나디안 랍스터,바닷가재요리,"""인테리어가 멋져요""","이 키워드를 선택한 인원
3"
2770,카나디안 랍스터,바닷가재요리,"""매장이 청결해요""","이 키워드를 선택한 인원
3"
2771,카나디안 랍스터,바닷가재요리,"""차분한 분위기에요""","이 키워드를 선택한 인원
2"
2772,카나디안 랍스터,바닷가재요리,"""가성비가 좋아요""","이 키워드를 선택한 인원
2"
2773,카나디안 랍스터,바닷가재요리,"""혼밥하기 좋아요""","이 키워드를 선택한 인원
1"
2774,카나디안 랍스터,바닷가재요리,"""음식이 빨리 나와요""","이 키워드를 선택한 인원
1"
2790,카나디안 랍스터,바닷가재요리,"""향신료가 강하지 않아요""","이 키워드를 선택한 인원
1"
2791,카나디안 랍스터,바닷가재요리,"""뷰가 좋아요""","이 키워드를 선택한 인원
1"
2792,청해진,생선회,"""친절해요""","이 키워드를 선택한 인원
559"
2793,청해진,생선회,"""음식이 맛있어요""","이 키워드를 선택한 인원
401"
2794,청해진,생선회,"""단체모임 하기 좋아요""","이 키워드를 선택한 인원
345"
2795,청해진,생선회,"""매장이 청결해요""","이 키워드를 선택한 인원
335"
2796,청해진,생선회,"""뷰가 좋아요""","이 키워드를 선택한 인원
293"
2797,청해진,생선회,"""매장이 넓어요""","이 키워드를 선택한 인원
222"
2798,청해진,생선회,"""재료가 신선해요""","이 키워드를 선택한 인원
162"
2799,청해진,생선회,"""가성비가 좋아요""","이 키워드를 선택한 인원
144"
2800,청해진,생선회,"""인테리어가 멋져요""","이 키워드를 선택한 인원
130"
2801,청해진,생선회,"""특별한 날 가기 좋아요""","이 키워드를 선택한 인원
91"
2812,청해진,생선회,"""주차하기 편해요""","이 키워드를 선택한 인원
64"
2813,청해진,생선회,"""특별한 메뉴가 있어요""","이 키워드를 선택한 인원
48"
2814,청해진,생선회,"""화장실이 깨끗해요""","이 키워드를 선택한 인원
40"
2815,청해진,생선회,"""양이 많아요""","이 키워드를 선택한 인원
38"
2816,청해진,생선회,"""사진이 잘 나와요""","이 키워드를 선택한 인원
25"
2832,청해진,생선회,"""룸이 잘 되어있어요""","이 키워드를 선택한 인원
16"
2833,청해진,생선회,"""아늑해요""","이 키워드를 선택한 인원
11"
2834,청해진,생선회,"""대화하기 좋아요""","이 키워드를 선택한 인원
10"
2835,청해진,생선회,"""술이 다양해요""","이 키워드를 선택한 인원
9"
2836,청해진,생선회,"""메뉴 구성이 알차요""","이 키워드를 선택한 인원
8"
2857,청해진,생선회,"""비싼 만큼 가치있어요""","이 키워드를 선택한 인원
7"
2858,청해진,생선회,"""반찬이 잘 나와요""","이 키워드를 선택한 인원
6"
2859,청해진,생선회,"""음식이 빨리 나와요""","이 키워드를 선택한 인원
5"
2860,청해진,생선회,"""오래 머무르기 좋아요""","이 키워드를 선택한 인원
5"
2861,청해진,생선회,"""코스요리가 알차요""","이 키워드를 선택한 인원
3"
2887,청해진,생선회,"""건강한 맛이에요""","이 키워드를 선택한 인원
3"
2888,청해진,생선회,"""차분한 분위기에요""","이 키워드를 선택한 인원
2"
2889,청해진,생선회,"""잡내가 적어요""","이 키워드를 선택한 인원
2"
2890,청해진,생선회,"""컨셉이 독특해요""","이 키워드를 선택한 인원
1"
2891,청해진,생선회,"""아이와 가기 좋아요""","이 키워드를 선택한 인원
1"
2922,청해진,생선회,"""포장이 깔끔해요""","이 키워드를 선택한 인원
1"
2923,청해진,생선회,"""기본 안주가 좋아요""","이 키워드를 선택한 인원
1"
2924,청해진,생선회,"""직접 잘 구워줘요""","이 키워드를 선택한 인원
1"
2925,한모네 순대국,"순대,순댓국","""음식이 맛있어요""","이 키워드를 선택한 인원
171"
2926,한모네 순대국,"순대,순댓국","""친절해요""","이 키워드를 선택한 인원
74"
2927,한모네 순대국,"순대,순댓국","""가성비가 좋아요""","이 키워드를 선택한 인원
53"
2928,한모네 순대국,"순대,순댓국","""혼밥하기 좋아요""","이 키워드를 선택한 인원
51"
2929,한모네 순대국,"순대,순댓국","""양이 많아요""","이 키워드를 선택한 인원
43"
2930,한모네 순대국,"순대,순댓국","""고기 질이 좋아요""","이 키워드를 선택한 인원
20"
2931,한모네 순대국,"순대,순댓국","""매장이 청결해요""","이 키워드를 선택한 인원
20"
2932,한모네 순대국,"순대,순댓국","""재료가 신선해요""","이 키워드를 선택한 인원
10"
2933,한모네 순대국,"순대,순댓국","""잡내가 적어요""","이 키워드를 선택한 인원
7"
2934,한모네 순대국,"순대,순댓국","""매장이 넓어요""","이 키워드를 선택한 인원
7"
2945,한모네 순대국,"순대,순댓국","""특별한 메뉴가 있어요""","이 키워드를 선택한 인원
6"
2946,한모네 순대국,"순대,순댓국","""단체모임 하기 좋아요""","이 키워드를 선택한 인원
6"
2947,한모네 순대국,"순대,순댓국","""인테리어가 멋져요""","이 키워드를 선택한 인원
3"
2948,한모네 순대국,"순대,순댓국","""주차하기 편해요""","이 키워드를 선택한 인원
3"
2949,한모네 순대국,"순대,순댓국","""특별한 날 가기 좋아요""","이 키워드를 선택한 인원
3"
2965,한모네 순대국,"순대,순댓국","""뷰가 좋아요""","이 키워드를 선택한 인원
3"
2966,한모네 순대국,"순대,순댓국","""음식이 빨리 나와요""","이 키워드를 선택한 인원
2"
2967,한모네 순대국,"순대,순댓국","""화장실이 깨끗해요""","이 키워드를 선택한 인원
2"
2968,한모네 순대국,"순대,순댓국","""아늑해요""","이 키워드를 선택한 인원
1"
2969,한모네 순대국,"순대,순댓국","""메뉴 구성이 알차요""","이 키워드를 선택한 인원
1"
2990,한모네 순대국,"순대,순댓국","""반찬이 잘 나와요""","이 키워드를 선택한 인원
1"
2991,한모네 순대국,"순대,순댓국","""직접 잘 구워줘요""","이 키워드를 선택한 인원
1"
2992,마쯔야,돈가스,"""음식이 맛있어요""","이 키워드를 선택한 인원
494"
2993,마쯔야,돈가스,"""친절해요""","이 키워드를 선택한 인원
171"
2994,마쯔야,돈가스,"""매장이 넓어요""","이 키워드를 선택한 인원
151"
2995,마쯔야,돈가스,"""재료가 신선해요""","이 키워드를 선택한 인원
114"
2996,마쯔야,돈가스,"""매장이 청결해요""","이 키워드를 선택한 인원
94"
2997,마쯔야,돈가스,"""양이 많아요""","이 키워드를 선택한 인원
91"
2998,마쯔야,돈가스,"""주차하기 편해요""","이 키워드를 선택한 인원
51"
2999,마쯔야,돈가스,"""특별한 메뉴가 있어요""","이 키워드를 선택한 인원
51"
3000,마쯔야,돈가스,"""혼밥하기 좋아요""","이 키워드를 선택한 인원
49"
3001,마쯔야,돈가스,"""가성비가 좋아요""","이 키워드를 선택한 인원
44"
3012,마쯔야,돈가스,"""단체모임 하기 좋아요""","이 키워드를 선택한 인원
23"
3013,마쯔야,돈가스,"""화장실이 깨끗해요""","이 키워드를 선택한 인원
22"
3014,마쯔야,돈가스,"""특별한 날 가기 좋아요""","이 키워드를 선택한 인원
20"
3015,마쯔야,돈가스,"""인테리어가 멋져요""","이 키워드를 선택한 인원
16"
3016,마쯔야,돈가스,"""반찬이 잘 나와요""","이 키워드를 선택한 인원
3"
3032,마쯔야,돈가스,"""대화하기 좋아요""","이 키워드를 선택한 인원
3"
3033,마쯔야,돈가스,"""건강한 맛이에요""","이 키워드를 선택한 인원
2"
3034,마쯔야,돈가스,"""좌석이 편해요""","이 키워드를 선택한 인원
1"
3035,마쯔야,돈가스,"""컨셉이 독특해요""","이 키워드를 선택한 인원
1"
3036,마쯔야,돈가스,"""고기 질이 좋아요""","이 키워드를 선택한 인원
1"
3057,마쯔야,돈가스,"""메뉴 구성이 알차요""","이 키워드를 선택한 인원
1"
3058,마쯔야,돈가스,"""비싼 만큼 가치있어요""","이 키워드를 선택한 인원
1"
3059,마쯔야,돈가스,"""향신료가 강하지 않아요""","이 키워드를 선택한 인원
1"
3060,춘천집닭갈비막국수,닭갈비,"""음식이 맛있어요""","이 키워드를 선택한 인원
457"
3061,춘천집닭갈비막국수,닭갈비,"""친절해요""","이 키워드를 선택한 인원
197"
3062,춘천집닭갈비막국수,닭갈비,"""양이 많아요""","이 키워드를 선택한 인원
112"
3063,춘천집닭갈비막국수,닭갈비,"""가성비가 좋아요""","이 키워드를 선택한 인원
87"
3064,춘천집닭갈비막국수,닭갈비,"""매장이 넓어요""","이 키워드를 선택한 인원
86"
3065,춘천집닭갈비막국수,닭갈비,"""단체모임 하기 좋아요""","이 키워드를 선택한 인원
52"
3066,춘천집닭갈비막국수,닭갈비,"""재료가 신선해요""","이 키워드를 선택한 인원
48"
3067,춘천집닭갈비막국수,닭갈비,"""직접 잘 구워줘요""","이 키워드를 선택한 인원
41"
3068,춘천집닭갈비막국수,닭갈비,"""매장이 청결해요""","이 키워드를 선택한 인원
30"
3069,춘천집닭갈비막국수,닭갈비,"""고기 질이 좋아요""","이 키워드를 선택한 인원
28"
3080,춘천집닭갈비막국수,닭갈비,"""특별한 메뉴가 있어요""","이 키워드를 선택한 인원
27"
3081,춘천집닭갈비막국수,닭갈비,"""인테리어가 멋져요""","이 키워드를 선택한 인원
14"
3082,춘천집닭갈비막국수,닭갈비,"""혼밥하기 좋아요""","이 키워드를 선택한 인원
13"
3083,춘천집닭갈비막국수,닭갈비,"""특별한 날 가기 좋아요""","이 키워드를 선택한 인원
7"
3084,춘천집닭갈비막국수,닭갈비,"""뷰가 좋아요""","이 키워드를 선택한 인원
7"
3100,춘천집닭갈비막국수,닭갈비,"""화장실이 깨끗해요""","이 키워드를 선택한 인원
6"
3101,춘천집닭갈비막국수,닭갈비,"""음식이 빨리 나와요""","이 키워드를 선택한 인원
3"
3102,춘천집닭갈비막국수,닭갈비,"""잡내가 적어요""","이 키워드를 선택한 인원
3"
3103,춘천집닭갈비막국수,닭갈비,"""주차하기 편해요""","이 키워드를 선택한 인원
3"
3104,춘천집닭갈비막국수,닭갈비,"""컨셉이 독특해요""","이 키워드를 선택한 인원
2"
3125,춘천집닭갈비막국수,닭갈비,"""아늑해요""","이 키워드를 선택한 인원
1"
3126,춘천집닭갈비막국수,닭갈비,"""반찬이 잘 나와요""","이 키워드를 선택한 인원
1"
3127,또순이원조순대,"순대,순댓국","""음식이 맛있어요""","이 키워드를 선택한 인원
1068"
3128,또순이원조순대,"순대,순댓국","""매장이 넓어요""","이 키워드를 선택한 인원
477"
3129,또순이원조순대,"순대,순댓국","""양이 많아요""","이 키워드를 선택한 인원
356"
3130,또순이원조순대,"순대,순댓국","""가성비가 좋아요""","이 키워드를 선택한 인원
317"
3131,또순이원조순대,"순대,순댓국","""친절해요""","이 키워드를 선택한 인원
293"
3132,또순이원조순대,"순대,순댓국","""단체모임 하기 좋아요""","이 키워드를 선택한 인원
195"
3133,또순이원조순대,"순대,순댓국","""특별한 메뉴가 있어요""","이 키워드를 선택한 인원
179"
3134,또순이원조순대,"순대,순댓국","""재료가 신선해요""","이 키워드를 선택한 인원
92"
3135,또순이원조순대,"순대,순댓국","""혼밥하기 좋아요""","이 키워드를 선택한 인원
43"
3136,또순이원조순대,"순대,순댓국","""매장이 청결해요""","이 키워드를 선택한 인원
39"
3147,또순이원조순대,"순대,순댓국","""인테리어가 멋져요""","이 키워드를 선택한 인원
34"
3148,또순이원조순대,"순대,순댓국","""고기 질이 좋아요""","이 키워드를 선택한 인원
28"
3149,또순이원조순대,"순대,순댓국","""직접 잘 구워줘요""","이 키워드를 선택한 인원
27"
3150,또순이원조순대,"순대,순댓국","""특별한 날 가기 좋아요""","이 키워드를 선택한 인원
23"
3151,또순이원조순대,"순대,순댓국","""화장실이 깨끗해요""","이 키워드를 선택한 인원
14"
3167,또순이원조순대,"순대,순댓국","""잡내가 적어요""","이 키워드를 선택한 인원
11"
3168,또순이원조순대,"순대,순댓국","""주차하기 편해요""","이 키워드를 선택한 인원
11"
3169,또순이원조순대,"순대,순댓국","""음식이 빨리 나와요""","이 키워드를 선택한 인원
8"
3170,또순이원조순대,"순대,순댓국","""뷰가 좋아요""","이 키워드를 선택한 인원
8"
3171,또순이원조순대,"순대,순댓국","""컨셉이 독특해요""","이 키워드를 선택한 인원
6"
3192,또순이원조순대,"순대,순댓국","""메뉴 구성이 알차요""","이 키워드를 선택한 인원
2"
3193,또순이원조순대,"순대,순댓국","""오래 머무르기 좋아요""","이 키워드를 선택한 인원
1"
3194,또순이원조순대,"순대,순댓국","""건강한 맛이에요""","이 키워드를 선택한 인원
1"
3195,타지펠리스,인도음식,"""음식이 맛있어요""","이 키워드를 선택한 인원
94"
3196,타지펠리스,인도음식,"""친절해요""","이 키워드를 선택한 인원
40"
3197,타지펠리스,인도음식,"""양이 많아요""","이 키워드를 선택한 인원
29"
3198,타지펠리스,인도음식,"""특별한 메뉴가 있어요""","이 키워드를 선택한 인원
26"
3199,타지펠리스,인도음식,"""현지 맛에 가까워요""","이 키워드를 선택한 인원
20"
3200,타지펠리스,인도음식,"""매장이 넓어요""","이 키워드를 선택한 인원
20"
3201,타지펠리스,인도음식,"""인테리어가 멋져요""","이 키워드를 선택한 인원
17"
3202,타지펠리스,인도음식,"""재료가 신선해요""","이 키워드를 선택한 인원
16"
3203,타지펠리스,인도음식,"""가성비가 좋아요""","이 키워드를 선택한 인원
12"
3204,타지펠리스,인도음식,"""단체모임 하기 좋아요""","이 키워드를 선택한 인원
6"
3215,타지펠리스,인도음식,"""특별한 날 가기 좋아요""","이 키워드를 선택한 인원
5"
3216,타지펠리스,인도음식,"""매장이 청결해요""","이 키워드를 선택한 인원
4"
3217,타지펠리스,인도음식,"""혼밥하기 좋아요""","이 키워드를 선택한 인원
3"
3218,타지펠리스,인도음식,"""컨셉이 독특해요""","이 키워드를 선택한 인원
2"
3219,타지펠리스,인도음식,"""아늑해요""","이 키워드를 선택한 인원
1"
3235,타지펠리스,인도음식,"""메뉴 구성이 알차요""","이 키워드를 선택한 인원
1"
3236,타지펠리스,인도음식,"""향신료가 강하지 않아요""","이 키워드를 선택한 인원
1"
3237,타지펠리스,인도음식,"""오래 머무르기 좋아요""","이 키워드를 선택한 인원
1"
3238,타지펠리스,인도음식,"""건강한 맛이에요""","이 키워드를 선택한 인원
1"
3239,타지펠리스,인도음식,"""화장실이 깨끗해요""","이 키워드를 선택한 인원
1"
3260,타지펠리스,인도음식,"""뷰가 좋아요""","이 키워드를 선택한 인원
1"
3261,우리집떡볶이,떡볶이,"""음식이 맛있어요""","이 키워드를 선택한 인원
600"
3262,우리집떡볶이,떡볶이,"""친절해요""","이 키워드를 선택한 인원
257"
3263,우리집떡볶이,떡볶이,"""가성비가 좋아요""","이 키워드를 선택한 인원
202"
3264,우리집떡볶이,떡볶이,"""양이 많아요""","이 키워드를 선택한 인원
187"
3265,우리집떡볶이,떡볶이,"""재료가 신선해요""","이 키워드를 선택한 인원
88"
3266,우리집떡볶이,떡볶이,"""매장이 넓어요""","이 키워드를 선택한 인원
84"
3267,우리집떡볶이,떡볶이,"""주차하기 편해요""","이 키워드를 선택한 인원
83"
3268,우리집떡볶이,떡볶이,"""특별한 메뉴가 있어요""","이 키워드를 선택한 인원
80"
3269,우리집떡볶이,떡볶이,"""단체모임 하기 좋아요""","이 키워드를 선택한 인원
45"
3270,우리집떡볶이,떡볶이,"""매장이 청결해요""","이 키워드를 선택한 인원
19"
3281,우리집떡볶이,떡볶이,"""음식이 빨리 나와요""","이 키워드를 선택한 인원
15"
3282,우리집떡볶이,떡볶이,"""혼밥하기 좋아요""","이 키워드를 선택한 인원
14"
3283,우리집떡볶이,떡볶이,"""메뉴 구성이 알차요""","이 키워드를 선택한 인원
13"
3284,우리집떡볶이,떡볶이,"""특별한 날 가기 좋아요""","이 키워드를 선택한 인원
8"
3285,우리집떡볶이,떡볶이,"""아늑해요""","이 키워드를 선택한 인원
6"
3301,우리집떡볶이,떡볶이,"""인테리어가 멋져요""","이 키워드를 선택한 인원
6"
3302,우리집떡볶이,떡볶이,"""대화하기 좋아요""","이 키워드를 선택한 인원
5"
3303,우리집떡볶이,떡볶이,"""뷰가 좋아요""","이 키워드를 선택한 인원
4"
3304,우리집떡볶이,떡볶이,"""반려동물과 가기 좋아요""","이 키워드를 선택한 인원
2"
3305,우리집떡볶이,떡볶이,"""화장실이 깨끗해요""","이 키워드를 선택한 인원
2"
3326,우리집떡볶이,떡볶이,"""좌석이 편해요""","이 키워드를 선택한 인원
1"
3327,우리집떡볶이,떡볶이,"""아이와 가기 좋아요""","이 키워드를 선택한 인원
1"
3328,우리집떡볶이,떡볶이,"""포장이 깔끔해요""","이 키워드를 선택한 인원
1"
3329,우리집떡볶이,떡볶이,"""사진이 잘 나와요""","이 키워드를 선택한 인원
1"
3330,우리집떡볶이,떡볶이,"""룸이 잘 되어있어요""","이 키워드를 선택한 인원
1"
3356,우리집떡볶이,떡볶이,"""건강한 맛이에요""","이 키워드를 선택한 인원
1"
3357,비하인드(B-hind),"맥주,호프","""음식이 맛있어요""","이 키워드를 선택한 인원
16"
3358,비하인드(B-hind),"맥주,호프","""친절해요""","이 키워드를 선택한 인원
13"
3359,비하인드(B-hind),"맥주,호프","""대화하기 좋아요""","이 키워드를 선택한 인원
9"
3360,비하인드(B-hind),"맥주,호프","""특별한 메뉴가 있어요""","이 키워드를 선택한 인원
6"
3361,비하인드(B-hind),"맥주,호프","""가성비가 좋아요""","이 키워드를 선택한 인원
5"
3362,비하인드(B-hind),"맥주,호프","""인테리어가 멋져요""","이 키워드를 선택한 인원
4"
3363,비하인드(B-hind),"맥주,호프","""음악이 좋아요""","이 키워드를 선택한 인원
4"
3364,비하인드(B-hind),"맥주,호프","""단체모임 하기 좋아요""","이 키워드를 선택한 인원
4"
3365,비하인드(B-hind),"맥주,호프","""술이 다양해요""","이 키워드를 선택한 인원
3"
3366,비하인드(B-hind),"맥주,호프","""매장이 청결해요""","이 키워드를 선택한 인원
3"
3377,비하인드(B-hind),"맥주,호프","""화장실이 깨끗해요""","이 키워드를 선택한 인원
3"
3378,비하인드(B-hind),"맥주,호프","""혼술하기 좋아요""","이 키워드를 선택한 인원
2"
3379,비하인드(B-hind),"맥주,호프","""오래 머무르기 좋아요""","이 키워드를 선택한 인원
1"
3380,미니네,떡볶이,"""음식이 맛있어요""","이 키워드를 선택한 인원
509"
3381,미니네,떡볶이,"""친절해요""","이 키워드를 선택한 인원
192"
3382,미니네,떡볶이,"""양이 많아요""","이 키워드를 선택한 인원
134"
3383,미니네,떡볶이,"""가성비가 좋아요""","이 키워드를 선택한 인원
115"
3384,미니네,떡볶이,"""매장이 넓어요""","이 키워드를 선택한 인원
82"
3385,미니네,떡볶이,"""재료가 신선해요""","이 키워드를 선택한 인원
68"
3386,미니네,떡볶이,"""특별한 메뉴가 있어요""","이 키워드를 선택한 인원
52"
3387,미니네,떡볶이,"""주차하기 편해요""","이 키워드를 선택한 인원
35"
3388,미니네,떡볶이,"""단체모임 하기 좋아요""","이 키워드를 선택한 인원
29"
3389,미니네,떡볶이,"""매장이 청결해요""","이 키워드를 선택한 인원
14"
3400,미니네,떡볶이,"""특별한 날 가기 좋아요""","이 키워드를 선택한 인원
9"
3401,미니네,떡볶이,"""혼밥하기 좋아요""","이 키워드를 선택한 인원
8"
3402,미니네,떡볶이,"""화장실이 깨끗해요""","이 키워드를 선택한 인원
8"
3403,미니네,떡볶이,"""음식이 빨리 나와요""","이 키워드를 선택한 인원
5"
3404,미니네,떡볶이,"""인테리어가 멋져요""","이 키워드를 선택한 인원
3"
3420,미니네,떡볶이,"""뷰가 좋아요""","이 키워드를 선택한 인원
3"
3421,미니네,떡볶이,"""메뉴 구성이 알차요""","이 키워드를 선택한 인원
2"
3422,미니네,떡볶이,"""술이 다양해요""","이 키워드를 선택한 인원
1"
3423,미니네,떡볶이,"""야외 공간이 멋져요""","이 키워드를 선택한 인원
1"
3424,미니네,떡볶이,"""대화하기 좋아요""","이 키워드를 선택한 인원
1"
3445,미니네,떡볶이,"""건강한 맛이에요""","이 키워드를 선택한 인원
1"
3446,파툼(FATUM),카페,"""뷰가 좋아요""","이 키워드를 선택한 인원
142"
3447,파툼(FATUM),카페,"""커피가 맛있어요""","이 키워드를 선택한 인원
73"
3448,파툼(FATUM),카페,"""친절해요""","이 키워드를 선택한 인원
48"
3449,파툼(FATUM),카페,"""대화하기 좋아요""","이 키워드를 선택한 인원
40"
3450,파툼(FATUM),카페,"""사진이 잘 나와요""","이 키워드를 선택한 인원
38"
3451,파툼(FATUM),카페,"""음료가 맛있어요""","이 키워드를 선택한 인원
34"
3452,파툼(FATUM),카페,"""디저트가 맛있어요""","이 키워드를 선택한 인원
32"
3453,파툼(FATUM),카페,"""인테리어가 멋져요""","이 키워드를 선택한 인원
28"
3454,파툼(FATUM),카페,"""매장이 청결해요""","이 키워드를 선택한 인원
20"
3455,파툼(FATUM),카페,"""좌석이 편해요""","이 키워드를 선택한 인원
13"
3466,파툼(FATUM),카페,"""특별한 메뉴가 있어요""","이 키워드를 선택한 인원
12"
3467,파툼(FATUM),카페,"""집중하기 좋아요""","이 키워드를 선택한 인원
9"
3468,파툼(FATUM),카페,"""가성비가 좋아요""","이 키워드를 선택한 인원
7"
3469,파툼(FATUM),카페,"""화장실이 깨끗해요""","이 키워드를 선택한 인원
7"
3470,파툼(FATUM),카페,"""매장이 넓어요""","이 키워드를 선택한 인원
6"
3486,파툼(FATUM),카페,"""아늑해요""","이 키워드를 선택한 인원
3"
3487,파툼(FATUM),카페,"""야외 공간이 멋져요""","이 키워드를 선택한 인원
3"
3488,파툼(FATUM),카페,"""오래 머무르기 좋아요""","이 키워드를 선택한 인원
3"
3489,파툼(FATUM),카페,"""음식이 맛있어요""","이 키워드를 선택한 인원
2"
3490,파툼(FATUM),카페,"""차분한 분위기에요""","이 키워드를 선택한 인원
1"
3511,파툼(FATUM),카페,"""주차하기 편해요""","이 키워드를 선택한 인원
1"
3512,파툼(FATUM),카페,"""건강한 맛이에요""","이 키워드를 선택한 인원
1"
3513,노천파전,"전통,민속주점","""음식이 맛있어요""","이 키워드를 선택한 인원
112"
3514,노천파전,"전통,민속주점","""가성비가 좋아요""","이 키워드를 선택한 인원
81"
3515,노천파전,"전통,민속주점","""친절해요""","이 키워드를 선택한 인원
77"
3516,노천파전,"전통,민속주점","""기본 안주가 좋아요""","이 키워드를 선택한 인원
58"
3517,노천파전,"전통,민속주점","""대화하기 좋아요""","이 키워드를 선택한 인원
39"
3518,노천파전,"전통,민속주점","""단체모임 하기 좋아요""","이 키워드를 선택한 인원
31"
3519,노천파전,"전통,민속주점","""특별한 메뉴가 있어요""","이 키워드를 선택한 인원
21"
3520,노천파전,"전통,민속주점","""술이 다양해요""","이 키워드를 선택한 인원
19"
3521,노천파전,"전통,민속주점","""오래 머무르기 좋아요""","이 키워드를 선택한 인원
14"
3522,노천파전,"전통,민속주점","""인테리어가 멋져요""","이 키워드를 선택한 인원
10"
3533,노천파전,"전통,민속주점","""매장이 넓어요""","이 키워드를 선택한 인원
9"
3534,노천파전,"전통,민속주점","""메뉴 구성이 알차요""","이 키워드를 선택한 인원
8"
3535,노천파전,"전통,민속주점","""혼술하기 좋아요""","이 키워드를 선택한 인원
7"
3536,노천파전,"전통,민속주점","""매장이 청결해요""","이 키워드를 선택한 인원
7"
3537,노천파전,"전통,민속주점","""아늑해요""","이 키워드를 선택한 인원
6"
3553,노천파전,"전통,민속주점","""양이 많아요""","이 키워드를 선택한 인원
5"
3554,노천파전,"전통,민속주점","""음악이 좋아요""","이 키워드를 선택한 인원
3"
3555,노천파전,"전통,민속주점","""좌석이 편해요""","이 키워드를 선택한 인원
1"
3556,노천파전,"전통,민속주점","""음식이 빨리 나와요""","이 키워드를 선택한 인원
1"
3557,비타포,베트남음식,"""음식이 맛있어요""","이 키워드를 선택한 인원
133"
3558,비타포,베트남음식,"""가성비가 좋아요""","이 키워드를 선택한 인원
86"
3559,비타포,베트남음식,"""혼밥하기 좋아요""","이 키워드를 선택한 인원
64"
3560,비타포,베트남음식,"""양이 많아요""","이 키워드를 선택한 인원
57"
3561,비타포,베트남음식,"""친절해요""","이 키워드를 선택한 인원
56"
3562,비타포,베트남음식,"""재료가 신선해요""","이 키워드를 선택한 인원
34"
3563,비타포,베트남음식,"""매장이 청결해요""","이 키워드를 선택한 인원
29"
3564,비타포,베트남음식,"""특별한 메뉴가 있어요""","이 키워드를 선택한 인원
8"
3565,비타포,베트남음식,"""매장이 넓어요""","이 키워드를 선택한 인원
7"
3566,비타포,베트남음식,"""주차하기 편해요""","이 키워드를 선택한 인원
4"
3577,비타포,베트남음식,"""인테리어가 멋져요""","이 키워드를 선택한 인원
3"
3578,비타포,베트남음식,"""뷰가 좋아요""","이 키워드를 선택한 인원
3"
3579,비타포,베트남음식,"""아늑해요""","이 키워드를 선택한 인원
2"
3580,비타포,베트남음식,"""특별한 날 가기 좋아요""","이 키워드를 선택한 인원
2"
3581,비타포,베트남음식,"""건강한 맛이에요""","이 키워드를 선택한 인원
2"
3597,비타포,베트남음식,"""화장실이 깨끗해요""","이 키워드를 선택한 인원
2"
3598,비타포,베트남음식,"""차분한 분위기에요""","이 키워드를 선택한 인원
1"
3599,비타포,베트남음식,"""음식이 빨리 나와요""","이 키워드를 선택한 인원
1"
3600,비타포,베트남음식,"""현지 맛에 가까워요""","이 키워드를 선택한 인원
1"
3601,비타포,베트남음식,"""향신료가 강하지 않아요""","이 키워드를 선택한 인원
1"
3622,비타포,베트남음식,"""오래 머무르기 좋아요""","이 키워드를 선택한 인원
1"
3623,일미간장게장본점,게요리,"""음식이 맛있어요""","이 키워드를 선택한 인원
352"
3624,일미간장게장본점,게요리,"""재료가 신선해요""","이 키워드를 선택한 인원
106"
3625,일미간장게장본점,게요리,"""매장이 넓어요""","이 키워드를 선택한 인원
83"
3626,일미간장게장본점,게요리,"""친절해요""","이 키워드를 선택한 인원
65"
3627,일미간장게장본점,게요리,"""특별한 메뉴가 있어요""","이 키워드를 선택한 인원
64"
3628,일미간장게장본점,게요리,"""주차하기 편해요""","이 키워드를 선택한 인원
49"
3629,일미간장게장본점,게요리,"""단체모임 하기 좋아요""","이 키워드를 선택한 인원
46"
3630,일미간장게장본점,게요리,"""양이 많아요""","이 키워드를 선택한 인원
25"
3631,일미간장게장본점,게요리,"""가성비가 좋아요""","이 키워드를 선택한 인원
21"
