Attraction,tag_word_N,korean,chinese,japanese,west,etc,cafe,max,type
은호식당,"['음식', '도가니탕', '찜', '수육', '도가니', '설렁탕', '맛집', '꼬리', '꼬리곰탕', '토막', '소머리국밥']",7,0,0,0,0,0,7,korean
옛날중국집,"['음식', '볶음밥', '짬뽕', '맛집', '탕수육', '짜장면']",0,4,0,0,0,0,4,chinese
완차이,"['음식', '홍합', '분위기', '짬뽕', '맛집', '탕수육', '짜장면', '각종', '중화요리']",0,4,0,0,0,0,4,chinese
너비집,"['음식', '맛집']",0,0,0,0,0,0,0,korean
남원집,"['음식', '순대', '볶음', '맛집', '곱창', '가족', '추천', '식사']",3,0,0,0,0,0,3,korean
메종 드 라 카테고리,"['빙수', '음식', '식당', '메종드', '옥수수', '초당', '테라스', '압구정', '맛집', '브런치', '청담동', '디저트', '카테고리']",0,0,0,1,0,2,2,cafe
꼼떼 바베큐 둔촌본점,"['꼼떼', '음식', '강동구', '바비큐', '둔촌동', '본점', '둔촌', '맛집', '서울', '홈', '메이드', '스테이크', '바베큐']",0,0,0,3,0,0,3,west
마산옥,"['음식', '꽃게', '수육', '아귀찜', '아귀', '맛집', '조림', '탕', '연포탕']",5,0,0,0,0,0,5,korean
오향족발,"['음식', '족발', '국', '서울', '맛집', '수도권', '오향']",2,1,0,0,0,0,2,korean
봉피양 방이점,"['음식', '갈비', '가이드', '미쉐린', '이점', '양방', '평양', '본점', '맛집', '요미', '회식', '회', '봉피', '벽', '냉면']",4,0,1,0,0,0,4,korean
우스마니아,"['음식', '마샬', '드라이', '비프', '칠리', '탄두리', '서울', '맛집', '연중', '케밥', '수도권', '치킨', '마니아', '무', '우스']",0,0,0,2,4,0,4,etc
타볼로24,"['음식', '동대문', '메리어트', '호텔', '뷔페', '종로', '볼']",0,0,0,0,2,0,2,etc
뜰과다원,"['음식', '맛집']",0,0,0,0,0,0,0,cafe
안동할매청국장,"['음식', '청국장', '순두부', '맛집', '한식당', '요리', '한식', '회덮밥', '배기', '정식', '불뚝']",5,0,1,0,0,0,5,korean
고향풍천장어,"['음식', '풍천', '고향', '맛집', '서울', '여수', '탕', '수도권', '바다장어', '한식', '장어', '구이', '민물장어']",7,0,0,0,0,0,7,korean
린스시,"['음식', '참치', '코스', '맛집', '전문점', '요리', '초밥']",0,0,1,0,0,0,1,japanese
스시조,"['음식', '식품의약품안전처', '사시미', '중구', '음식점', '위생', '등급', '서울', '밥', '초밥', '장어', '우수', '매우']",1,0,2,0,0,0,2,japanese
역전회관,"['음식', '한식', '맛집', '서울']",1,0,0,0,0,0,1,korean
마포소문난원조족발,"['음식', '족발', '편육', '국가', '맛집', '서울', '머리', '연중', '수도권', '성비', '갑', '마포', '무', '고기']",2,0,0,0,0,0,2,korean
워킹온더클라우드,"['음식', '영등포구', '분위기', '레스토랑', '코스', '맛집', '요리']",0,0,0,0,1,0,1,etc
니와,"['음식', '친구', '니', '서울', '맛집', '타코야끼', '수도권', '일식', '오코노미야끼', '남녀', '노소']",0,0,3,0,0,0,3,japanese
제비다방,"['음식', '카페', '맛집']",0,0,0,0,0,1,1,cafe
사랑채,"['음식', '외국인', '불낙', '종로구', '선호', '서울시', '맛집', '파전', '성비', '한식', '한정식', '갑', '된장', '비빔밥']",6,0,0,0,0,0,6,korean
루이,"['음식', '잡채', '중구', '해물', '분위기', '자장면', '중국요리', '고추', '짬뽕', '서울', '탕', '맛집', '소고기', '밥']",2,4,0,0,0,0,4,chinese
동해도 광화문,"['음식', '중구', '식당', '뷔페', '광화문', '스시', '동해', '회전초밥']",0,0,2,0,1,0,2,japanese
희락갈치,"['음식', '맛집']",0,0,0,0,0,0,0,korean
현대칼국수,"['음식', '중구', '시청역', '서울', '맛집', '추천', '칼국수', '육수', '멸치']",1,0,0,0,0,0,1,korean
장안동 먹깨비 간장게장 해물아구찜,"['음식', '해물', '깨비', '간장게장', '맛집', '전문점', '요리', '장안동']",1,0,0,0,0,0,1,korean
미림산장,"['음식', '산장', '계곡', '우이동', '미림', '서울', '맛집', '백숙']",1,0,0,0,0,0,1,korean
청담나인,"['음식', '바', '레스토랑', '강남', '재즈', '루프', '탑', '이탈리안', '전망', '카페']",0,0,0,2,1,1,2,west
신강양꼬치,"['음식', '꼬치', '맛집']",0,1,1,0,0,0,1,chinese
화니 신세계 강남점,"['음식', '식품의약품안전처', '음식점', '위생', '등급', '맛집', '전주', '서초', '우수', '매우', '비빔밥']",2,0,0,0,0,0,2,korean
돈까스잔치 동빙고점,"['음식', '돈잔', '동빙고', '국수', '맛집', '서빙고', '돈가스', '돈까스', '이촌', '점', '잔치', '왕']",3,0,2,2,0,0,3,korean
신촌 닭한마리 유닭스토리,"['음식', '닭', '마리', '맛집', '요리', '칼국수', '신촌']",1,0,0,0,0,0,1,korean
꼴라주,"['음식', '식품의약품안전처', '음식점', '위생', '등급', '맛집', '서초', '우수', '매우', '스테이크']",0,0,0,1,0,0,1,west
카나디안 랍스터,"['랍스터', '서울', '음식', '맛집']",0,0,0,1,0,0,1,west
청해진,"['음식', '분위기', '수산시장', '맛집', '회식', '노량진', '생선회', '회덮밥', '장소', '회정', '매운탕']",4,0,2,0,0,0,4,korean
한모네 순대국,"['음식', '맛집']",0,0,0,0,0,0,0,korean
마쯔야,"['음식', '식품의약품안전처', '중구', '음식점', '위생', '등급', '우동', '일본', '맛집', '서울', '초밥', '우수', '매우']",0,0,3,0,0,0,3,japanese
춘천집닭갈비막국수,"['낙지', '음식', '치즈', '국수', '원조', '맛집', '닭갈비', '쟁반']",3,0,0,1,0,0,3,korean
또순이원조순대,"['음식', '순대', '볶음', '관악구', '서울', '맛집', '곱창', '서울특별시', '추천']",3,0,0,0,0,0,3,korean
타지펠리스,"['음식', '맛집']",0,0,0,0,0,0,0,etc
우리집떡볶이,"['음식', '맛집']",0,0,0,0,0,0,0,korean
비하인드,"['샌드위치', '음식', '카토', '마포구', '카푸치노', '맛집', '알', '그린', '와인', '카페라떼', '아포', '카페']",0,0,0,1,0,4,4,cafe
미니네,"['음식', '맛집']",0,0,0,0,0,0,0,korean
파툼(FATUM),"['음식', '맛집']",0,0,0,0,0,0,0,cafe
노천파전,"['음식', '굴', '한치', '알탕', '노천', '맛집', '파전', '회']",5,0,1,0,0,0,5,korean
비타포,"['음식', '맛집']",0,0,0,0,0,0,0,etc
일미간장게장본점,"['음식', '동대문', '일미', '동대문구', '간장게장', '상', '맛집']",1,0,0,0,0,0,1,korean
홍루몽,"['음식', '새우', '삼선짬뽕', '크림', '맛', '맛집', '탕수육', '각종', '찹쌀', '중화요리']",1,3,0,1,0,0,3,chinese
뿌자,"['음식', '맛집']",0,0,0,0,0,0,0,etc
타마린드,"['음식', '파스타', '식품의약품안전처', '베트남', '월남쌈', '음식점', '쌀국수', '위생', '등급', '국적', '맛집', '요리', '소고기', '서초', '우수', '매우']",0,0,0,1,3,0,3,etc
중앙갈치식당,"['음식', '맛집']",0,0,0,0,0,0,0,korean
홍어명가,"['음식', '해물', '홍어회', '생선', '서울', '맛집', '요리']",1,0,0,0,0,0,1,korean
마포유가궁중족발,"['음식', '서울', '족발', '맛집']",1,0,0,0,0,0,1,korean
밀화,"['음식', '식품의약품안전처', '음식점', '샤부샤부', '위생', '등급', '맛집', '서초', '우수', '매우']",1,0,0,0,0,0,1,korean
아르모니움,"['음식', '단호박', '이탈리아요리', '코', '레스토랑', '베리', '트러플', '한남동', '맛집', '라비올리', '연인', '이탈리아음식', '스테이크']",0,0,0,5,1,0,5,west
초롱이고모부대찌개,"['음식', '강동구', '햄찜', '전골', '맛집', '부대', '부대찌개']",3,0,0,0,0,0,3,korean
파크 하얏트 서울 코너스톤,"['음식', '맛집']",0,0,0,0,0,0,0,west
손가네곰국수,"['음식', '맛집']",0,0,0,0,0,0,0,korean
메종 한남,"['음식', '데이트', '레스토랑', '뷰', '한남동', '맛집', '메종', '한강', '한남', '스테이크']",0,0,0,1,1,0,1,west
우성갈비,"['음식', '분위기', '육류', '껍데기', '맛집', '요리', '돼지갈비', '고기']",3,0,0,0,0,0,3,korean
챠크라,"['음식', '맛집']",0,0,0,0,0,0,0,etc
백마김씨네 도곡본점,"['음식', '갈비', '백마', '도곡', '본점', '김씨', '도곡동', '숯불']",1,0,0,0,0,0,1,korean
스카이 라운지,"['음식', '서프', '로씨', '맛집', '비발디', '터프', '앤']",0,0,0,0,0,0,0,west
서일순대국,"['음식', '순대', '야채', '대국', '국', '대방천', '맛집', '요미', '국밥', '대방동', '회', '사거리']",4,0,1,0,0,0,4,korean
알디프 티 바,"['음식', '카페', '티', '서울']",0,0,0,0,0,2,2,cafe
레스피레,"['음식', '데이트', '코스', '슈페너', '커피', '연인', '유럽', '카페']",0,0,0,1,0,3,3,cafe
도원스타일,"['음식', '식품의약품안전처', '음식점', '위생', '등급', '코스', '맛집', '요리', '강남', '우수', '매우', '중식']",0,1,0,0,0,0,1,chinese
비비브라운,"['샌드위치', '음식', '비비', '수제', '청담동', '브라운', '강남', '카페']",0,0,0,0,0,2,2,cafe
이끼롤까스 가로수길,"['음식', '스', '치즈', '맛집', '롤', '치킨', '돈까스', '날치', '고구마', '버섯', '까스']",2,0,1,3,0,0,3,west
1940금문,"['음식', '대학로', '자장면', '금문', '노포', '시청자', '맛집', '혜화동', '추천', '녀석']",0,1,0,0,0,0,1,chinese
코끼리베이글,"['음식', '베이글', '양평동', '서울', '맛집', '코끼리', '영등포']",0,0,0,0,0,1,1,cafe
알페도,"['음식', '알페', '카이', '세대', '맛집', '터키', '디저트', '막', '베이커리']",0,0,0,0,1,2,2,cafe
통일집,"['음식', '중구', '서울시', '맛집', '된장찌개', '한우']",2,0,0,0,0,0,2,korean
아야진생태찌개 본점,"['삼성동', '음식', '방송', '봉은사', '역', '맛집', '탕', '생태', '진', '찌개', '아야']",2,0,0,0,0,0,2,korean
히라메키,"['음식', '부손', '교자', '맛집', '토쿠', '베', '와사비', '끼', '타코', '오뎅']",0,0,3,1,0,0,3,japanese
하단,"['메밀', '음식', '만두', '냉칼국수', '맛집', '만두국', '만두전골']",5,0,0,0,0,0,5,korean
새만포면옥,"['음식', '친구', '가게', '평양', '맛집', '서울', '백년', '불고기', '어복', '남녀', '냉면', '은평구', '노소', '쟁반']",3,1,0,0,0,0,3,korean
황토추어탕,"['음식', '만두', '강동구', '추어', '맛집', '추어탕', '버섯', '정식']",4,0,0,0,0,0,4,korean
해담채 삼성점,"['음식', '해', '코스', '맛집', '요리', '강남', '담채']",2,0,0,0,0,0,2,korean
까사빠보,"['매우', '음식', '식품의약품안전처', '중구', '음식점', '위생', '등급', '맛집', '서울', '밥', '함박스테이크', '우수', '민물장어']",1,0,1,0,0,0,1,japanese
포포인츠 바이 쉐라톤 조선 서울역 더 이터리,"['음식', '식품의약품안전처', '뷔페', '음식점', '위생', '등급', '맛', '맛집', '용산', '우수', '매우']",0,0,0,0,1,0,1,etc
오양회참치 광화문본점,"['음식', '회정', '분위기', '참다랑어', '맛집', '초밥', '회', '생복탕', '전복죽']",3,0,2,0,0,0,3,korean
h450,"['음식', '식품의약품안전처', '연인', '레스토랑', '음식점', '위생', '등급', '양식', '여행', '맛집', '강남', '우수', '매우', '스테이크']",0,0,0,2,1,0,2,west
