,Attraction,Good_Point,Selected_People,Category
4056,도넛정수 창신,대화하기 좋아요,79,시설 및 분위기
4057,도넛정수 창신,가성비가 좋아요,33,가격 및 가치
4058,도넛정수 창신,화장실이 깨끗해요,31,시설 및 분위기
4059,도넛정수 창신,좌석이 편해요,26,시설 및 분위기
4060,도넛정수 창신,집중하기 좋아요,12,시설 및 분위기
4061,도넛정수 창신,차분한 분위기에요,6,시설 및 분위기
4062,도넛정수 창신,아늑해요,6,시설 및 분위기
4063,도넛정수 창신,음식이 맛있어요,4,음식의 속성
4064,도넛정수 창신,주차하기 편해요,4,주변 인프라
4065,도넛정수 창신,빵이 맛있어요,3,음식의 속성
4066,도넛정수 창신,컨셉이 독특해요,3,시설 및 분위기
4067,도넛정수 창신,포장이 깔끔해요,3,서비스
4068,도넛정수 창신,선물하기 좋아요,2,시설 및 분위기
4069,도넛정수 창신,매장이 넓어요,2,시설 및 분위기
4070,도넛정수 창신,건강한 맛이에요,2,음식의 속성
4071,도넛정수 창신,차가 맛있어요,2,음식의 속성
4072,도넛정수 창신,아이와 가기 좋아요,1,시설 및 분위기
4073,도넛정수 창신,메뉴 구성이 알차요,1,가격 및 가치
4074,도넛정수 창신,특별한 날 가기 좋아요,1,시설 및 분위기
4075,도넛정수 창신,종류가 다양해요,1,음식의 속성
4076,티테라피,특별한 메뉴가 있어요,390,음식의 속성
4077,티테라피,음료가 맛있어요,291,음식의 속성
4078,티테라피,인테리어가 멋져요,265,시설 및 분위기
4079,티테라피,친절해요,263,서비스
4080,티테라피,대화하기 좋아요,161,시설 및 분위기
4081,티테라피,디저트가 맛있어요,143,음식의 속성
4082,티테라피,매장이 청결해요,134,시설 및 분위기
4083,티테라피,가성비가 좋아요,104,가격 및 가치
4084,티테라피,커피가 맛있어요,90,음식의 속성
4085,티테라피,사진이 잘 나와요,73,시설 및 분위기
4086,티테라피,건강한 맛이에요,49,음식의 속성
4087,티테라피,좌석이 편해요,42,시설 및 분위기
4088,티테라피,집중하기 좋아요,29,시설 및 분위기
4089,티테라피,화장실이 깨끗해요,25,시설 및 분위기
4090,티테라피,뷰가 좋아요,19,시설 및 분위기
4091,티테라피,음식이 맛있어요,16,음식의 속성
4092,티테라피,아늑해요,12,시설 및 분위기
4093,티테라피,메뉴 구성이 알차요,9,가격 및 가치
4094,티테라피,차분한 분위기에요,6,시설 및 분위기
4095,티테라피,차가 맛있어요,6,음식의 속성
4096,티테라피,재료가 신선해요,5,음식의 속성
4097,티테라피,비싼 만큼 가치있어요,3,가격 및 가치
4098,티테라피,종류가 다양해요,3,음식의 속성
4099,티테라피,혼밥하기 좋아요,1,시설 및 분위기
4100,티테라피,주차하기 편해요,1,주변 인프라
4101,티테라피,매장이 넓어요,1,시설 및 분위기
4102,티테라피,특별한 날 가기 좋아요,1,시설 및 분위기
4103,티테라피,오래 머무르기 좋아요,1,시설 및 분위기
4119,진옥화할매원조닭한마리,음식이 맛있어요,3525,음식의 속성
4120,진옥화할매원조닭한마리,매장이 넓어요,854,시설 및 분위기
4121,진옥화할매원조닭한마리,양이 많아요,775,음식의 속성
4122,진옥화할매원조닭한마리,특별한 메뉴가 있어요,713,음식의 속성
4123,진옥화할매원조닭한마리,가성비가 좋아요,628,가격 및 가치
4124,진옥화할매원조닭한마리,친절해요,478,서비스
4125,진옥화할매원조닭한마리,재료가 신선해요,462,음식의 속성
4126,진옥화할매원조닭한마리,단체모임 하기 좋아요,296,시설 및 분위기
4127,진옥화할매원조닭한마리,고기 질이 좋아요,195,음식의 속성
4128,진옥화할매원조닭한마리,매장이 청결해요,97,시설 및 분위기
4129,진옥화할매원조닭한마리,특별한 날 가기 좋아요,92,시설 및 분위기
4130,진옥화할매원조닭한마리,음식이 빨리 나와요,65,서비스
4131,진옥화할매원조닭한마리,잡내가 적어요,60,음식의 속성
4132,진옥화할매원조닭한마리,혼밥하기 좋아요,52,시설 및 분위기
4133,진옥화할매원조닭한마리,건강한 맛이에요,50,음식의 속성
4134,진옥화할매원조닭한마리,인테리어가 멋져요,45,시설 및 분위기
4135,진옥화할매원조닭한마리,뷰가 좋아요,40,시설 및 분위기
4136,진옥화할매원조닭한마리,화장실이 깨끗해요,34,시설 및 분위기
4137,진옥화할매원조닭한마리,직접 잘 구워줘요,24,서비스
4138,진옥화할매원조닭한마리,주차하기 편해요,21,주변 인프라
4139,진옥화할매원조닭한마리,메뉴 구성이 알차요,6,가격 및 가치
4140,진옥화할매원조닭한마리,컨셉이 독특해요,4,시설 및 분위기
4141,진옥화할매원조닭한마리,비싼 만큼 가치있어요,3,가격 및 가치
4142,진옥화할매원조닭한마리,오래 머무르기 좋아요,2,시설 및 분위기
4143,진옥화할매원조닭한마리,야외 공간이 멋져요,1,시설 및 분위기
4144,진옥화할매원조닭한마리,반찬이 잘 나와요,1,음식의 속성
4145,진옥화할매원조닭한마리,향신료가 강하지 않아요,1,음식의 속성
4146,진옥화할매원조닭한마리,환기가 잘 돼요,1,시설 및 분위기
4169,강서구 고성막국수,음식이 맛있어요,411,음식의 속성
4170,강서구 고성막국수,재료가 신선해요,117,음식의 속성
4171,강서구 고성막국수,양이 많아요,106,음식의 속성
4172,강서구 고성막국수,특별한 메뉴가 있어요,100,음식의 속성
4173,강서구 고성막국수,친절해요,85,서비스
4174,강서구 고성막국수,가성비가 좋아요,31,가격 및 가치
4175,강서구 고성막국수,혼밥하기 좋아요,26,시설 및 분위기
4176,강서구 고성막국수,매장이 청결해요,18,시설 및 분위기
4177,강서구 고성막국수,건강한 맛이에요,6,음식의 속성
4178,강서구 고성막국수,단체모임 하기 좋아요,6,시설 및 분위기
4179,강서구 고성막국수,특별한 날 가기 좋아요,5,시설 및 분위기
4180,강서구 고성막국수,인테리어가 멋져요,4,시설 및 분위기
4181,강서구 고성막국수,주차하기 편해요,4,주변 인프라
4182,강서구 고성막국수,음식이 빨리 나와요,3,서비스
4183,강서구 고성막국수,매장이 넓어요,3,시설 및 분위기
4184,강서구 고성막국수,화장실이 깨끗해요,3,시설 및 분위기
4185,강서구 고성막국수,아늑해요,2,시설 및 분위기
4186,강서구 고성막국수,컨셉이 독특해요,1,시설 및 분위기
4187,강서구 고성막국수,현지 맛에 가까워요,1,음식의 속성
4188,강서구 고성막국수,고기 질이 좋아요,1,음식의 속성
4189,강서구 고성막국수,비싼 만큼 가치있어요,1,가격 및 가치
4190,강서구 고성막국수,반찬이 잘 나와요,1,음식의 속성
4243,원조홍어 본점,음식이 맛있어요,48,음식의 속성
4244,원조홍어 본점,재료가 신선해요,16,음식의 속성
4245,원조홍어 본점,특별한 메뉴가 있어요,13,음식의 속성
4246,원조홍어 본점,양이 많아요,12,음식의 속성
4247,원조홍어 본점,가성비가 좋아요,9,가격 및 가치
4248,원조홍어 본점,친절해요,8,서비스
4249,원조홍어 본점,인테리어가 멋져요,2,시설 및 분위기
4250,원조홍어 본점,특별한 날 가기 좋아요,2,시설 및 분위기
4251,원조홍어 본점,주차하기 편해요,1,주변 인프라
4252,원조홍어 본점,단체모임 하기 좋아요,1,시설 및 분위기
4287,해방촌 혼고,음식이 맛있어요,259,음식의 속성
4288,해방촌 혼고,친절해요,161,서비스
4289,해방촌 혼고,혼밥하기 좋아요,114,시설 및 분위기
4290,해방촌 혼고,재료가 신선해요,101,음식의 속성
4291,해방촌 혼고,특별한 날 가기 좋아요,81,시설 및 분위기
4292,해방촌 혼고,가성비가 좋아요,67,가격 및 가치
4293,해방촌 혼고,인테리어가 멋져요,63,시설 및 분위기
4294,해방촌 혼고,특별한 메뉴가 있어요,62,음식의 속성
4295,해방촌 혼고,고기 질이 좋아요,57,음식의 속성
4296,해방촌 혼고,매장이 청결해요,28,시설 및 분위기
4297,해방촌 혼고,양이 많아요,20,음식의 속성
4298,해방촌 혼고,차분한 분위기에요,6,시설 및 분위기
4299,해방촌 혼고,아늑해요,6,시설 및 분위기
4300,해방촌 혼고,단체모임 하기 좋아요,6,시설 및 분위기
4301,해방촌 혼고,메뉴 구성이 알차요,4,가격 및 가치
4302,해방촌 혼고,비싼 만큼 가치있어요,2,가격 및 가치
4303,해방촌 혼고,컨셉이 독특해요,1,시설 및 분위기
4304,해방촌 혼고,코스요리가 알차요,1,가격 및 가치
4305,해방촌 혼고,혼술하기 좋아요,1,시설 및 분위기
4306,해방촌 혼고,음식이 빨리 나와요,1,서비스
4307,해방촌 혼고,반려동물과 가기 좋아요,1,시설 및 분위기
4308,해방촌 혼고,매장이 넓어요,1,시설 및 분위기
4309,해방촌 혼고,오래 머무르기 좋아요,1,시설 및 분위기
4310,해방촌 혼고,건강한 맛이에요,1,음식의 속성
4311,해방촌 혼고,화장실이 깨끗해요,1,시설 및 분위기
4312,해방촌 혼고,뷰가 좋아요,1,시설 및 분위기
4343,카페 할아버지공장,인테리어가 멋져요,1110,시설 및 분위기
4344,카페 할아버지공장,커피가 맛있어요,858,음식의 속성
4345,카페 할아버지공장,대화하기 좋아요,533,시설 및 분위기
4346,카페 할아버지공장,음료가 맛있어요,470,음식의 속성
4347,카페 할아버지공장,사진이 잘 나와요,464,시설 및 분위기
4348,카페 할아버지공장,뷰가 좋아요,406,시설 및 분위기
4349,카페 할아버지공장,디저트가 맛있어요,396,음식의 속성
4350,카페 할아버지공장,매장이 청결해요,224,시설 및 분위기
4351,카페 할아버지공장,특별한 메뉴가 있어요,216,음식의 속성
4352,카페 할아버지공장,친절해요,215,서비스
4353,카페 할아버지공장,좌석이 편해요,165,시설 및 분위기
4354,카페 할아버지공장,집중하기 좋아요,72,시설 및 분위기
4355,카페 할아버지공장,화장실이 깨끗해요,69,시설 및 분위기
4356,카페 할아버지공장,매장이 넓어요,60,시설 및 분위기
4357,카페 할아버지공장,가성비가 좋아요,50,가격 및 가치
4358,카페 할아버지공장,야외 공간이 멋져요,30,시설 및 분위기
4359,카페 할아버지공장,주차하기 편해요,10,주변 인프라
4360,카페 할아버지공장,오래 머무르기 좋아요,9,시설 및 분위기
4361,카페 할아버지공장,단체모임 하기 좋아요,8,시설 및 분위기
4362,카페 할아버지공장,컨셉이 독특해요,7,시설 및 분위기
4363,카페 할아버지공장,음악이 좋아요,5,시설 및 분위기
4364,카페 할아버지공장,음식이 맛있어요,4,음식의 속성
4365,카페 할아버지공장,아늑해요,3,시설 및 분위기
4366,카페 할아버지공장,종류가 다양해요,3,음식의 속성
4367,카페 할아버지공장,빵이 맛있어요,2,음식의 속성
4368,카페 할아버지공장,아이와 가기 좋아요,2,시설 및 분위기
4369,카페 할아버지공장,양이 많아요,2,음식의 속성
4370,카페 할아버지공장,비싼 만큼 가치있어요,2,가격 및 가치
4371,카페 할아버지공장,차분한 분위기에요,1,시설 및 분위기
4372,카페 할아버지공장,메뉴 구성이 알차요,1,가격 및 가치
4373,카페 할아버지공장,반려동물과 가기 좋아요,1,시설 및 분위기
4374,카페 할아버지공장,특별한 날 가기 좋아요,1,시설 및 분위기
4375,카페 할아버지공장,건강한 맛이에요,1,음식의 속성
4376,카페 할아버지공장,차가 맛있어요,1,음식의 속성
4377,울프강스테이크하우스,음식이 맛있어요,2690,음식의 속성
4378,울프강스테이크하우스,특별한 날 가기 좋아요,1870,시설 및 분위기
4379,울프강스테이크하우스,친절해요,1665,서비스
4380,울프강스테이크하우스,인테리어가 멋져요,1566,시설 및 분위기
4381,울프강스테이크하우스,매장이 넓어요,682,시설 및 분위기
4382,울프강스테이크하우스,특별한 메뉴가 있어요,660,음식의 속성
4383,울프강스테이크하우스,매장이 청결해요,656,시설 및 분위기
4384,울프강스테이크하우스,재료가 신선해요,649,음식의 속성
4385,울프강스테이크하우스,주차하기 편해요,575,주변 인프라
4386,울프강스테이크하우스,양이 많아요,547,음식의 속성
4387,울프강스테이크하우스,화장실이 깨끗해요,477,시설 및 분위기
4388,울프강스테이크하우스,단체모임 하기 좋아요,157,시설 및 분위기
4389,울프강스테이크하우스,비싼 만큼 가치있어요,125,가격 및 가치
4390,울프강스테이크하우스,고기 질이 좋아요,85,음식의 속성
4391,울프강스테이크하우스,가성비가 좋아요,71,가격 및 가치
4392,울프강스테이크하우스,차분한 분위기에요,53,시설 및 분위기
4393,울프강스테이크하우스,대화하기 좋아요,45,시설 및 분위기
4394,울프강스테이크하우스,뷰가 좋아요,34,시설 및 분위기
4395,울프강스테이크하우스,아늑해요,27,시설 및 분위기
4396,울프강스테이크하우스,코스요리가 알차요,24,가격 및 가치
4397,울프강스테이크하우스,디저트가 맛있어요,23,음식의 속성
4398,울프강스테이크하우스,사진이 잘 나와요,9,시설 및 분위기
4399,울프강스테이크하우스,혼밥하기 좋아요,8,시설 및 분위기
4400,울프강스테이크하우스,음식이 빨리 나와요,8,서비스
4401,울프강스테이크하우스,현지 맛에 가까워요,7,음식의 속성
4402,울프강스테이크하우스,메뉴 구성이 알차요,7,가격 및 가치
4403,울프강스테이크하우스,건강한 맛이에요,7,음식의 속성
4404,울프강스테이크하우스,아이와 가기 좋아요,6,시설 및 분위기
4405,울프강스테이크하우스,직접 잘 구워줘요,6,서비스
4406,울프강스테이크하우스,커피가 맛있어요,5,음식의 속성
4407,울프강스테이크하우스,좌석이 편해요,4,시설 및 분위기
4408,울프강스테이크하우스,컨셉이 독특해요,4,시설 및 분위기
4409,울프강스테이크하우스,오래 머무르기 좋아요,4,시설 및 분위기
4410,울프강스테이크하우스,술이 다양해요,3,음식의 속성
4411,울프강스테이크하우스,룸이 잘 되어있어요,3,시설 및 분위기
4412,남도분식 익선점,음식이 맛있어요,525,음식의 속성
4413,남도분식 익선점,친절해요,169,서비스
4414,남도분식 익선점,특별한 메뉴가 있어요,130,음식의 속성
4415,남도분식 익선점,가성비가 좋아요,96,가격 및 가치
4416,남도분식 익선점,양이 많아요,93,음식의 속성
4417,남도분식 익선점,재료가 신선해요,65,음식의 속성
4418,남도분식 익선점,매장이 청결해요,43,시설 및 분위기
4419,남도분식 익선점,인테리어가 멋져요,42,시설 및 분위기
4420,남도분식 익선점,혼밥하기 좋아요,28,시설 및 분위기
4421,남도분식 익선점,매장이 넓어요,28,시설 및 분위기
4422,남도분식 익선점,특별한 날 가기 좋아요,18,시설 및 분위기
4423,남도분식 익선점,단체모임 하기 좋아요,11,시설 및 분위기
4424,남도분식 익선점,화장실이 깨끗해요,10,시설 및 분위기
4425,남도분식 익선점,메뉴 구성이 알차요,9,가격 및 가치
4426,남도분식 익선점,뷰가 좋아요,9,시설 및 분위기
4427,남도분식 익선점,컨셉이 독특해요,7,시설 및 분위기
4428,남도분식 익선점,아늑해요,3,시설 및 분위기
4429,남도분식 익선점,음식이 빨리 나와요,3,서비스
4430,남도분식 익선점,차분한 분위기에요,2,시설 및 분위기
4431,남도분식 익선점,주차하기 편해요,2,주변 인프라
4432,남도분식 익선점,비싼 만큼 가치있어요,2,가격 및 가치
4433,남도분식 익선점,대화하기 좋아요,2,시설 및 분위기
4434,남도분식 익선점,잡내가 적어요,1,음식의 속성
4435,남도분식 익선점,사진이 잘 나와요,1,시설 및 분위기
4436,남도분식 익선점,반찬이 잘 나와요,1,음식의 속성
4437,남도분식 익선점,향신료가 강하지 않아요,1,음식의 속성
4438,태극당,빵이 맛있어요,9315,음식의 속성
4439,태극당,특별한 메뉴가 있어요,3586,음식의 속성
4440,태극당,매장이 청결해요,1804,시설 및 분위기
4441,태극당,친절해요,1698,서비스
4442,태극당,커피가 맛있어요,1658,음식의 속성
4443,태극당,인테리어가 멋져요,1652,시설 및 분위기
4444,태극당,음료가 맛있어요,961,음식의 속성
4445,태극당,대화하기 좋아요,887,시설 및 분위기
4446,태극당,좌석이 편해요,589,시설 및 분위기
4447,태극당,가성비가 좋아요,562,가격 및 가치
4448,태극당,화장실이 깨끗해요,425,시설 및 분위기
4449,태극당,사진이 잘 나와요,305,시설 및 분위기
4450,태극당,뷰가 좋아요,216,시설 및 분위기
4451,태극당,매장이 넓어요,155,시설 및 분위기
4452,태극당,집중하기 좋아요,139,시설 및 분위기
4453,태극당,디저트가 맛있어요,94,음식의 속성
4454,태극당,종류가 다양해요,50,음식의 속성
4455,태극당,주차하기 편해요,49,주변 인프라
4456,태극당,메뉴 구성이 알차요,35,가격 및 가치
4457,태극당,비싼 만큼 가치있어요,26,가격 및 가치
4458,태극당,건강한 맛이에요,26,음식의 속성
4459,태극당,컨셉이 독특해요,25,시설 및 분위기
4460,태극당,단체모임 하기 좋아요,22,시설 및 분위기
4461,태극당,음식이 맛있어요,17,음식의 속성
4462,태극당,차분한 분위기에요,13,시설 및 분위기
4463,태극당,오래 머무르기 좋아요,8,시설 및 분위기
4464,태극당,아늑해요,7,시설 및 분위기
4465,태극당,양이 많아요,6,음식의 속성
4466,태극당,재료가 신선해요,5,음식의 속성
4467,태극당,혼밥하기 좋아요,4,시설 및 분위기
4468,태극당,음식이 빨리 나와요,4,서비스
4469,태극당,특별한 날 가기 좋아요,4,시설 및 분위기
4470,태극당,아이와 가기 좋아요,2,시설 및 분위기
4471,태극당,룸이 잘 되어있어요,2,시설 및 분위기
4472,태극당,야외 공간이 멋져요,1,시설 및 분위기
4480,낙원떡집,음식이 맛있어요,640,음식의 속성
4481,낙원떡집,친절해요,224,서비스
4482,낙원떡집,재료가 신선해요,177,음식의 속성
4483,낙원떡집,선물하기 좋아요,147,시설 및 분위기
4484,낙원떡집,매장이 청결해요,104,시설 및 분위기
4485,낙원떡집,특별한 메뉴가 있어요,88,음식의 속성
4486,낙원떡집,세트 구성이 알차요,77,가격 및 가치
4487,낙원떡집,가격이 합리적이에요,52,가격 및 가치
4488,낙원떡집,비주얼이 좋아요,52,음식의 속성
4489,낙원떡집,주차하기 편해요,5,주변 인프라
4490,낙원떡집,양이 많아요,1,음식의 속성
4504,두가헌 레스토랑,음식이 맛있어요,19,음식의 속성
4505,두가헌 레스토랑,특별한 날 가기 좋아요,10,시설 및 분위기
4506,두가헌 레스토랑,재료가 신선해요,9,음식의 속성
4507,두가헌 레스토랑,친절해요,7,서비스
4508,두가헌 레스토랑,뷰가 좋아요,7,시설 및 분위기
4509,두가헌 레스토랑,인테리어가 멋져요,6,시설 및 분위기
4510,두가헌 레스토랑,매장이 청결해요,6,시설 및 분위기
4511,두가헌 레스토랑,특별한 메뉴가 있어요,5,음식의 속성
4512,두가헌 레스토랑,단체모임 하기 좋아요,5,시설 및 분위기
4513,두가헌 레스토랑,화장실이 깨끗해요,3,시설 및 분위기
4514,두가헌 레스토랑,아늑해요,1,시설 및 분위기
4515,두가헌 레스토랑,혼밥하기 좋아요,1,시설 및 분위기
4516,두가헌 레스토랑,양이 많아요,1,음식의 속성
4517,두가헌 레스토랑,메뉴 구성이 알차요,1,가격 및 가치
4518,두가헌 레스토랑,주차하기 편해요,1,주변 인프라
4519,두가헌 레스토랑,비싼 만큼 가치있어요,1,가격 및 가치
4520,두가헌 레스토랑,룸이 잘 되어있어요,1,시설 및 분위기
4534,RSG 성수,음료가 맛있어요,9,음식의 속성
4535,RSG 성수,인테리어가 멋져요,6,시설 및 분위기
4536,RSG 성수,사진이 잘 나와요,4,시설 및 분위기
4537,RSG 성수,커피가 맛있어요,3,음식의 속성
4538,RSG 성수,친절해요,2,서비스
4539,RSG 성수,매장이 청결해요,2,시설 및 분위기
4540,RSG 성수,대화하기 좋아요,2,시설 및 분위기
4541,RSG 성수,뷰가 좋아요,2,시설 및 분위기
4542,RSG 성수,특별한 메뉴가 있어요,1,음식의 속성
4543,RSG 성수,집중하기 좋아요,1,시설 및 분위기
4645,스미스가 좋아하는 한옥,음식이 맛있어요,466,음식의 속성
4646,스미스가 좋아하는 한옥,인테리어가 멋져요,322,시설 및 분위기
4647,스미스가 좋아하는 한옥,특별한 날 가기 좋아요,181,시설 및 분위기
4648,스미스가 좋아하는 한옥,친절해요,162,서비스
4649,스미스가 좋아하는 한옥,뷰가 좋아요,161,시설 및 분위기
4650,스미스가 좋아하는 한옥,재료가 신선해요,150,음식의 속성
4651,스미스가 좋아하는 한옥,특별한 메뉴가 있어요,116,음식의 속성
4652,스미스가 좋아하는 한옥,매장이 청결해요,115,시설 및 분위기
4653,스미스가 좋아하는 한옥,매장이 넓어요,81,시설 및 분위기
4654,스미스가 좋아하는 한옥,단체모임 하기 좋아요,48,시설 및 분위기
4655,스미스가 좋아하는 한옥,화장실이 깨끗해요,39,시설 및 분위기
4656,스미스가 좋아하는 한옥,양이 많아요,25,음식의 속성
4657,스미스가 좋아하는 한옥,가성비가 좋아요,22,가격 및 가치
4658,스미스가 좋아하는 한옥,주차하기 편해요,11,주변 인프라
4659,스미스가 좋아하는 한옥,야외 공간이 멋져요,10,시설 및 분위기
4660,스미스가 좋아하는 한옥,아늑해요,6,시설 및 분위기
4661,스미스가 좋아하는 한옥,대화하기 좋아요,5,시설 및 분위기
4662,스미스가 좋아하는 한옥,차분한 분위기에요,4,시설 및 분위기
4663,스미스가 좋아하는 한옥,사진이 잘 나와요,4,시설 및 분위기
4664,스미스가 좋아하는 한옥,컨셉이 독특해요,3,시설 및 분위기
4665,스미스가 좋아하는 한옥,비싼 만큼 가치있어요,3,가격 및 가치
4666,스미스가 좋아하는 한옥,고기 질이 좋아요,2,음식의 속성
4667,스미스가 좋아하는 한옥,오래 머무르기 좋아요,2,시설 및 분위기
4668,스미스가 좋아하는 한옥,건강한 맛이에요,2,음식의 속성
4669,스미스가 좋아하는 한옥,술이 다양해요,1,음식의 속성
4670,스미스가 좋아하는 한옥,코스요리가 알차요,1,가격 및 가치
4671,스미스가 좋아하는 한옥,음료가 맛있어요,1,음식의 속성
4672,스미스가 좋아하는 한옥,잡내가 적어요,1,음식의 속성
4673,스미스가 좋아하는 한옥,메뉴 구성이 알차요,1,가격 및 가치
4674,스미스가 좋아하는 한옥,환기가 잘 돼요,1,시설 및 분위기
4675,뉘조,음식이 맛있어요,98,음식의 속성
4676,뉘조,재료가 신선해요,50,음식의 속성
4677,뉘조,친절해요,48,서비스
4678,뉘조,차분한 분위기에요,35,시설 및 분위기
4679,뉘조,특별한 날 가기 좋아요,28,시설 및 분위기
4680,뉘조,인테리어가 멋져요,21,시설 및 분위기
4681,뉘조,비싼 만큼 가치있어요,16,가격 및 가치
4682,뉘조,단체모임 하기 좋아요,15,시설 및 분위기
4683,뉘조,가성비가 좋아요,11,가격 및 가치
4684,뉘조,반찬이 잘 나와요,11,음식의 속성
4685,뉘조,매장이 청결해요,8,시설 및 분위기
4686,뉘조,건강한 맛이에요,5,음식의 속성
4687,뉘조,뷰가 좋아요,5,시설 및 분위기
4688,뉘조,화장실이 깨끗해요,4,시설 및 분위기
4689,뉘조,코스요리가 알차요,3,가격 및 가치
4690,뉘조,양이 많아요,3,음식의 속성
4691,뉘조,매장이 넓어요,3,시설 및 분위기
4692,뉘조,컨셉이 독특해요,2,시설 및 분위기
4693,뉘조,주차하기 편해요,1,주변 인프라
4694,뉘조,특별한 메뉴가 있어요,1,음식의 속성
4695,하나로회관,음식이 맛있어요,165,음식의 속성
4696,하나로회관,단체모임 하기 좋아요,83,시설 및 분위기
4697,하나로회관,친절해요,81,서비스
4698,하나로회관,재료가 신선해요,69,음식의 속성
4699,하나로회관,매장이 넓어요,53,시설 및 분위기
4700,하나로회관,가성비가 좋아요,47,가격 및 가치
4701,하나로회관,차분한 분위기에요,33,시설 및 분위기
4702,하나로회관,매장이 청결해요,28,시설 및 분위기
4703,하나로회관,양이 많아요,26,음식의 속성
4704,하나로회관,반찬이 잘 나와요,23,음식의 속성
4705,하나로회관,주차하기 편해요,21,주변 인프라
4706,하나로회관,특별한 날 가기 좋아요,19,시설 및 분위기
4707,하나로회관,비싼 만큼 가치있어요,10,가격 및 가치
4708,하나로회관,건강한 맛이에요,9,음식의 속성
4709,하나로회관,메뉴 구성이 알차요,8,가격 및 가치
4710,하나로회관,인테리어가 멋져요,5,시설 및 분위기
4711,하나로회관,화장실이 깨끗해요,4,시설 및 분위기
4712,하나로회관,아늑해요,3,시설 및 분위기
4713,하나로회관,룸이 잘 되어있어요,3,시설 및 분위기
4714,하나로회관,코스요리가 알차요,2,가격 및 가치
4715,하나로회관,뷰가 좋아요,1,시설 및 분위기
4773,명동칼국수 본점,음식이 맛있어요,19183,음식의 속성
4774,명동칼국수 본점,양이 많아요,4809,음식의 속성
4775,명동칼국수 본점,특별한 메뉴가 있어요,4136,음식의 속성
4776,명동칼국수 본점,혼밥하기 좋아요,3641,시설 및 분위기
4777,명동칼국수 본점,매장이 넓어요,2894,시설 및 분위기
4778,명동칼국수 본점,친절해요,2617,서비스
4779,명동칼국수 본점,재료가 신선해요,2514,음식의 속성
4780,명동칼국수 본점,가성비가 좋아요,2190,가격 및 가치
4781,명동칼국수 본점,매장이 청결해요,839,시설 및 분위기
4782,명동칼국수 본점,특별한 날 가기 좋아요,376,시설 및 분위기
4783,명동칼국수 본점,음식이 빨리 나와요,372,서비스
4784,명동칼국수 본점,화장실이 깨끗해요,312,시설 및 분위기
4785,명동칼국수 본점,단체모임 하기 좋아요,277,시설 및 분위기
4786,명동칼국수 본점,인테리어가 멋져요,200,시설 및 분위기
4787,명동칼국수 본점,뷰가 좋아요,106,시설 및 분위기
4788,명동칼국수 본점,주차하기 편해요,96,주변 인프라
4789,명동칼국수 본점,건강한 맛이에요,74,음식의 속성
4790,명동칼국수 본점,비싼 만큼 가치있어요,48,가격 및 가치
4791,명동칼국수 본점,메뉴 구성이 알차요,32,가격 및 가치
4792,명동칼국수 본점,반찬이 잘 나와요,21,음식의 속성
4793,명동칼국수 본점,잡내가 적어요,13,음식의 속성
4794,명동칼국수 본점,아이와 가기 좋아요,12,시설 및 분위기
4795,명동칼국수 본점,아늑해요,9,시설 및 분위기
4796,명동칼국수 본점,대화하기 좋아요,9,시설 및 분위기
4797,명동칼국수 본점,향신료가 강하지 않아요,7,음식의 속성
4798,명동칼국수 본점,현지 맛에 가까워요,6,음식의 속성
4799,명동칼국수 본점,컨셉이 독특해요,5,시설 및 분위기
4800,명동칼국수 본점,오래 머무르기 좋아요,4,시설 및 분위기
4801,명동칼국수 본점,차분한 분위기에요,3,시설 및 분위기
4802,명동칼국수 본점,포장이 깔끔해요,3,서비스
4803,명동칼국수 본점,룸이 잘 되어있어요,3,시설 및 분위기
4804,명동칼국수 본점,음료가 맛있어요,2,음식의 속성
4805,명동칼국수 본점,야외 공간이 멋져요,2,시설 및 분위기
4806,명동칼국수 본점,술이 다양해요,1,음식의 속성
4807,명동칼국수 본점,좌석이 편해요,1,시설 및 분위기
4808,명동칼국수 본점,혼술하기 좋아요,1,시설 및 분위기
4809,명동칼국수 본점,반려동물과 가기 좋아요,1,시설 및 분위기
4810,명동칼국수 본점,기본 안주가 좋아요,1,음식의 속성
4811,명동칼국수 본점,집중하기 좋아요,1,시설 및 분위기
4824,소문난성수감자탕 별관,음식이 맛있어요,1697,음식의 속성
4825,소문난성수감자탕 별관,양이 많아요,540,음식의 속성
4826,소문난성수감자탕 별관,매장이 넓어요,298,시설 및 분위기
4827,소문난성수감자탕 별관,재료가 신선해요,296,음식의 속성
4828,소문난성수감자탕 별관,가성비가 좋아요,290,가격 및 가치
4829,소문난성수감자탕 별관,친절해요,279,서비스
4830,소문난성수감자탕 별관,특별한 메뉴가 있어요,162,음식의 속성
4831,소문난성수감자탕 별관,단체모임 하기 좋아요,88,시설 및 분위기
4832,소문난성수감자탕 별관,혼밥하기 좋아요,65,시설 및 분위기
4833,소문난성수감자탕 별관,주차하기 편해요,52,주변 인프라
4834,소문난성수감자탕 별관,매장이 청결해요,48,시설 및 분위기
4835,소문난성수감자탕 별관,음식이 빨리 나와요,43,서비스
4836,소문난성수감자탕 별관,특별한 날 가기 좋아요,23,시설 및 분위기
4837,소문난성수감자탕 별관,화장실이 깨끗해요,23,시설 및 분위기
4838,소문난성수감자탕 별관,잡내가 적어요,19,음식의 속성
