,Attraction,Good_Point,Selected_People,Category
13880,백제추어탕 본점,가성비가 좋아요,234,가격 및 가치
13881,백제추어탕 본점,특별한 메뉴가 있어요,188,음식의 속성
13882,백제추어탕 본점,단체모임 하기 좋아요,149,시설 및 분위기
13883,백제추어탕 본점,혼밥하기 좋아요,116,시설 및 분위기
13884,백제추어탕 본점,화장실이 깨끗해요,80,시설 및 분위기
13885,백제추어탕 본점,인테리어가 멋져요,65,시설 및 분위기
13886,백제추어탕 본점,특별한 날 가기 좋아요,53,시설 및 분위기
13887,백제추어탕 본점,건강한 맛이에요,18,음식의 속성
13888,백제추어탕 본점,뷰가 좋아요,15,시설 및 분위기
13889,백제추어탕 본점,반찬이 잘 나와요,8,음식의 속성
13890,백제추어탕 본점,음식이 빨리 나와요,5,서비스
13891,백제추어탕 본점,잡내가 적어요,2,음식의 속성
13892,백제추어탕 본점,포장이 깔끔해요,2,서비스
13893,백제추어탕 본점,비싼 만큼 가치있어요,2,가격 및 가치
13894,백제추어탕 본점,메뉴 구성이 알차요,1,가격 및 가치
13895,몽중헌 청담점,음식이 맛있어요,357,음식의 속성
13896,몽중헌 청담점,친절해요,143,서비스
13897,몽중헌 청담점,매장이 넓어요,131,시설 및 분위기
13898,몽중헌 청담점,재료가 신선해요,123,음식의 속성
13899,몽중헌 청담점,인테리어가 멋져요,123,시설 및 분위기
13900,몽중헌 청담점,특별한 메뉴가 있어요,114,음식의 속성
13901,몽중헌 청담점,매장이 청결해요,93,시설 및 분위기
13902,몽중헌 청담점,단체모임 하기 좋아요,90,시설 및 분위기
13903,몽중헌 청담점,특별한 날 가기 좋아요,89,시설 및 분위기
13904,몽중헌 청담점,화장실이 깨끗해요,41,시설 및 분위기
13905,몽중헌 청담점,주차하기 편해요,35,주변 인프라
13906,몽중헌 청담점,양이 많아요,28,음식의 속성
13907,몽중헌 청담점,가성비가 좋아요,11,가격 및 가치
13908,몽중헌 청담점,대화하기 좋아요,7,시설 및 분위기
13909,몽중헌 청담점,뷰가 좋아요,7,시설 및 분위기
13910,몽중헌 청담점,아늑해요,5,시설 및 분위기
13911,몽중헌 청담점,룸이 잘 되어있어요,5,시설 및 분위기
13912,몽중헌 청담점,차분한 분위기에요,4,시설 및 분위기
13913,몽중헌 청담점,비싼 만큼 가치있어요,4,가격 및 가치
13914,몽중헌 청담점,혼밥하기 좋아요,3,시설 및 분위기
13915,몽중헌 청담점,컨셉이 독특해요,1,시설 및 분위기
13916,몽중헌 청담점,코스요리가 알차요,1,가격 및 가치
13917,몽중헌 청담점,메뉴 구성이 알차요,1,가격 및 가치
13918,충남식당,음식이 맛있어요,443,음식의 속성
13919,충남식당,재료가 신선해요,151,음식의 속성
13920,충남식당,친절해요,114,서비스
13921,충남식당,특별한 메뉴가 있어요,108,음식의 속성
13922,충남식당,가성비가 좋아요,100,가격 및 가치
13923,충남식당,양이 많아요,90,음식의 속성
13924,충남식당,주차하기 편해요,75,주변 인프라
13925,충남식당,매장이 넓어요,48,시설 및 분위기
13926,충남식당,매장이 청결해요,29,시설 및 분위기
13927,충남식당,단체모임 하기 좋아요,26,시설 및 분위기
13928,충남식당,혼밥하기 좋아요,20,시설 및 분위기
13929,충남식당,특별한 날 가기 좋아요,17,시설 및 분위기
13930,충남식당,인테리어가 멋져요,11,시설 및 분위기
13931,충남식당,화장실이 깨끗해요,9,시설 및 분위기
13932,충남식당,음식이 빨리 나와요,8,서비스
13933,충남식당,뷰가 좋아요,6,시설 및 분위기
13934,충남식당,반찬이 잘 나와요,2,음식의 속성
13935,충남식당,직접 잘 구워줘요,2,서비스
13936,충남식당,대화하기 좋아요,2,시설 및 분위기
13937,충남식당,차분한 분위기에요,1,시설 및 분위기
13938,충남식당,아늑해요,1,시설 및 분위기
13939,충남식당,포장이 깔끔해요,1,서비스
13940,충남식당,비싼 만큼 가치있어요,1,가격 및 가치
13941,충남식당,룸이 잘 되어있어요,1,시설 및 분위기
13942,충남식당,건강한 맛이에요,1,음식의 속성
13943,도읍지,음식이 맛있어요,460,음식의 속성
13944,도읍지,가성비가 좋아요,233,가격 및 가치
13945,도읍지,양이 많아요,144,음식의 속성
13946,도읍지,친절해요,113,서비스
13947,도읍지,매장이 넓어요,72,시설 및 분위기
13948,도읍지,재료가 신선해요,69,음식의 속성
13949,도읍지,혼밥하기 좋아요,68,시설 및 분위기
13950,도읍지,인테리어가 멋져요,57,시설 및 분위기
13951,도읍지,특별한 메뉴가 있어요,49,음식의 속성
13952,도읍지,단체모임 하기 좋아요,41,시설 및 분위기
13953,도읍지,매장이 청결해요,20,시설 및 분위기
13954,도읍지,특별한 날 가기 좋아요,11,시설 및 분위기
13955,도읍지,반찬이 잘 나와요,9,음식의 속성
13956,도읍지,아늑해요,6,시설 및 분위기
13957,도읍지,뷰가 좋아요,6,시설 및 분위기
13958,도읍지,건강한 맛이에요,5,음식의 속성
13959,도읍지,주차하기 편해요,4,주변 인프라
13960,도읍지,화장실이 깨끗해요,4,시설 및 분위기
13961,도읍지,컨셉이 독특해요,3,시설 및 분위기
13962,도읍지,대화하기 좋아요,3,시설 및 분위기
13963,도읍지,차분한 분위기에요,2,시설 및 분위기
13964,도읍지,메뉴 구성이 알차요,2,가격 및 가치
13965,도읍지,음식이 빨리 나와요,1,서비스
13966,서울원조아구찜,음식이 맛있어요,143,음식의 속성
13967,서울원조아구찜,친절해요,83,서비스
13968,서울원조아구찜,재료가 신선해요,47,음식의 속성
13969,서울원조아구찜,양이 많아요,41,음식의 속성
13970,서울원조아구찜,매장이 청결해요,23,시설 및 분위기
13971,서울원조아구찜,가성비가 좋아요,19,가격 및 가치
13972,서울원조아구찜,단체모임 하기 좋아요,11,시설 및 분위기
13973,서울원조아구찜,반찬이 잘 나와요,5,음식의 속성
13974,서울원조아구찜,매장이 넓어요,5,시설 및 분위기
13975,서울원조아구찜,화장실이 깨끗해요,4,시설 및 분위기
13976,서울원조아구찜,특별한 날 가기 좋아요,3,시설 및 분위기
13977,서울원조아구찜,특별한 메뉴가 있어요,3,음식의 속성
13978,서울원조아구찜,혼밥하기 좋아요,1,시설 및 분위기
13979,서울원조아구찜,음식이 빨리 나와요,1,서비스
13980,서울원조아구찜,인테리어가 멋져요,1,시설 및 분위기
13981,서울원조아구찜,건강한 맛이에요,1,음식의 속성
13982,프로퍼커피바2호점,디저트가 맛있어요,728,음식의 속성
13983,프로퍼커피바2호점,커피가 맛있어요,721,음식의 속성
13984,프로퍼커피바2호점,인테리어가 멋져요,305,시설 및 분위기
13985,프로퍼커피바2호점,특별한 메뉴가 있어요,219,음식의 속성
13986,프로퍼커피바2호점,음료가 맛있어요,199,음식의 속성
13987,프로퍼커피바2호점,매장이 청결해요,147,시설 및 분위기
13988,프로퍼커피바2호점,대화하기 좋아요,147,시설 및 분위기
13989,프로퍼커피바2호점,친절해요,145,서비스
13990,프로퍼커피바2호점,사진이 잘 나와요,124,시설 및 분위기
13991,프로퍼커피바2호점,뷰가 좋아요,85,시설 및 분위기
13992,프로퍼커피바2호점,좌석이 편해요,67,시설 및 분위기
13993,프로퍼커피바2호점,화장실이 깨끗해요,43,시설 및 분위기
13994,프로퍼커피바2호점,집중하기 좋아요,38,시설 및 분위기
13995,프로퍼커피바2호점,주차하기 편해요,27,주변 인프라
13996,프로퍼커피바2호점,매장이 넓어요,24,시설 및 분위기
13997,프로퍼커피바2호점,가성비가 좋아요,22,가격 및 가치
13998,프로퍼커피바2호점,음식이 맛있어요,16,음식의 속성
13999,프로퍼커피바2호점,비싼 만큼 가치있어요,8,가격 및 가치
14000,프로퍼커피바2호점,빵이 맛있어요,7,음식의 속성
14001,프로퍼커피바2호점,메뉴 구성이 알차요,6,가격 및 가치
14002,프로퍼커피바2호점,건강한 맛이에요,6,음식의 속성
14003,프로퍼커피바2호점,야외 공간이 멋져요,5,시설 및 분위기
14004,프로퍼커피바2호점,아늑해요,3,시설 및 분위기
14005,프로퍼커피바2호점,오래 머무르기 좋아요,3,시설 및 분위기
14006,프로퍼커피바2호점,단체모임 하기 좋아요,2,시설 및 분위기
14007,프로퍼커피바2호점,종류가 다양해요,2,음식의 속성
14008,프로퍼커피바2호점,차분한 분위기에요,1,시설 및 분위기
14009,프로퍼커피바2호점,음식이 빨리 나와요,1,서비스
14010,프로퍼커피바2호점,재료가 신선해요,1,음식의 속성
14011,프로퍼커피바2호점,선물하기 좋아요,1,시설 및 분위기
14012,프로퍼커피바2호점,음악이 좋아요,1,시설 및 분위기
14013,프로퍼커피바2호점,포장이 깔끔해요,1,서비스
14014,프로퍼커피바2호점,특별한 날 가기 좋아요,1,시설 및 분위기
14015,우정,음식이 맛있어요,1558,음식의 속성
14016,우정,가성비가 좋아요,484,가격 및 가치
14017,우정,친절해요,410,서비스
14018,우정,양이 많아요,335,음식의 속성
14019,우정,특별한 메뉴가 있어요,324,음식의 속성
14020,우정,재료가 신선해요,169,음식의 속성
14021,우정,매장이 넓어요,94,시설 및 분위기
14022,우정,단체모임 하기 좋아요,68,시설 및 분위기
14023,우정,주차하기 편해요,63,주변 인프라
14024,우정,음식이 빨리 나와요,40,서비스
14025,우정,혼밥하기 좋아요,33,시설 및 분위기
14026,우정,매장이 청결해요,33,시설 및 분위기
14027,우정,특별한 날 가기 좋아요,21,시설 및 분위기
14028,우정,인테리어가 멋져요,18,시설 및 분위기
14029,우정,화장실이 깨끗해요,17,시설 및 분위기
14030,우정,잡내가 적어요,11,음식의 속성
14031,우정,메뉴 구성이 알차요,9,가격 및 가치
14032,우정,아늑해요,7,시설 및 분위기
14033,우정,포장이 깔끔해요,7,서비스
14034,우정,대화하기 좋아요,7,시설 및 분위기
14035,우정,뷰가 좋아요,6,시설 및 분위기
14036,우정,컨셉이 독특해요,4,시설 및 분위기
14037,우정,비싼 만큼 가치있어요,3,가격 및 가치
14038,우정,기본 안주가 좋아요,2,음식의 속성
14039,우정,술이 다양해요,1,음식의 속성
14040,우정,혼술하기 좋아요,1,시설 및 분위기
14041,우정,향신료가 강하지 않아요,1,음식의 속성
14042,우정,직접 잘 구워줘요,1,서비스
14043,우정,오래 머무르기 좋아요,1,시설 및 분위기
14044,제주국수,음식이 맛있어요,258,음식의 속성
14045,제주국수,양이 많아요,100,음식의 속성
14046,제주국수,매장이 넓어요,95,시설 및 분위기
14047,제주국수,재료가 신선해요,63,음식의 속성
14048,제주국수,친절해요,62,서비스
14049,제주국수,특별한 메뉴가 있어요,55,음식의 속성
14050,제주국수,가성비가 좋아요,54,가격 및 가치
14051,제주국수,혼밥하기 좋아요,50,시설 및 분위기
14052,제주국수,단체모임 하기 좋아요,32,시설 및 분위기
14053,제주국수,매장이 청결해요,29,시설 및 분위기
14054,제주국수,주차하기 편해요,19,주변 인프라
14055,제주국수,특별한 날 가기 좋아요,4,시설 및 분위기
14056,제주국수,화장실이 깨끗해요,3,시설 및 분위기
14057,제주국수,뷰가 좋아요,3,시설 및 분위기
14058,제주국수,인테리어가 멋져요,2,시설 및 분위기
14059,제주국수,비싼 만큼 가치있어요,2,가격 및 가치
14060,제주국수,건강한 맛이에요,1,음식의 속성
14082,사동면옥,음식이 맛있어요,239,음식의 속성
14083,사동면옥,친절해요,76,서비스
14084,사동면옥,매장이 넓어요,69,시설 및 분위기
14085,사동면옥,가성비가 좋아요,56,가격 및 가치
14086,사동면옥,재료가 신선해요,49,음식의 속성
14087,사동면옥,양이 많아요,39,음식의 속성
14088,사동면옥,특별한 메뉴가 있어요,32,음식의 속성
14089,사동면옥,단체모임 하기 좋아요,27,시설 및 분위기
14090,사동면옥,특별한 날 가기 좋아요,20,시설 및 분위기
14091,사동면옥,인테리어가 멋져요,16,시설 및 분위기
14092,사동면옥,혼밥하기 좋아요,12,시설 및 분위기
14093,사동면옥,매장이 청결해요,9,시설 및 분위기
14094,사동면옥,화장실이 깨끗해요,8,시설 및 분위기
14095,사동면옥,컨셉이 독특해요,3,시설 및 분위기
14096,사동면옥,주차하기 편해요,3,주변 인프라
14097,사동면옥,대화하기 좋아요,3,시설 및 분위기
14098,사동면옥,건강한 맛이에요,3,음식의 속성
14099,사동면옥,뷰가 좋아요,3,시설 및 분위기
14100,사동면옥,차분한 분위기에요,1,시설 및 분위기
14101,사동면옥,아늑해요,1,시설 및 분위기
14102,사동면옥,향신료가 강하지 않아요,1,음식의 속성
14103,두에꼬제,음식이 맛있어요,100,음식의 속성
14104,두에꼬제,친절해요,50,서비스
14105,두에꼬제,특별한 메뉴가 있어요,37,음식의 속성
14106,두에꼬제,재료가 신선해요,31,음식의 속성
14107,두에꼬제,매장이 청결해요,29,시설 및 분위기
14108,두에꼬제,단체모임 하기 좋아요,14,시설 및 분위기
14109,두에꼬제,주차하기 편해요,12,주변 인프라
14110,두에꼬제,특별한 날 가기 좋아요,11,시설 및 분위기
14111,두에꼬제,양이 많아요,10,음식의 속성
14112,두에꼬제,인테리어가 멋져요,9,시설 및 분위기
14113,두에꼬제,가성비가 좋아요,7,가격 및 가치
14114,두에꼬제,혼밥하기 좋아요,5,시설 및 분위기
14115,두에꼬제,화장실이 깨끗해요,3,시설 및 분위기
14116,두에꼬제,아늑해요,2,시설 및 분위기
14117,두에꼬제,차분한 분위기에요,1,시설 및 분위기
