Attraction,Good_Point,Selected_People,Category_Map
길동복조리시장,가성비가 좋아요,27,가격 및 가치
길동복조리시장,특색 있는 제품이 많아요,18,쇼핑 관련
길동복조리시장,종류가 다양해요,13,쇼핑 관련
길동복조리시장,먹거리가 풍부해요,12,활동 및 즐길거리
길동복조리시장,품질이 좋아요,8,가격 및 가치
길동복조리시장,시설이 깔끔해요,6,시설 및 편의성
길동복조리시장,분위기가 편안해요,3,시설 및 편의성
길동복조리시장,트렌디해요,3,경관 및 사진
길동복조리시장,컨셉이 독특해요,2,활동 및 즐길거리
길동복조리시장,매장이 넓어요,2,쇼핑 관련
길동복조리시장,편의시설이 잘 되어있어요,1,시설 및 편의성
길동복조리시장,야시장이 잘 되어있어요,1,활동 및 즐길거리
길동복조리시장,주차하기 편해요,1,시설 및 편의성
관훈동 한국공예관,종류가 다양해요,53,쇼핑 관련
관훈동 한국공예관,특색 있는 제품이 많아요,46,쇼핑 관련
관훈동 한국공예관,친절해요,37,서비스
관훈동 한국공예관,가성비가 좋아요,33,가격 및 가치
관훈동 한국공예관,품질이 좋아요,17,가격 및 가치
관훈동 한국공예관,매장이 넓어요,11,쇼핑 관련
관훈동 한국공예관,분위기가 편안해요,7,시설 및 편의성
관훈동 한국공예관,시설이 깔끔해요,4,시설 및 편의성
관훈동 한국공예관,선물하기 좋아요,3,쇼핑 관련
관훈동 한국공예관,비싼 만큼 가치있어요,3,가격 및 가치
네이처리퍼블릭 명동월드점,가성비가 좋아요,103,가격 및 가치
네이처리퍼블릭 명동월드점,종류가 다양해요,76,쇼핑 관련
네이처리퍼블릭 명동월드점,친절해요,65,서비스
네이처리퍼블릭 명동월드점,품질이 좋아요,40,가격 및 가치
네이처리퍼블릭 명동월드점,매장이 넓어요,36,쇼핑 관련
네이처리퍼블릭 명동월드점,시설이 깔끔해요,23,시설 및 편의성
네이처리퍼블릭 명동월드점,특색 있는 제품이 많아요,19,쇼핑 관련
네이처리퍼블릭 명동월드점,분위기가 편안해요,10,시설 및 편의성
네이처리퍼블릭 명동월드점,비싼 만큼 가치있어요,3,가격 및 가치
네이처리퍼블릭 명동월드점,주차하기 편해요,2,시설 및 편의성
네이처리퍼블릭 명동월드점,포장이 정성스러워요,1,서비스
네이처리퍼블릭 명동월드점,신상품이 많아요,1,쇼핑 관련
네이처리퍼블릭 명동월드점,트렌디해요,1,경관 및 사진
서강대박물관,주차하기 편해요,6,시설 및 편의성
서강대박물관,공간이 넓어요,4,시설 및 편의성
서강대박물관,전시 구성이 알차요,3,시설 및 편의성
서강대박물관,전시 테마가 재밌어요,2,활동 및 즐길거리
서강대박물관,가격이 합리적이에요,2,가격 및 가치
서강대박물관,체험 프로그램이 다양해요,2,활동 및 즐길거리
서강대박물관,유익해요,2,서비스
서강대박물관,설명이 잘 되어있어요,1,서비스
서강대박물관,아이와 가기 좋아요,1,활동 및 즐길거리
서강대박물관,사진이 잘 나와요,1,경관 및 사진
고척근린공원,주차하기 편해요,36,시설 및 편의성
고척근린공원,산책로가 잘 되어있어요,36,활동 및 즐길거리
고척근린공원,관리가 잘 되어있어요,24,시설 및 편의성
고척근린공원,뷰가 좋아요,21,경관 및 사진
고척근린공원,붐비지 않아요,13,기타
고척근린공원,편의시설이 잘 되어있어요,10,시설 및 편의성
고척근린공원,사진이 잘 나와요,10,경관 및 사진
고척근린공원,가격이 합리적이에요,10,가격 및 가치
고척근린공원,먹거리가 풍부해요,7,활동 및 즐길거리
고척근린공원,볼거리가 많아요,6,활동 및 즐길거리
고척근린공원,방문객이 많아요,6,시설 및 편의성
고척근린공원,체험 프로그램이 다양해요,2,활동 및 즐길거리
종로구콰니,독특한 디자인이 많아요,55,경관 및 사진
종로구콰니,친절해요,46,서비스
종로구콰니,가성비가 좋아요,36,가격 및 가치
종로구콰니,품질이 좋아요,36,가격 및 가치
종로구콰니,분위기가 편안해요,26,시설 및 편의성
종로구콰니,종류가 다양해요,20,쇼핑 관련
종로구콰니,스타일 추천을 잘해줘요,11,서비스
종로구콰니,A/S가 세심해요,8,서비스
종로구콰니,매장이 넓어요,5,쇼핑 관련
종로구콰니,트렌디해요,4,경관 및 사진
종로구콰니,시설이 깔끔해요,2,시설 및 편의성
종로구콰니,컨셉이 독특해요,1,활동 및 즐길거리
종로구콰니,고급스러워요,1,경관 및 사진
종로구콰니,특색 있는 제품이 많아요,1,쇼핑 관련
테크노마트,친절해요,61,서비스
테크노마트,주차하기 편해요,26,시설 및 편의성
테크노마트,시설이 깔끔해요,19,시설 및 편의성
테크노마트,가격이 합리적이에요,18,가격 및 가치
테크노마트,설명이 자세해요,16,서비스
테크노마트,분위기가 편안해요,13,시설 및 편의성
테크노마트,서비스가 좋아요,10,서비스
테크노마트,대기공간이 잘 되어있어요,5,시설 및 편의성
테크노마트,가격 안내가 명확해요,3,서비스
테크노마트,매장이 넓어요,2,쇼핑 관련
소공동세란안경,친절해요,25,서비스
소공동세란안경,설명이 자세해요,20,서비스
소공동세란안경,추천을 잘해줘요,17,서비스
소공동세란안경,검안이 꼼꼼해요,16,서비스
소공동세란안경,상품이 다양해요,14,쇼핑 관련
소공동세란안경,비싼 만큼 가치있어요,11,가격 및 가치
소공동세란안경,가격이 합리적이에요,10,가격 및 가치
소공동세란안경,A/S가 세심해요,8,서비스
소공동세란안경,주차하기 편해요,5,시설 및 편의성
소공동세란안경,트렌디해요,5,경관 및 사진
화곡본동시장,트렌디해요,5,경관 및 사진
화곡본동시장,시설이 깔끔해요,4,시설 및 편의성
화곡본동시장,친절해요,4,서비스
화곡본동시장,가성비가 좋아요,3,가격 및 가치
화곡본동시장,특색 있는 제품이 많아요,2,쇼핑 관련
화곡본동시장,종류가 다양해요,2,쇼핑 관련
화곡본동시장,볼거리가 많아요,1,활동 및 즐길거리
화곡본동시장,컨셉이 독특해요,1,활동 및 즐길거리
화곡본동시장,편의시설이 잘 되어있어요,1,시설 및 편의성
화곡본동시장,먹거리가 풍부해요,1,활동 및 즐길거리
화곡본동시장,분위기가 편안해요,1,시설 및 편의성
화곡본동시장,야시장이 잘 되어있어요,1,활동 및 즐길거리
KCDF 갤러리숍 공예정원,특색 있는 제품이 많아요,16,쇼핑 관련
KCDF 갤러리숍 공예정원,품질이 좋아요,9,가격 및 가치
KCDF 갤러리숍 공예정원,시설이 깔끔해요,7,시설 및 편의성
KCDF 갤러리숍 공예정원,친절해요,6,서비스
KCDF 갤러리숍 공예정원,분위기가 편안해요,6,시설 및 편의성
KCDF 갤러리숍 공예정원,비싼 만큼 가치있어요,5,가격 및 가치
KCDF 갤러리숍 공예정원,종류가 다양해요,5,쇼핑 관련
KCDF 갤러리숍 공예정원,독특한 디자인이 많아요,1,경관 및 사진
KCDF 갤러리숍 공예정원,고급스러워요,1,경관 및 사진
KCDF 갤러리숍 공예정원,예쁜 소품이 많아요,1,경관 및 사진
KCDF 갤러리숍 공예정원,가성비가 좋아요,1,가격 및 가치
KCDF 갤러리숍 공예정원,매장이 넓어요,1,쇼핑 관련
서울청계광장,뷰가 좋아요,35,경관 및 사진
서울청계광장,산책로가 잘 되어있어요,30,활동 및 즐길거리
서울청계광장,사진이 잘 나와요,27,경관 및 사진
서울청계광장,볼거리가 많아요,15,활동 및 즐길거리
서울청계광장,방문객이 많아요,15,시설 및 편의성
서울청계광장,관리가 잘 되어있어요,13,시설 및 편의성
서울청계광장,조용히 쉬기 좋아요,6,시설 및 편의성
서울청계광장,자연 경관이 좋아요,6,경관 및 사진
서울청계광장,대중교통이 편해요,5,시설 및 편의성
서울청계광장,붐비지 않아요,4,기타
서울청계광장,편의시설이 잘 되어있어요,3,시설 및 편의성
서울청계광장,근처에 갈 곳이 많아요,3,시설 및 편의성
서울청계광장,먹거리가 풍부해요,1,활동 및 즐길거리
서울청계광장,체험 프로그램이 다양해요,1,활동 및 즐길거리
서울청계광장,유익해요,1,서비스
우림시장,주차하기 편해요,56,시설 및 편의성
우림시장,친절해요,53,서비스
우림시장,볼거리가 많아요,36,활동 및 즐길거리
우림시장,먹거리가 풍부해요,16,활동 및 즐길거리
우림시장,가성비가 좋아요,14,가격 및 가치
우림시장,시설이 깔끔해요,13,시설 및 편의성
우림시장,종류가 다양해요,11,쇼핑 관련
우림시장,분위기가 편안해요,7,시설 및 편의성
우림시장,특색 있는 제품이 많아요,7,쇼핑 관련
우림시장,품질이 좋아요,6,가격 및 가치
우림시장,컨셉이 독특해요,5,활동 및 즐길거리
우림시장,편의시설이 잘 되어있어요,4,시설 및 편의성
우림시장,매장이 넓어요,4,쇼핑 관련
우림시장,트렌디해요,4,경관 및 사진
우림시장,방문객이 많아요,2,시설 및 편의성
우림시장,규모가 커요,2,시설 및 편의성
우림시장,야시장이 잘 되어있어요,1,활동 및 즐길거리
우림시장,비싼 만큼 가치있어요,1,가격 및 가치
우림시장,붐비지 않아요,1,기타
마천중앙시장,친절해요,49,서비스
마천중앙시장,주차하기 편해요,39,시설 및 편의성
마천중앙시장,볼거리가 많아요,38,활동 및 즐길거리
마천중앙시장,먹거리가 풍부해요,18,활동 및 즐길거리
마천중앙시장,트렌디해요,9,경관 및 사진
마천중앙시장,특색 있는 제품이 많아요,7,쇼핑 관련
마천중앙시장,시설이 깔끔해요,5,시설 및 편의성
마천중앙시장,컨셉이 독특해요,4,활동 및 즐길거리
마천중앙시장,편의시설이 잘 되어있어요,3,시설 및 편의성
마천중앙시장,종류가 다양해요,3,쇼핑 관련
마천중앙시장,야시장이 잘 되어있어요,2,활동 및 즐길거리
마천중앙시장,매장이 넓어요,2,쇼핑 관련
마천중앙시장,분위기가 편안해요,1,시설 및 편의성
마천중앙시장,품질이 좋아요,1,가격 및 가치
마천중앙시장,규모가 커요,1,시설 및 편의성
마천중앙시장,붐비지 않아요,1,기타
골든블루마리나,친절해요,692,서비스
골든블루마리나,뷰가 좋아요,622,경관 및 사진
골든블루마리나,안전하게 관리해요,498,서비스
골든블루마리나,가격이 합리적이에요,280,가격 및 가치
골든블루마리나,체험 프로그램이 다양해요,128,활동 및 즐길거리
골든블루마리나,주차하기 편해요,112,시설 및 편의성
골든블루마리나,최신 장비를 사용해요,66,시설 및 편의성
골든블루마리나,아이와 가기 좋아요,30,활동 및 즐길거리
골든블루마리나,수업이 체계적이에요,26,서비스
골든블루마리나,물이 깨끗해요,24,시설 및 편의성
골든블루마리나,반려동물과 가기 좋아요,7,시설 및 편의성
골든블루마리나,픽업서비스가 편해요,1,서비스
골든블루마리나,샤워실이 잘 되어있어요,1,시설 및 편의성
영풍문고 스타필드코엑스몰점,책 종류가 다양해요,2513,쇼핑 관련
영풍문고 스타필드코엑스몰점,시설이 깔끔해요,2367,시설 및 편의성
영풍문고 스타필드코엑스몰점,베스트셀러가 많아요,1488,쇼핑 관련
영풍문고 스타필드코엑스몰점,신간이 빨리 들어와요,1367,쇼핑 관련
영풍문고 스타필드코엑스몰점,원하는 책을 찾기 쉬워요,919,시설 및 편의성
영풍문고 스타필드코엑스몰점,책 읽기 쾌적해요,839,시설 및 편의성
영풍문고 스타필드코엑스몰점,독특한 책이 많아요,399,쇼핑 관련
영풍문고 스타필드코엑스몰점,카페 같은 분위기에요,293,경관 및 사진
영풍문고 스타필드코엑스몰점,매장이 넓어요,86,쇼핑 관련
영풍문고 스타필드코엑스몰점,아늑해요,24,경관 및 사진
영풍문고 스타필드코엑스몰점,주차하기 편해요,16,시설 및 편의성
영풍문고 스타필드코엑스몰점,인테리어가 멋져요,9,경관 및 사진
영풍문고 스타필드코엑스몰점,컨셉이 독특해요,7,활동 및 즐길거리
송화벽화시장,볼거리가 많아요,18,활동 및 즐길거리
송화벽화시장,주차하기 편해요,18,시설 및 편의성
송화벽화시장,친절해요,17,서비스
송화벽화시장,먹거리가 풍부해요,11,활동 및 즐길거리
송화벽화시장,시설이 깔끔해요,10,시설 및 편의성
송화벽화시장,트렌디해요,7,경관 및 사진
송화벽화시장,가성비가 좋아요,6,가격 및 가치
송화벽화시장,특색 있는 제품이 많아요,6,쇼핑 관련
송화벽화시장,종류가 다양해요,6,쇼핑 관련
송화벽화시장,컨셉이 독특해요,5,활동 및 즐길거리
송화벽화시장,야시장이 잘 되어있어요,5,활동 및 즐길거리
송화벽화시장,품질이 좋아요,3,가격 및 가치
송화벽화시장,편의시설이 잘 되어있어요,1,시설 및 편의성
송화벽화시장,분위기가 편안해요,1,시설 및 편의성
송화벽화시장,붐비지 않아요,1,기타
카카오프렌즈 홍대 플래그십 스토어,종류가 다양해요,1738,쇼핑 관련
카카오프렌즈 홍대 플래그십 스토어,특색 있는 제품이 많아요,1261,쇼핑 관련
카카오프렌즈 홍대 플래그십 스토어,매장이 넓어요,878,쇼핑 관련
카카오프렌즈 홍대 플래그십 스토어,친절해요,722,서비스
카카오프렌즈 홍대 플래그십 스토어,품질이 좋아요,537,가격 및 가치
카카오프렌즈 홍대 플래그십 스토어,시설이 깔끔해요,462,시설 및 편의성
카카오프렌즈 홍대 플래그십 스토어,가성비가 좋아요,400,가격 및 가치
카카오프렌즈 홍대 플래그십 스토어,비싼 만큼 가치있어요,333,가격 및 가치
카카오프렌즈 홍대 플래그십 스토어,분위기가 편안해요,325,시설 및 편의성
카카오프렌즈 홍대 플래그십 스토어,아기자기해요,120,경관 및 사진
카카오프렌즈 홍대 플래그십 스토어,예쁜 소품이 많아요,91,경관 및 사진
카카오프렌즈 홍대 플래그십 스토어,트렌디해요,88,경관 및 사진
카카오프렌즈 홍대 플래그십 스토어,선물하기 좋아요,38,쇼핑 관련
카카오프렌즈 홍대 플래그십 스토어,주차하기 편해요,35,시설 및 편의성
카카오프렌즈 홍대 플래그십 스토어,신상품이 많아요,30,쇼핑 관련
카카오프렌즈 홍대 플래그십 스토어,컨셉이 독특해요,14,활동 및 즐길거리
카카오프렌즈 홍대 플래그십 스토어,사진이 잘 나와요,11,경관 및 사진
카카오프렌즈 홍대 플래그십 스토어,독특한 디자인이 많아요,8,경관 및 사진
카카오프렌즈 홍대 플래그십 스토어,인테리어가 멋져요,7,경관 및 사진
카카오프렌즈 홍대 플래그십 스토어,설명이 자세해요,1,서비스
카카오프렌즈 홍대 플래그십 스토어,사이즈가 다양해요,1,쇼핑 관련
아트박스 (영등포점),종류가 다양해요,676,쇼핑 관련
아트박스 (영등포점),특색 있는 제품이 많아요,370,쇼핑 관련
아트박스 (영등포점),가성비가 좋아요,258,가격 및 가치
아트박스 (영등포점),친절해요,241,서비스
아트박스 (영등포점),품질이 좋아요,133,가격 및 가치
아트박스 (영등포점),시설이 깔끔해요,130,시설 및 편의성
아트박스 (영등포점),매장이 넓어요,102,쇼핑 관련
아트박스 (영등포점),분위기가 편안해요,93,시설 및 편의성
아트박스 (영등포점),주차하기 편해요,75,시설 및 편의성
아트박스 (영등포점),비싼 만큼 가치있어요,37,가격 및 가치
아트박스 (영등포점),아기자기해요,19,경관 및 사진
아트박스 (영등포점),예쁜 소품이 많아요,10,경관 및 사진
아트박스 (영등포점),트렌디해요,10,경관 및 사진
아트박스 (영등포점),독특한 디자인이 많아요,3,경관 및 사진
아트박스 (영등포점),선물하기 좋아요,1,쇼핑 관련
아트박스 (영등포점),신상품이 많아요,1,쇼핑 관련
아트박스 (영등포점),사이즈가 다양해요,1,쇼핑 관련
구로시장,친절해요,7,서비스
구로시장,가성비가 좋아요,7,가격 및 가치
구로시장,품질이 좋아요,5,가격 및 가치
구로시장,매장이 넓어요,4,쇼핑 관련
구로시장,종류가 다양해요,4,쇼핑 관련
구로시장,볼거리가 많아요,2,활동 및 즐길거리
구로시장,분위기가 편안해요,2,시설 및 편의성
구로시장,비싼 만큼 가치있어요,1,가격 및 가치
구로시장,특색 있는 제품이 많아요,1,쇼핑 관련
구로시장,트렌디해요,1,경관 및 사진
난지천공원,산책로가 잘 되어있어요,64,활동 및 즐길거리
난지천공원,주차하기 편해요,55,시설 및 편의성
난지천공원,뷰가 좋아요,48,경관 및 사진
난지천공원,관리가 잘 되어있어요,42,시설 및 편의성
난지천공원,사진이 잘 나와요,19,경관 및 사진
난지천공원,볼거리가 많아요,18,활동 및 즐길거리
난지천공원,편의시설이 잘 되어있어요,12,시설 및 편의성
난지천공원,체험 프로그램이 다양해요,6,활동 및 즐길거리
난지천공원,가격이 합리적이에요,5,가격 및 가치
난지천공원,방문객이 많아요,3,시설 및 편의성
난지천공원,자연 경관이 좋아요,3,경관 및 사진
난지천공원,붐비지 않아요,3,기타
난지천공원,조용히 쉬기 좋아요,1,시설 및 편의성
난지천공원,아이와 가기 좋아요,1,활동 및 즐길거리
난지천공원,친절해요,1,서비스
난지천공원,반려동물과 가기 좋아요,1,시설 및 편의성
파르나스몰,친절해요,26,서비스
파르나스몰,종류가 다양해요,23,쇼핑 관련
파르나스몰,가성비가 좋아요,20,가격 및 가치
파르나스몰,분위기가 편안해요,17,시설 및 편의성
파르나스몰,특색 있는 제품이 많아요,17,쇼핑 관련
파르나스몰,품질이 좋아요,17,가격 및 가치
파르나스몰,시설이 깔끔해요,14,시설 및 편의성
파르나스몰,매장이 넓어요,12,쇼핑 관련
파르나스몰,주차하기 편해요,11,시설 및 편의성
파르나스몰,비싼 만큼 가치있어요,8,가격 및 가치
파르나스몰,주문제작을 잘해줘요,1,서비스
파르나스몰,사진이 잘 나와요,1,경관 및 사진
중곡제일시장,가성비가 좋아요,19,가격 및 가치
중곡제일시장,친절해요,18,서비스
중곡제일시장,시설이 깔끔해요,6,시설 및 편의성
중곡제일시장,품질이 좋아요,6,가격 및 가치
중곡제일시장,종류가 다양해요,6,쇼핑 관련
중곡제일시장,분위기가 편안해요,4,시설 및 편의성
중곡제일시장,주차하기 편해요,4,시설 및 편의성
중곡제일시장,특색 있는 제품이 많아요,4,쇼핑 관련
중곡제일시장,먹거리가 풍부해요,3,활동 및 즐길거리
중곡제일시장,비싼 만큼 가치있어요,2,가격 및 가치
중곡제일시장,매장이 넓어요,2,쇼핑 관련
중곡제일시장,볼거리가 많아요,1,활동 및 즐길거리
중곡제일시장,컨셉이 독특해요,1,활동 및 즐길거리
중곡제일시장,편의시설이 잘 되어있어요,1,시설 및 편의성
더벨스파 동대문현대시티아울렛점,친절해요,70,서비스
더벨스파 동대문현대시티아울렛점,맞춤 케어를 잘해줘요,53,서비스
더벨스파 동대문현대시티아울렛점,관리 효과가 좋아요,48,서비스
더벨스파 동대문현대시티아울렛점,분위기가 편안해요,44,시설 및 편의성
더벨스파 동대문현대시티아울렛점,매장이 청결해요,38,시설 및 편의성
더벨스파 동대문현대시티아울렛점,시술이 꼼꼼해요,37,서비스
더벨스파 동대문현대시티아울렛점,주차하기 편해요,24,시설 및 편의성
더벨스파 동대문현대시티아울렛점,상담이 자세해요,18,서비스
더벨스파 동대문현대시티아울렛점,비싼 만큼 가치있어요,14,가격 및 가치
더벨스파 동대문현대시티아울렛점,가격이 합리적이에요,10,가격 및 가치
더벨스파 동대문현대시티아울렛점,기구가 청결해요,7,시설 및 편의성
더벨스파 동대문현대시티아울렛점,고급스러워요,2,경관 및 사진
비단길 현대시장,친절해요,104,서비스
비단길 현대시장,볼거리가 많아요,37,활동 및 즐길거리
비단길 현대시장,가성비가 좋아요,34,가격 및 가치
비단길 현대시장,품질이 좋아요,25,가격 및 가치
비단길 현대시장,종류가 다양해요,25,쇼핑 관련
비단길 현대시장,특색 있는 제품이 많아요,20,쇼핑 관련
비단길 현대시장,먹거리가 풍부해요,13,활동 및 즐길거리
비단길 현대시장,주차하기 편해요,13,시설 및 편의성
비단길 현대시장,트렌디해요,9,경관 및 사진
비단길 현대시장,시설이 깔끔해요,6,시설 및 편의성
비단길 현대시장,분위기가 편안해요,6,시설 및 편의성
비단길 현대시장,비싼 만큼 가치있어요,6,가격 및 가치
비단길 현대시장,방문객이 많아요,4,시설 및 편의성
비단길 현대시장,재료가 신선해요,4,기타
비단길 현대시장,매장이 넓어요,4,쇼핑 관련
비단길 현대시장,컨셉이 독특해요,3,활동 및 즐길거리
비단길 현대시장,야시장이 잘 되어있어요,3,활동 및 즐길거리
비단길 현대시장,혼밥하기 좋아요,1,기타
비단길 현대시장,편의시설이 잘 되어있어요,1,시설 및 편의성
비단길 현대시장,규모가 커요,1,시설 및 편의성
비단길 현대시장,특별한 날 가기 좋아요,1,활동 및 즐길거리
비단길 현대시장,매장이 청결해요,1,시설 및 편의성
비단길 현대시장,화장실이 깨끗해요,1,시설 및 편의성
비단길 현대시장,붐비지 않아요,1,기타
비단길 현대시장,뷰가 좋아요,1,경관 및 사진
엔터식스 왕십리역점,종류가 다양해요,1801,쇼핑 관련
엔터식스 왕십리역점,가성비가 좋아요,1752,가격 및 가치
엔터식스 왕십리역점,친절해요,1333,서비스
엔터식스 왕십리역점,품질이 좋아요,1021,가격 및 가치
엔터식스 왕십리역점,매장이 넓어요,619,쇼핑 관련
엔터식스 왕십리역점,주차하기 편해요,555,시설 및 편의성
엔터식스 왕십리역점,시설이 깔끔해요,467,시설 및 편의성
엔터식스 왕십리역점,특색 있는 제품이 많아요,446,쇼핑 관련
엔터식스 왕십리역점,분위기가 편안해요,380,시설 및 편의성
엔터식스 왕십리역점,비싼 만큼 가치있어요,169,가격 및 가치
엔터식스 왕십리역점,트렌디해요,21,경관 및 사진
엔터식스 왕십리역점,추천을 잘해줘요,16,서비스
엔터식스 왕십리역점,사이즈가 다양해요,6,쇼핑 관련
엔터식스 왕십리역점,고급스러워요,4,경관 및 사진
엔터식스 왕십리역점,컨셉이 독특해요,3,활동 및 즐길거리
엔터식스 왕십리역점,아기자기해요,3,경관 및 사진
엔터식스 왕십리역점,설명이 자세해요,3,서비스
엔터식스 왕십리역점,선물하기 좋아요,3,쇼핑 관련
엔터식스 왕십리역점,신상품이 많아요,3,쇼핑 관련
엔터식스 왕십리역점,예쁜 소품이 많아요,2,경관 및 사진
행복한백화점,가성비가 좋아요,968,가격 및 가치
행복한백화점,친절해요,833,서비스
행복한백화점,종류가 다양해요,717,쇼핑 관련
행복한백화점,주차하기 편해요,676,시설 및 편의성
행복한백화점,품질이 좋아요,579,가격 및 가치
행복한백화점,매장이 넓어요,337,쇼핑 관련
행복한백화점,시설이 깔끔해요,292,시설 및 편의성
행복한백화점,분위기가 편안해요,271,시설 및 편의성
행복한백화점,특색 있는 제품이 많아요,239,쇼핑 관련
행복한백화점,비싼 만큼 가치있어요,122,가격 및 가치
행복한백화점,포장이 정성스러워요,3,서비스
행복한백화점,사이즈가 다양해요,3,쇼핑 관련
행복한백화점,아기자기해요,2,경관 및 사진
행복한백화점,선물하기 좋아요,2,쇼핑 관련
행복한백화점,추천을 잘해줘요,2,서비스
행복한백화점,트렌디해요,2,경관 및 사진
행복한백화점,고급스러워요,1,경관 및 사진
행복한백화점,예쁜 소품이 많아요,1,경관 및 사진
문래근린공원,산책로가 잘 되어있어요,15,활동 및 즐길거리
문래근린공원,뷰가 좋아요,11,경관 및 사진
문래근린공원,관리가 잘 되어있어요,10,시설 및 편의성
문래근린공원,볼거리가 많아요,6,활동 및 즐길거리
문래근린공원,사진이 잘 나와요,6,경관 및 사진
문래근린공원,붐비지 않아요,5,기타
문래근린공원,아이와 가기 좋아요,4,활동 및 즐길거리
문래근린공원,자연 경관이 좋아요,4,경관 및 사진
문래근린공원,주차하기 편해요,3,시설 및 편의성
문래근린공원,반려동물과 가기 좋아요,3,시설 및 편의성
문래근린공원,편의시설이 잘 되어있어요,2,시설 및 편의성
문래근린공원,방문객이 많아요,1,시설 및 편의성
문래근린공원,조용히 쉬기 좋아요,1,시설 및 편의성
문래근린공원,화장실이 깨끗해요,1,시설 및 편의성
메세나폴리스 몰,가성비가 좋아요,62,가격 및 가치
메세나폴리스 몰,종류가 다양해요,38,쇼핑 관련
메세나폴리스 몰,친절해요,32,서비스
메세나폴리스 몰,품질이 좋아요,20,가격 및 가치
메세나폴리스 몰,시설이 깔끔해요,12,시설 및 편의성
메세나폴리스 몰,매장이 넓어요,11,쇼핑 관련
메세나폴리스 몰,특색 있는 제품이 많아요,8,쇼핑 관련
메세나폴리스 몰,주차하기 편해요,7,시설 및 편의성
메세나폴리스 몰,분위기가 편안해요,6,시설 및 편의성
메세나폴리스 몰,비싼 만큼 가치있어요,3,가격 및 가치
메세나폴리스 몰,고급스러워요,1,경관 및 사진
수유시장,친절해요,39,서비스
수유시장,품질이 좋아요,26,가격 및 가치
수유시장,종류가 다양해요,18,쇼핑 관련
수유시장,가성비가 좋아요,17,가격 및 가치
수유시장,먹거리가 풍부해요,7,활동 및 즐길거리
수유시장,시설이 깔끔해요,6,시설 및 편의성
수유시장,주차하기 편해요,6,시설 및 편의성
수유시장,매장이 넓어요,3,쇼핑 관련
수유시장,분위기가 편안해요,1,시설 및 편의성
수유시장,비싼 만큼 가치있어요,1,가격 및 가치
수유시장,특색 있는 제품이 많아요,1,쇼핑 관련
KT&G 상상마당 디자인스퀘어,종류가 다양해요,530,쇼핑 관련
KT&G 상상마당 디자인스퀘어,특색 있는 제품이 많아요,408,쇼핑 관련
KT&G 상상마당 디자인스퀘어,매장이 넓어요,228,쇼핑 관련
KT&G 상상마당 디자인스퀘어,친절해요,130,서비스
KT&G 상상마당 디자인스퀘어,품질이 좋아요,128,가격 및 가치
KT&G 상상마당 디자인스퀘어,가성비가 좋아요,124,가격 및 가치
KT&G 상상마당 디자인스퀘어,시설이 깔끔해요,108,시설 및 편의성
KT&G 상상마당 디자인스퀘어,분위기가 편안해요,93,시설 및 편의성
KT&G 상상마당 디자인스퀘어,비싼 만큼 가치있어요,47,가격 및 가치
KT&G 상상마당 디자인스퀘어,트렌디해요,24,경관 및 사진
KT&G 상상마당 디자인스퀘어,예쁜 소품이 많아요,23,경관 및 사진
KT&G 상상마당 디자인스퀘어,아기자기해요,22,경관 및 사진
KT&G 상상마당 디자인스퀘어,독특한 디자인이 많아요,11,경관 및 사진
KT&G 상상마당 디자인스퀘어,선물하기 좋아요,8,쇼핑 관련
KT&G 상상마당 디자인스퀘어,주차하기 편해요,7,시설 및 편의성
KT&G 상상마당 디자인스퀘어,컨셉이 독특해요,3,활동 및 즐길거리
KT&G 상상마당 디자인스퀘어,신상품이 많아요,3,쇼핑 관련
KT&G 상상마당 디자인스퀘어,고급스러워요,2,경관 및 사진
KT&G 상상마당 디자인스퀘어,포장이 정성스러워요,1,서비스
POOM아트박스 (신촌점),종류가 다양해요,669,쇼핑 관련
POOM아트박스 (신촌점),특색 있는 제품이 많아요,315,쇼핑 관련
POOM아트박스 (신촌점),가성비가 좋아요,270,가격 및 가치
POOM아트박스 (신촌점),친절해요,259,서비스
POOM아트박스 (신촌점),매장이 넓어요,227,쇼핑 관련
POOM아트박스 (신촌점),품질이 좋아요,164,가격 및 가치
POOM아트박스 (신촌점),시설이 깔끔해요,93,시설 및 편의성
POOM아트박스 (신촌점),분위기가 편안해요,93,시설 및 편의성
POOM아트박스 (신촌점),비싼 만큼 가치있어요,41,가격 및 가치
POOM아트박스 (신촌점),트렌디해요,25,경관 및 사진
POOM아트박스 (신촌점),아기자기해요,22,경관 및 사진
POOM아트박스 (신촌점),예쁜 소품이 많아요,13,경관 및 사진
POOM아트박스 (신촌점),주차하기 편해요,12,시설 및 편의성
POOM아트박스 (신촌점),신상품이 많아요,6,쇼핑 관련
POOM아트박스 (신촌점),선물하기 좋아요,5,쇼핑 관련
POOM아트박스 (신촌점),독특한 디자인이 많아요,4,경관 및 사진
프리스비 (Frisbee) 건대점,친절해요,93,서비스
프리스비 (Frisbee) 건대점,시설이 깔끔해요,59,시설 및 편의성
프리스비 (Frisbee) 건대점,종류가 다양해요,53,쇼핑 관련
프리스비 (Frisbee) 건대점,품질이 좋아요,51,가격 및 가치
프리스비 (Frisbee) 건대점,비싼 만큼 가치있어요,37,가격 및 가치
프리스비 (Frisbee) 건대점,주차하기 편해요,31,시설 및 편의성
