,Attraction,Good_Point,Selected_People
4913,소문난성수감자탕 별관,반찬이 잘 나와요,1
4942,진미옥설농탕,음식이 맛있어요,628
4943,진미옥설농탕,친절해요,207
4944,진미옥설농탕,재료가 신선해요,192
4945,진미옥설농탕,양이 많아요,144
4946,진미옥설농탕,매장이 넓어요,110
4947,진미옥설농탕,혼밥하기 좋아요,99
4948,진미옥설농탕,매장이 청결해요,95
4949,진미옥설농탕,가성비가 좋아요,88
4950,진미옥설농탕,특별한 메뉴가 있어요,53
4951,진미옥설농탕,주차하기 편해요,39
4952,진미옥설농탕,단체모임 하기 좋아요,32
4953,진미옥설농탕,건강한 맛이에요,11
4954,진미옥설농탕,인테리어가 멋져요,7
4955,진미옥설농탕,특별한 날 가기 좋아요,7
4956,진미옥설농탕,잡내가 적어요,4
4957,진미옥설농탕,반찬이 잘 나와요,3
4958,진미옥설농탕,화장실이 깨끗해요,3
4959,진미옥설농탕,뷰가 좋아요,3
4960,진미옥설농탕,포장이 깔끔해요,2
4961,진미옥설농탕,차분한 분위기에요,1
4962,진미옥설농탕,아늑해요,1
4963,진미옥설농탕,음식이 빨리 나와요,1
4964,진미옥설농탕,고기 질이 좋아요,1
4965,진미옥설농탕,비싼 만큼 가치있어요,1
4966,꽃새우 영번지,음식이 맛있어요,92
4967,꽃새우 영번지,재료가 신선해요,80
4968,꽃새우 영번지,특별한 메뉴가 있어요,51
4969,꽃새우 영번지,친절해요,36
4970,꽃새우 영번지,단체모임 하기 좋아요,20
4971,꽃새우 영번지,가성비가 좋아요,16
4972,꽃새우 영번지,매장이 넓어요,14
4973,꽃새우 영번지,매장이 청결해요,14
4974,꽃새우 영번지,비싼 만큼 가치있어요,13
4975,꽃새우 영번지,특별한 날 가기 좋아요,10
4976,꽃새우 영번지,메뉴 구성이 알차요,9
4977,꽃새우 영번지,인테리어가 멋져요,7
4978,꽃새우 영번지,양이 많아요,7
4979,꽃새우 영번지,주차하기 편해요,5
4980,꽃새우 영번지,건강한 맛이에요,5
4981,꽃새우 영번지,화장실이 깨끗해요,3
4982,꽃새우 영번지,차분한 분위기에요,2
4983,꽃새우 영번지,대화하기 좋아요,2
4984,꽃새우 영번지,뷰가 좋아요,2
4985,꽃새우 영번지,술이 다양해요,1
4986,꽃새우 영번지,혼술하기 좋아요,1
4987,꽃새우 영번지,혼밥하기 좋아요,1
4988,꽃새우 영번지,룸이 잘 되어있어요,1
5245,해주냉면 본점,음식이 맛있어요,1458
5246,해주냉면 본점,특별한 메뉴가 있어요,528
5247,해주냉면 본점,친절해요,492
5248,해주냉면 본점,혼밥하기 좋아요,465
5249,해주냉면 본점,가성비가 좋아요,312
5250,해주냉면 본점,양이 많아요,276
5251,해주냉면 본점,매장이 청결해요,178
5252,해주냉면 본점,재료가 신선해요,170
5253,해주냉면 본점,매장이 넓어요,88
5254,해주냉면 본점,특별한 날 가기 좋아요,31
5255,해주냉면 본점,음식이 빨리 나와요,20
5256,해주냉면 본점,화장실이 깨끗해요,19
5257,해주냉면 본점,단체모임 하기 좋아요,17
5258,해주냉면 본점,주차하기 편해요,14
5259,해주냉면 본점,뷰가 좋아요,9
5260,해주냉면 본점,인테리어가 멋져요,7
5261,해주냉면 본점,아늑해요,3
5262,해주냉면 본점,포장이 깔끔해요,3
5263,해주냉면 본점,아이와 가기 좋아요,2
5264,해주냉면 본점,메뉴 구성이 알차요,2
5265,해주냉면 본점,비싼 만큼 가치있어요,1
5266,해주냉면 본점,향신료가 강하지 않아요,1
5267,충무로부산복집,음식이 맛있어요,56
5268,충무로부산복집,친절해요,19
5269,충무로부산복집,재료가 신선해요,18
5270,충무로부산복집,특별한 메뉴가 있어요,8
5271,충무로부산복집,매장이 청결해요,7
5272,충무로부산복집,단체모임 하기 좋아요,7
5273,충무로부산복집,매장이 넓어요,5
5274,충무로부산복집,주차하기 편해요,3
5275,충무로부산복집,인테리어가 멋져요,2
5276,충무로부산복집,특별한 날 가기 좋아요,2
5277,충무로부산복집,양이 많아요,1
5278,충무로부산복집,화장실이 깨끗해요,1
5279,평창동북악정 신관,음식이 맛있어요,509
5280,평창동북악정 신관,매장이 넓어요,183
5281,평창동북악정 신관,친절해요,144
5282,평창동북악정 신관,매장이 청결해요,135
5283,평창동북악정 신관,주차하기 편해요,134
5284,평창동북악정 신관,고기 질이 좋아요,100
5285,평창동북악정 신관,재료가 신선해요,99
5286,평창동북악정 신관,단체모임 하기 좋아요,97
5287,평창동북악정 신관,뷰가 좋아요,77
5288,평창동북악정 신관,인테리어가 멋져요,75
5289,평창동북악정 신관,특별한 날 가기 좋아요,74
5290,평창동북악정 신관,특별한 메뉴가 있어요,52
5291,평창동북악정 신관,양이 많아요,46
5292,평창동북악정 신관,화장실이 깨끗해요,37
5293,평창동북악정 신관,직접 잘 구워줘요,33
5294,평창동북악정 신관,가성비가 좋아요,29
5295,평창동북악정 신관,혼밥하기 좋아요,3
5296,평창동북악정 신관,메뉴 구성이 알차요,3
5297,평창동북악정 신관,반찬이 잘 나와요,3
5298,평창동북악정 신관,비싼 만큼 가치있어요,2
5299,평창동북악정 신관,음식이 빨리 나와요,1
5300,평창동북악정 신관,야외 공간이 멋져요,1
5311,계림식당,음식이 맛있어요,1257
5312,계림식당,양이 많아요,355
5313,계림식당,친절해요,268
5314,계림식당,가성비가 좋아요,250
5315,계림식당,특별한 메뉴가 있어요,240
5316,계림식당,재료가 신선해요,149
5317,계림식당,고기 질이 좋아요,83
5318,계림식당,단체모임 하기 좋아요,57
5319,계림식당,매장이 넓어요,52
5320,계림식당,혼밥하기 좋아요,28
5321,계림식당,특별한 날 가기 좋아요,24
5322,계림식당,인테리어가 멋져요,23
5323,계림식당,매장이 청결해요,23
5324,계림식당,음식이 빨리 나와요,15
5325,계림식당,잡내가 적어요,15
5326,계림식당,화장실이 깨끗해요,12
5327,계림식당,주차하기 편해요,8
5328,계림식당,뷰가 좋아요,8
5329,계림식당,직접 잘 구워줘요,6
5330,계림식당,건강한 맛이에요,5
5331,계림식당,컨셉이 독특해요,4
5332,계림식당,아늑해요,4
5333,계림식당,메뉴 구성이 알차요,1
5334,계림식당,비싼 만큼 가치있어요,1
5335,계림식당,환기가 잘 돼요,1
5336,자하손만두,음식이 맛있어요,974
5337,자하손만두,재료가 신선해요,493
5338,자하손만두,뷰가 좋아요,451
5339,자하손만두,특별한 메뉴가 있어요,305
5340,자하손만두,친절해요,254
5341,자하손만두,매장이 청결해요,236
5342,자하손만두,매장이 넓어요,125
5343,자하손만두,특별한 날 가기 좋아요,104
5344,자하손만두,인테리어가 멋져요,97
5345,자하손만두,주차하기 편해요,80
5346,자하손만두,화장실이 깨끗해요,62
5347,자하손만두,양이 많아요,58
5348,자하손만두,단체모임 하기 좋아요,57
5349,자하손만두,건강한 맛이에요,46
5350,자하손만두,가성비가 좋아요,39
5351,자하손만두,혼밥하기 좋아요,31
5352,자하손만두,아늑해요,12
5353,자하손만두,비싼 만큼 가치있어요,8
5354,자하손만두,야외 공간이 멋져요,5
5355,자하손만두,차분한 분위기에요,4
5356,자하손만두,잡내가 적어요,3
5357,자하손만두,컨셉이 독특해요,2
5358,자하손만두,사진이 잘 나와요,2
5359,자하손만두,음악이 좋아요,1
5360,자하손만두,룸이 잘 되어있어요,1
5361,자하손만두,반찬이 잘 나와요,1
5362,자하손만두,향신료가 강하지 않아요,1
5363,자하손만두,대화하기 좋아요,1
5379,키누카누,음식이 맛있어요,2341
5380,키누카누,매장이 넓어요,1496
5381,키누카누,가성비가 좋아요,1060
5382,키누카누,메뉴 구성이 알차요,1057
5383,키누카누,재료가 신선해요,731
5384,키누카누,단체모임 하기 좋아요,661
5385,키누카누,친절해요,586
5386,키누카누,주차하기 편해요,514
5387,키누카누,특별한 메뉴가 있어요,383
5388,키누카누,매장이 청결해요,349
5389,키누카누,특별한 날 가기 좋아요,291
5390,키누카누,인테리어가 멋져요,183
5391,키누카누,혼밥하기 좋아요,117
5392,키누카누,화장실이 깨끗해요,94
5393,키누카누,뷰가 좋아요,21
5394,키누카누,아이와 가기 좋아요,15
5395,키누카누,양이 많아요,11
5396,키누카누,오래 머무르기 좋아요,6
5397,키누카누,컨셉이 독특해요,5
5398,키누카누,코스요리가 알차요,5
5399,키누카누,음식이 빨리 나와요,5
5400,키누카누,비싼 만큼 가치있어요,5
5401,키누카누,좌석이 편해요,3
5402,키누카누,건강한 맛이에요,3
5403,키누카누,차분한 분위기에요,2
5404,키누카누,룸이 잘 되어있어요,1
5440,황생가칼국수,음식이 맛있어요,3450
5441,황생가칼국수,친절해요,884
5442,황생가칼국수,재료가 신선해요,875
5443,황생가칼국수,매장이 넓어요,691
5444,황생가칼국수,양이 많아요,623
5445,황생가칼국수,특별한 메뉴가 있어요,485
5446,황생가칼국수,매장이 청결해요,416
5447,황생가칼국수,가성비가 좋아요,309
5448,황생가칼국수,혼밥하기 좋아요,178
5449,황생가칼국수,단체모임 하기 좋아요,171
5450,황생가칼국수,화장실이 깨끗해요,100
5451,황생가칼국수,주차하기 편해요,96
5452,황생가칼국수,특별한 날 가기 좋아요,95
5453,황생가칼국수,인테리어가 멋져요,72
5454,황생가칼국수,건강한 맛이에요,68
5455,황생가칼국수,뷰가 좋아요,38
5456,황생가칼국수,음식이 빨리 나와요,36
5457,황생가칼국수,반찬이 잘 나와요,10
5458,황생가칼국수,아늑해요,9
5459,황생가칼국수,비싼 만큼 가치있어요,8
5460,황생가칼국수,룸이 잘 되어있어요,8
5461,황생가칼국수,메뉴 구성이 알차요,6
5462,황생가칼국수,차분한 분위기에요,5
5463,황생가칼국수,아이와 가기 좋아요,4
5464,황생가칼국수,향신료가 강하지 않아요,4
5465,황생가칼국수,대화하기 좋아요,4
5466,황생가칼국수,잡내가 적어요,3
5467,황생가칼국수,좌석이 편해요,2
5468,황생가칼국수,고기 질이 좋아요,2
5469,황생가칼국수,커피가 맛있어요,1
5470,황생가칼국수,컨셉이 독특해요,1
5471,황생가칼국수,현지 맛에 가까워요,1
5472,황생가칼국수,야외 공간이 멋져요,1
5473,황생가칼국수,포장이 깔끔해요,1
5474,황생가칼국수,기본 안주가 좋아요,1
5507,부민옥,음식이 맛있어요,811
5508,부민옥,양이 많아요,263
5509,부민옥,특별한 메뉴가 있어요,211
5510,부민옥,친절해요,154
5511,부민옥,가성비가 좋아요,153
5512,부민옥,매장이 넓어요,140
5513,부민옥,고기 질이 좋아요,94
5514,부민옥,단체모임 하기 좋아요,94
5515,부민옥,혼밥하기 좋아요,87
5516,부민옥,재료가 신선해요,87
5517,부민옥,매장이 청결해요,39
5518,부민옥,특별한 날 가기 좋아요,20
5519,부민옥,주차하기 편해요,12
5520,부민옥,인테리어가 멋져요,10
5521,부민옥,화장실이 깨끗해요,9
5522,부민옥,음식이 빨리 나와요,6
5523,부민옥,잡내가 적어요,6
5524,부민옥,뷰가 좋아요,4
5525,부민옥,건강한 맛이에요,3
5526,부민옥,메뉴 구성이 알차요,1
5527,부민옥,비싼 만큼 가치있어요,1
5528,부민옥,직접 잘 구워줘요,1
5529,부민옥,오래 머무르기 좋아요,1
5544,김가네가마솥설렁탕,음식이 맛있어요,904
5545,김가네가마솥설렁탕,주차하기 편해요,249
5546,김가네가마솥설렁탕,매장이 넓어요,225
5547,김가네가마솥설렁탕,친절해요,217
5548,김가네가마솥설렁탕,양이 많아요,211
5549,김가네가마솥설렁탕,단체모임 하기 좋아요,153
5550,김가네가마솥설렁탕,가성비가 좋아요,109
5551,김가네가마솥설렁탕,재료가 신선해요,98
5552,김가네가마솥설렁탕,고기 질이 좋아요,81
5553,김가네가마솥설렁탕,특별한 메뉴가 있어요,69
5554,김가네가마솥설렁탕,매장이 청결해요,62
5555,김가네가마솥설렁탕,혼밥하기 좋아요,47
5556,김가네가마솥설렁탕,특별한 날 가기 좋아요,26
5557,김가네가마솥설렁탕,화장실이 깨끗해요,17
5558,김가네가마솥설렁탕,인테리어가 멋져요,12
5559,김가네가마솥설렁탕,직접 잘 구워줘요,6
5560,김가네가마솥설렁탕,건강한 맛이에요,4
5561,김가네가마솥설렁탕,뷰가 좋아요,4
5562,김가네가마솥설렁탕,잡내가 적어요,3
5563,김가네가마솥설렁탕,음식이 빨리 나와요,2
5564,김가네가마솥설렁탕,차분한 분위기에요,1
5565,김가네가마솥설렁탕,아늑해요,1
5598,동작노을카페,커피가 맛있어요,32
5599,동작노을카페,뷰가 좋아요,31
5600,동작노을카페,디저트가 맛있어요,24
5601,동작노을카페,음료가 맛있어요,23
5602,동작노을카페,사진이 잘 나와요,16
5603,동작노을카페,인테리어가 멋져요,13
5604,동작노을카페,친절해요,12
5605,동작노을카페,특별한 메뉴가 있어요,9
5606,동작노을카페,매장이 청결해요,7
5607,동작노을카페,대화하기 좋아요,6
5608,동작노을카페,가성비가 좋아요,5
5609,동작노을카페,아늑해요,2
5610,동작노을카페,매장이 넓어요,2
5611,동작노을카페,좌석이 편해요,1
5612,동작노을카페,메뉴 구성이 알차요,1
5613,동작노을카페,음악이 좋아요,1
5614,동작노을카페,야외 공간이 멋져요,1
5615,동작노을카페,주차하기 편해요,1
5616,동작노을카페,특별한 날 가기 좋아요,1
5617,동작노을카페,집중하기 좋아요,1
5636,비언유주얼,특별한 날 가기 좋아요,310
5637,비언유주얼,인테리어가 멋져요,257
5638,비언유주얼,음식이 맛있어요,230
5639,비언유주얼,친절해요,187
5640,비언유주얼,특별한 메뉴가 있어요,154
5641,비언유주얼,매장이 청결해요,120
5642,비언유주얼,재료가 신선해요,62
5643,비언유주얼,화장실이 깨끗해요,61
5644,비언유주얼,컨셉이 독특해요,53
5645,비언유주얼,뷰가 좋아요,41
5646,비언유주얼,코스요리가 알차요,35
5647,비언유주얼,주차하기 편해요,34
5648,비언유주얼,비싼 만큼 가치있어요,29
5649,비언유주얼,사진이 잘 나와요,24
5650,비언유주얼,단체모임 하기 좋아요,17
5651,비언유주얼,매장이 넓어요,16
5652,비언유주얼,가성비가 좋아요,13
5653,비언유주얼,룸이 잘 되어있어요,11
5654,비언유주얼,양이 많아요,9
5655,비언유주얼,고기 질이 좋아요,8
5656,비언유주얼,차분한 분위기에요,3
5657,비언유주얼,디저트가 맛있어요,2
5658,비언유주얼,대화하기 좋아요,2
5659,비언유주얼,아늑해요,1
5660,비언유주얼,혼밥하기 좋아요,1
5661,비언유주얼,메뉴 구성이 알차요,1
5662,비언유주얼,음악이 좋아요,1
5713,청송옥,음식이 맛있어요,280
5714,청송옥,양이 많아요,68
5715,청송옥,친절해요,60
5716,청송옥,매장이 넓어요,56
5717,청송옥,가성비가 좋아요,53
5718,청송옥,혼밥하기 좋아요,41
5719,청송옥,재료가 신선해요,35
5720,청송옥,특별한 메뉴가 있어요,32
5721,청송옥,단체모임 하기 좋아요,30
5722,청송옥,인테리어가 멋져요,8
5723,청송옥,매장이 청결해요,8
5724,청송옥,음식이 빨리 나와요,3
5725,청송옥,주차하기 편해요,3
5726,청송옥,특별한 날 가기 좋아요,3
5727,청송옥,건강한 맛이에요,3
5728,청송옥,뷰가 좋아요,3
5729,청송옥,차분한 분위기에요,1
5730,청송옥,현지 맛에 가까워요,1
5731,청송옥,고기 질이 좋아요,1
5732,청송옥,반찬이 잘 나와요,1
5733,청송옥,화장실이 깨끗해요,1
5775,코코넛박스,인테리어가 멋져요,3610
5776,코코넛박스,사진이 잘 나와요,2267
5777,코코넛박스,디저트가 맛있어요,2265
5778,코코넛박스,커피가 맛있어요,1642
5779,코코넛박스,음료가 맛있어요,1515
5780,코코넛박스,대화하기 좋아요,1056
5781,코코넛박스,친절해요,1032
5782,코코넛박스,매장이 넓어요,923
5783,코코넛박스,특별한 메뉴가 있어요,771
5784,코코넛박스,매장이 청결해요,565
5785,코코넛박스,좌석이 편해요,347
5786,코코넛박스,컨셉이 독특해요,322
5787,코코넛박스,뷰가 좋아요,274
5788,코코넛박스,아늑해요,247
5789,코코넛박스,룸이 잘 되어있어요,201
5790,코코넛박스,아이와 가기 좋아요,153
5791,코코넛박스,가성비가 좋아요,127
5792,코코넛박스,비싼 만큼 가치있어요,121
5793,코코넛박스,집중하기 좋아요,120
5794,코코넛박스,화장실이 깨끗해요,94
5795,코코넛박스,오래 머무르기 좋아요,74
5796,코코넛박스,빵이 맛있어요,44
5797,코코넛박스,음악이 좋아요,36
5798,코코넛박스,단체모임 하기 좋아요,33
5799,코코넛박스,음식이 맛있어요,31
5800,코코넛박스,차분한 분위기에요,27
5801,코코넛박스,특별한 날 가기 좋아요,26
5802,코코넛박스,종류가 다양해요,24
5803,코코넛박스,메뉴 구성이 알차요,20
5804,코코넛박스,주차하기 편해요,18
5805,코코넛박스,건강한 맛이에요,14
5806,코코넛박스,음식이 빨리 나와요,11
5807,코코넛박스,야외 공간이 멋져요,11
5808,코코넛박스,파티하기 좋아요,5
5809,코코넛박스,차가 맛있어요,5
5810,코코넛박스,재료가 신선해요,4
5811,코코넛박스,술이 다양해요,2
5812,코코넛박스,주문제작을 잘해줘요,2
5813,코코넛박스,양이 많아요,1
5814,코코넛박스,반려동물과 가기 좋아요,1
5831,동방명주 충무로점,음식이 맛있어요,551
5832,동방명주 충무로점,양이 많아요,213
5833,동방명주 충무로점,친절해요,131
5834,동방명주 충무로점,재료가 신선해요,122
5835,동방명주 충무로점,단체모임 하기 좋아요,122
5836,동방명주 충무로점,매장이 넓어요,113
5837,동방명주 충무로점,특별한 메뉴가 있어요,80
5838,동방명주 충무로점,가성비가 좋아요,65
5839,동방명주 충무로점,혼밥하기 좋아요,59
5840,동방명주 충무로점,매장이 청결해요,57
5841,동방명주 충무로점,특별한 날 가기 좋아요,20
5842,동방명주 충무로점,인테리어가 멋져요,16
5843,동방명주 충무로점,화장실이 깨끗해요,6
5844,동방명주 충무로점,뷰가 좋아요,4
5845,동방명주 충무로점,음식이 빨리 나와요,2
5846,동방명주 충무로점,주차하기 편해요,2
5847,동방명주 충무로점,비싼 만큼 가치있어요,2
5848,동방명주 충무로점,현지 맛에 가까워요,1
5849,동방명주 충무로점,건강한 맛이에요,1
5930,소선재,음식이 맛있어요,205
5931,소선재,친절해요,86
5932,소선재,재료가 신선해요,73
5933,소선재,인테리어가 멋져요,44
5934,소선재,특별한 메뉴가 있어요,42
5935,소선재,매장이 청결해요,38
5936,소선재,특별한 날 가기 좋아요,31
5937,소선재,가성비가 좋아요,17
5938,소선재,단체모임 하기 좋아요,16
5939,소선재,화장실이 깨끗해요,14
5940,소선재,양이 많아요,12
5941,소선재,뷰가 좋아요,11
5942,소선재,매장이 넓어요,10
5943,소선재,혼밥하기 좋아요,6
5944,소선재,반찬이 잘 나와요,4
5945,소선재,음식이 빨리 나와요,2
5946,소선재,건강한 맛이에요,2
5947,소선재,차분한 분위기에요,1
5948,소선재,아늑해요,1
5949,소선재,주차하기 편해요,1
5950,소선재,비싼 만큼 가치있어요,1
6013,쭈꾸미킹2.0 상봉점,음식이 맛있어요,2506
6014,쭈꾸미킹2.0 상봉점,가성비가 좋아요,738
6015,쭈꾸미킹2.0 상봉점,매장이 넓어요,589
6016,쭈꾸미킹2.0 상봉점,친절해요,538
6017,쭈꾸미킹2.0 상봉점,양이 많아요,494
6018,쭈꾸미킹2.0 상봉점,주차하기 편해요,492
6019,쭈꾸미킹2.0 상봉점,재료가 신선해요,472
6020,쭈꾸미킹2.0 상봉점,단체모임 하기 좋아요,357
6021,쭈꾸미킹2.0 상봉점,특별한 메뉴가 있어요,290
6022,쭈꾸미킹2.0 상봉점,매장이 청결해요,193
6023,쭈꾸미킹2.0 상봉점,특별한 날 가기 좋아요,79
6024,쭈꾸미킹2.0 상봉점,화장실이 깨끗해요,66
6025,쭈꾸미킹2.0 상봉점,혼밥하기 좋아요,57
6026,쭈꾸미킹2.0 상봉점,인테리어가 멋져요,39
6027,쭈꾸미킹2.0 상봉점,뷰가 좋아요,24
6028,쭈꾸미킹2.0 상봉점,메뉴 구성이 알차요,11
6029,쭈꾸미킹2.0 상봉점,반찬이 잘 나와요,6
6030,쭈꾸미킹2.0 상봉점,음식이 빨리 나와요,5
6031,쭈꾸미킹2.0 상봉점,건강한 맛이에요,3
6032,쭈꾸미킹2.0 상봉점,디저트가 맛있어요,2
6033,쭈꾸미킹2.0 상봉점,코스요리가 알차요,1
6034,쭈꾸미킹2.0 상봉점,음료가 맛있어요,1
6035,쭈꾸미킹2.0 상봉점,잡내가 적어요,1
6036,쭈꾸미킹2.0 상봉점,고기 질이 좋아요,1
6037,쭈꾸미킹2.0 상봉점,대화하기 좋아요,1
6066,와이키키마켓,뷰가 좋아요,541
6067,와이키키마켓,음식이 맛있어요,516
6068,와이키키마켓,특별한 날 가기 좋아요,235
6069,와이키키마켓,친절해요,220
6070,와이키키마켓,고기 질이 좋아요,170
6071,와이키키마켓,인테리어가 멋져요,163
6072,와이키키마켓,단체모임 하기 좋아요,122
6073,와이키키마켓,특별한 메뉴가 있어요,117
6074,와이키키마켓,재료가 신선해요,96
6075,와이키키마켓,양이 많아요,93
6076,와이키키마켓,매장이 넓어요,77
6077,와이키키마켓,가성비가 좋아요,67
6078,와이키키마켓,주차하기 편해요,55
6079,와이키키마켓,야외 공간이 멋져요,50
6080,와이키키마켓,매장이 청결해요,31
6081,와이키키마켓,메뉴 구성이 알차요,25
6082,와이키키마켓,화장실이 깨끗해요,17
6083,와이키키마켓,컨셉이 독특해요,15
6084,와이키키마켓,혼밥하기 좋아요,9
6085,와이키키마켓,아늑해요,6
6086,와이키키마켓,반려동물과 가기 좋아요,6
6087,와이키키마켓,반찬이 잘 나와요,5
6088,와이키키마켓,아이와 가기 좋아요,4
6089,와이키키마켓,비싼 만큼 가치있어요,4
6090,와이키키마켓,음식이 빨리 나와요,3
6091,와이키키마켓,잡내가 적어요,3
6092,와이키키마켓,오래 머무르기 좋아요,3
6093,와이키키마켓,차분한 분위기에요,1
6094,와이키키마켓,룸이 잘 되어있어요,1
6117,강북구 서당골,음식이 맛있어요,718
6118,강북구 서당골,재료가 신선해요,242
6119,강북구 서당골,친절해요,232
6120,강북구 서당골,매장이 청결해요,206
6121,강북구 서당골,매장이 넓어요,171
6122,강북구 서당골,가성비가 좋아요,143
6123,강북구 서당골,양이 많아요,135
6124,강북구 서당골,주차하기 편해요,131
6125,강북구 서당골,특별한 메뉴가 있어요,101
6126,강북구 서당골,단체모임 하기 좋아요,81
6127,강북구 서당골,인테리어가 멋져요,80
6128,강북구 서당골,특별한 날 가기 좋아요,33
6129,강북구 서당골,혼밥하기 좋아요,32
6130,강북구 서당골,화장실이 깨끗해요,31
6131,강북구 서당골,뷰가 좋아요,19
6132,강북구 서당골,건강한 맛이에요,14
6133,강북구 서당골,반찬이 잘 나와요,12
6134,강북구 서당골,메뉴 구성이 알차요,9
6135,강북구 서당골,대화하기 좋아요,3
6136,강북구 서당골,음식이 빨리 나와요,1
6137,강북구 서당골,아이와 가기 좋아요,1
6138,강북구 서당골,야외 공간이 멋져요,1
6139,강북구 서당골,룸이 잘 되어있어요,1
6140,강북구 서당골,샐러드바가 잘 되어있어요,1
6209,켄싱턴호텔 여의도 뉴욕뉴욕,음식이 맛있어요,354
6210,켄싱턴호텔 여의도 뉴욕뉴욕,인테리어가 멋져요,336
6211,켄싱턴호텔 여의도 뉴욕뉴욕,친절해요,306
6212,켄싱턴호텔 여의도 뉴욕뉴욕,특별한 날 가기 좋아요,257
6213,켄싱턴호텔 여의도 뉴욕뉴욕,가성비가 좋아요,112
6214,켄싱턴호텔 여의도 뉴욕뉴욕,매장이 청결해요,107
6215,켄싱턴호텔 여의도 뉴욕뉴욕,양이 많아요,86
6216,켄싱턴호텔 여의도 뉴욕뉴욕,재료가 신선해요,82
6217,켄싱턴호텔 여의도 뉴욕뉴욕,특별한 메뉴가 있어요,82
6218,켄싱턴호텔 여의도 뉴욕뉴욕,주차하기 편해요,69
6219,켄싱턴호텔 여의도 뉴욕뉴욕,매장이 넓어요,49
6220,켄싱턴호텔 여의도 뉴욕뉴욕,화장실이 깨끗해요,41
6221,켄싱턴호텔 여의도 뉴욕뉴욕,단체모임 하기 좋아요,29
6222,켄싱턴호텔 여의도 뉴욕뉴욕,아늑해요,17
6223,켄싱턴호텔 여의도 뉴욕뉴욕,차분한 분위기에요,12
6224,켄싱턴호텔 여의도 뉴욕뉴욕,대화하기 좋아요,12
6225,켄싱턴호텔 여의도 뉴욕뉴욕,비싼 만큼 가치있어요,10
6226,켄싱턴호텔 여의도 뉴욕뉴욕,코스요리가 알차요,9
6227,켄싱턴호텔 여의도 뉴욕뉴욕,룸이 잘 되어있어요,9
6228,켄싱턴호텔 여의도 뉴욕뉴욕,메뉴 구성이 알차요,7
6229,켄싱턴호텔 여의도 뉴욕뉴욕,뷰가 좋아요,7
6230,켄싱턴호텔 여의도 뉴욕뉴욕,컨셉이 독특해요,6
6231,켄싱턴호텔 여의도 뉴욕뉴욕,사진이 잘 나와요,5
6232,켄싱턴호텔 여의도 뉴욕뉴욕,고기 질이 좋아요,3
6233,켄싱턴호텔 여의도 뉴욕뉴욕,음악이 좋아요,3
6234,켄싱턴호텔 여의도 뉴욕뉴욕,디저트가 맛있어요,2
6235,켄싱턴호텔 여의도 뉴욕뉴욕,혼밥하기 좋아요,1
6236,켄싱턴호텔 여의도 뉴욕뉴욕,아이와 가기 좋아요,1
6237,켄싱턴호텔 여의도 뉴욕뉴욕,오래 머무르기 좋아요,1
6238,켄싱턴호텔 여의도 뉴욕뉴욕,건강한 맛이에요,1
6239,남산골산채집,음식이 맛있어요,2120
6240,남산골산채집,재료가 신선해요,940
6241,남산골산채집,친절해요,574
6242,남산골산채집,매장이 넓어요,481
6243,남산골산채집,인테리어가 멋져요,465
6244,남산골산채집,양이 많아요,407
6245,남산골산채집,매장이 청결해요,390
6246,남산골산채집,특별한 메뉴가 있어요,337
6247,남산골산채집,가성비가 좋아요,323
6248,남산골산채집,뷰가 좋아요,166
6249,남산골산채집,주차하기 편해요,127
6250,남산골산채집,단체모임 하기 좋아요,125
6251,남산골산채집,건강한 맛이에요,86
6252,남산골산채집,특별한 날 가기 좋아요,83
6253,남산골산채집,혼밥하기 좋아요,75
6254,남산골산채집,화장실이 깨끗해요,75
6255,남산골산채집,메뉴 구성이 알차요,42
6256,남산골산채집,반찬이 잘 나와요,27
6257,남산골산채집,아늑해요,22
6258,남산골산채집,음식이 빨리 나와요,17
6259,남산골산채집,대화하기 좋아요,12
6260,남산골산채집,차분한 분위기에요,11
6261,남산골산채집,아이와 가기 좋아요,9
6262,남산골산채집,야외 공간이 멋져요,9
6263,남산골산채집,반려동물과 가기 좋아요,5
6264,남산골산채집,사진이 잘 나와요,4
6265,남산골산채집,컨셉이 독특해요,2
6266,남산골산채집,환기가 잘 돼요,2
6267,남산골산채집,술이 다양해요,1
6268,남산골산채집,좌석이 편해요,1
6269,남산골산채집,음료가 맛있어요,1
6270,남산골산채집,잡내가 적어요,1
6271,남산골산채집,음악이 좋아요,1
6272,남산골산채집,비싼 만큼 가치있어요,1
6273,남산골산채집,집중하기 좋아요,1
6315,시간을 담다,빵이 맛있어요,360
6316,시간을 담다,친절해요,149
6317,시간을 담다,특별한 메뉴가 있어요,143
6318,시간을 담다,가성비가 좋아요,85
6319,시간을 담다,건강한 맛이에요,53
6320,시간을 담다,매장이 청결해요,51
6321,시간을 담다,커피가 맛있어요,46
6322,시간을 담다,재료가 신선해요,21
6323,시간을 담다,음료가 맛있어요,18
6324,시간을 담다,인테리어가 멋져요,16
6325,시간을 담다,음식이 맛있어요,14
6326,시간을 담다,메뉴 구성이 알차요,11
6327,시간을 담다,사진이 잘 나와요,10
6328,시간을 담다,대화하기 좋아요,8
6329,시간을 담다,아늑해요,7
6330,시간을 담다,비싼 만큼 가치있어요,5
6331,시간을 담다,집중하기 좋아요,5
6332,시간을 담다,종류가 다양해요,5
