Attraction,Good_Point,Selected_People
보라매공원,먹거리가 풍부해요,108
보라매공원,가격이 합리적이에요,104
보라매공원,편의시설이 잘 되어있어요,102
보라매공원,볼거리가 많아요,97
보라매공원,주차하기 편해요,74
보라매공원,방문객이 많아요,53
보라매공원,붐비지 않아요,29
보라매공원,체험 프로그램이 다양해요,17
보라매공원,자연 경관이 좋아요,14
보라매공원,반려동물과 가기 좋아요,11
보라매공원,규모가 커요,10
보라매공원,아이와 가기 좋아요,7
보라매공원,근처에 갈 곳이 많아요,6
보라매공원,피크닉하기 좋아요,5
보라매공원,조용히 쉬기 좋아요,4
보라매공원,대중교통이 편해요,3
보라매공원,화장실이 깨끗해요,1
청계산,뷰가 좋아요,46
청계산,사진이 잘 나와요,28
청계산,대중교통이 편해요,14
청계산,산책로가 잘 되어있어요,14
청계산,경관이 독특해요,12
청계산,주차하기 편해요,11
청계산,볼거리가 많아요,10
청계산,근처에 갈 곳이 많아요,10
청계산,붐비지 않아요,9
청계산,방문객이 많아요,7
청계산,피크닉하기 좋아요,5
청계산,코스가 길어요,3
청계산,관리가 잘 되어있어요,3
청계산,조용히 쉬기 좋아요,3
청계산,편의시설이 잘 되어있어요,2
청계산,먹거리가 풍부해요,2
청계산,반려동물과 가기 좋아요,2
청계산,화장실이 깨끗해요,2
호텔 카푸치노,깨끗해요,70
호텔 카푸치노,친절해요,70
호텔 카푸치노,침구가 좋아요,62
호텔 카푸치노,조용히 쉬기 좋아요,54
호텔 카푸치노,뷰가 좋아요,45
호텔 카푸치노,호캉스하기 좋아요,41
호텔 카푸치노,대중교통이 편해요,28
호텔 카푸치노,냉난방이 잘돼요,28
호텔 카푸치노,인테리어가 멋져요,21
호텔 카푸치노,방음이 잘돼요,13
호텔 카푸치노,조식이 맛있어요,12
호텔 카푸치노,사진이 잘 나와요,12
호텔 카푸치노,주차하기 편해요,8
호텔 카푸치노,컨셉이 독특해요,5
호텔 카푸치노,즐길 거리가 많아요,4
호텔 카푸치노,가성비가 좋아요,2
호텔 카푸치노,편의시설이 잘 되어있어요,1
호텔 카푸치노,근처에 갈 곳이 많아요,1
호텔 카푸치노,벌레 걱정 없어요,1
호텔 카푸치노,반려동물과 가기 좋아요,1
한강시민공원 망원지구(망원한강공원),뷰가 좋아요,109
한강시민공원 망원지구(망원한강공원),산책로가 잘 되어있어요,55
한강시민공원 망원지구(망원한강공원),사진이 잘 나와요,45
한강시민공원 망원지구(망원한강공원),관리가 잘 되어있어요,26
한강시민공원 망원지구(망원한강공원),볼거리가 많아요,21
한강시민공원 망원지구(망원한강공원),방문객이 많아요,18
한강시민공원 망원지구(망원한강공원),편의시설이 잘 되어있어요,18
한강시민공원 망원지구(망원한강공원),주차하기 편해요,16
한강시민공원 망원지구(망원한강공원),붐비지 않아요,13
한강시민공원 망원지구(망원한강공원),가격이 합리적이에요,8
한강시민공원 망원지구(망원한강공원),먹거리가 풍부해요,7
한강시민공원 망원지구(망원한강공원),자연 경관이 좋아요,6
한강시민공원 망원지구(망원한강공원),반려동물과 가기 좋아요,3
한강시민공원 망원지구(망원한강공원),피크닉하기 좋아요,3
한강시민공원 망원지구(망원한강공원),화장실이 깨끗해요,2
한강시민공원 망원지구(망원한강공원),조용히 쉬기 좋아요,1
한강시민공원 망원지구(망원한강공원),아이와 가기 좋아요,1
한강시민공원 망원지구(망원한강공원),근처에 갈 곳이 많아요,1
한강시민공원 망원지구(망원한강공원),규모가 커요,1
국립한글박물관,유익해요,149
국립한글박물관,주차하기 편해요,83
국립한글박물관,전시 구성이 알차요,79
국립한글박물관,전시 테마가 재밌어요,57
국립한글박물관,아이와 가기 좋아요,50
국립한글박물관,체험 프로그램이 다양해요,47
국립한글박물관,설명이 잘 되어있어요,39
국립한글박물관,가격이 합리적이에요,38
국립한글박물관,공간이 넓어요,29
국립한글박물관,사진이 잘 나와요,11
토속촌삼계탕,음식이 맛있어요,4202
토속촌삼계탕,매장이 넓어요,1403
토속촌삼계탕,특별한 메뉴가 있어요,741
토속촌삼계탕,친절해요,643
토속촌삼계탕,양이 많아요,541
토속촌삼계탕,재료가 신선해요,514
토속촌삼계탕,단체모임 하기 좋아요,480
토속촌삼계탕,주차하기 편해요,373
토속촌삼계탕,인테리어가 멋져요,277
토속촌삼계탕,특별한 날 가기 좋아요,260
토속촌삼계탕,매장이 청결해요,249
토속촌삼계탕,고기 질이 좋아요,243
토속촌삼계탕,가성비가 좋아요,174
토속촌삼계탕,혼밥하기 좋아요,139
토속촌삼계탕,화장실이 깨끗해요,97
토속촌삼계탕,건강한 맛이에요,76
토속촌삼계탕,뷰가 좋아요,51
토속촌삼계탕,음식이 빨리 나와요,47
토속촌삼계탕,잡내가 적어요,29
토속촌삼계탕,비싼 만큼 가치있어요,16
토속촌삼계탕,직접 잘 구워줘요,6
토속촌삼계탕,반찬이 잘 나와요,5
토속촌삼계탕,컨셉이 독특해요,4
토속촌삼계탕,아늑해요,3
토속촌삼계탕,아이와 가기 좋아요,3
토속촌삼계탕,메뉴 구성이 알차요,2
토속촌삼계탕,룸이 잘 되어있어요,2
토속촌삼계탕,차분한 분위기에요,1
토속촌삼계탕,코스요리가 알차요,1
토속촌삼계탕,야외 공간이 멋져요,1
토속촌삼계탕,환기가 잘 돼요,1
허준박물관,유익해요,30
허준박물관,전시 구성이 알차요,17
허준박물관,체험 프로그램이 다양해요,14
허준박물관,설명이 잘 되어있어요,10
허준박물관,주차하기 편해요,9
허준박물관,가격이 합리적이에요,9
허준박물관,아이와 가기 좋아요,6
허준박물관,전시 테마가 재밌어요,3
허준박물관,공간이 넓어요,3
허준박물관,사진이 잘 나와요,2
남산공원,뷰가 좋아요,66
남산공원,산책로가 잘 되어있어요,51
남산공원,주차하기 편해요,37
남산공원,볼거리가 많아요,35
남산공원,사진이 잘 나와요,32
남산공원,관리가 잘 되어있어요,27
남산공원,방문객이 많아요,21
남산공원,붐비지 않아요,9
남산공원,자연 경관이 좋아요,8
남산공원,편의시설이 잘 되어있어요,7
남산공원,아이와 가기 좋아요,5
남산공원,가격이 합리적이에요,5
남산공원,체험 프로그램이 다양해요,5
남산공원,먹거리가 풍부해요,3
남산공원,반려동물과 가기 좋아요,3
남산공원,대중교통이 편해요,2
남산공원,조용히 쉬기 좋아요,1
남산공원,근처에 갈 곳이 많아요,1
남산공원,규모가 커요,1
남산공원,화장실이 깨끗해요,1
남산공원,유익해요,1
석파랑,음식이 맛있어요,43
석파랑,특별한 날 가기 좋아요,25
석파랑,차분한 분위기에요,24
석파랑,친절해요,22
석파랑,뷰가 좋아요,21
석파랑,재료가 신선해요,19
석파랑,인테리어가 멋져요,16
석파랑,단체모임 하기 좋아요,16
석파랑,비싼 만큼 가치있어요,13
석파랑,주차하기 편해요,11
석파랑,매장이 넓어요,6
석파랑,매장이 청결해요,6
석파랑,양이 많아요,4
석파랑,화장실이 깨끗해요,3
석파랑,가성비가 좋아요,2
석파랑,혼밥하기 좋아요,1
석파랑,음식이 빨리 나와요,1
마로니에공원,뷰가 좋아요,208
마로니에공원,관리가 잘 되어있어요,85
마로니에공원,산책로가 잘 되어있어요,72
마로니에공원,볼거리가 많아요,69
마로니에공원,사진이 잘 나와요,68
마로니에공원,가격이 합리적이에요,52
마로니에공원,방문객이 많아요,51
마로니에공원,먹거리가 풍부해요,46
마로니에공원,편의시설이 잘 되어있어요,43
마로니에공원,붐비지 않아요,17
마로니에공원,체험 프로그램이 다양해요,9
마로니에공원,근처에 갈 곳이 많아요,8
마로니에공원,대중교통이 편해요,6
마로니에공원,주차하기 편해요,5
마로니에공원,화장실이 깨끗해요,4
마로니에공원,조용히 쉬기 좋아요,3
마로니에공원,친절해요,3
마로니에공원,아이와 가기 좋아요,1
마로니에공원,유익해요,1
[백년가게]선천집,음식이 맛있어요,41
[백년가게]선천집,친절해요,23
[백년가게]선천집,재료가 신선해요,10
[백년가게]선천집,단체모임 하기 좋아요,9
[백년가게]선천집,매장이 청결해요,6
[백년가게]선천집,가성비가 좋아요,5
[백년가게]선천집,매장이 넓어요,5
[백년가게]선천집,특별한 날 가기 좋아요,3
[백년가게]선천집,특별한 메뉴가 있어요,3
[백년가게]선천집,양이 많아요,2
[백년가게]선천집,차분한 분위기에요,1
[백년가게]선천집,아늑해요,1
[백년가게]선천집,혼밥하기 좋아요,1
[백년가게]선천집,인테리어가 멋져요,1
[백년가게]선천집,주차하기 편해요,1
[백년가게]선천집,대화하기 좋아요,1
[백년가게]선천집,건강한 맛이에요,1
경춘선숲길,산책로가 잘 되어있어요,23
경춘선숲길,뷰가 좋아요,22
경춘선숲길,사진이 잘 나와요,16
경춘선숲길,볼거리가 많아요,10
경춘선숲길,관리가 잘 되어있어요,10
경춘선숲길,방문객이 많아요,9
경춘선숲길,편의시설이 잘 되어있어요,3
경춘선숲길,주차하기 편해요,2
경춘선숲길,반려동물과 가기 좋아요,2
경춘선숲길,자연 경관이 좋아요,2
경춘선숲길,붐비지 않아요,2
경춘선숲길,먹거리가 풍부해요,1
경춘선숲길,아이와 가기 좋아요,1
경춘선숲길,근처에 갈 곳이 많아요,1
경춘선숲길,체험 프로그램이 다양해요,1
경춘선숲길,대중교통이 편해요,1
경춘선숲길,트렌디해요,1
종이나라박물관,유익해요,154
종이나라박물관,아이와 가기 좋아요,115
종이나라박물관,체험 프로그램이 다양해요,89
종이나라박물관,설명이 잘 되어있어요,69
종이나라박물관,전시 구성이 알차요,52
종이나라박물관,전시 테마가 재밌어요,37
종이나라박물관,가격이 합리적이에요,25
종이나라박물관,공간이 넓어요,5
종이나라박물관,사진이 잘 나와요,3
종이나라박물관,화장실이 깨끗해요,2
종이나라박물관,주차하기 편해요,1
청수정,음식이 맛있어요,739
청수정,특별한 메뉴가 있어요,281
청수정,재료가 신선해요,233
청수정,친절해요,207
청수정,양이 많아요,98
청수정,가성비가 좋아요,86
청수정,특별한 날 가기 좋아요,83
청수정,단체모임 하기 좋아요,68
청수정,매장이 청결해요,66
청수정,매장이 넓어요,39
청수정,인테리어가 멋져요,31
청수정,혼밥하기 좋아요,20
청수정,반찬이 잘 나와요,11
청수정,화장실이 깨끗해요,11
청수정,주차하기 편해요,9
청수정,건강한 맛이에요,8
청수정,뷰가 좋아요,7
청수정,메뉴 구성이 알차요,4
청수정,음식이 빨리 나와요,3
청수정,비싼 만큼 가치있어요,3
청수정,아이와 가기 좋아요,2
청수정,향신료가 강하지 않아요,2
청수정,컨셉이 독특해요,1
청수정,아늑해요,1
청수정,대화하기 좋아요,1
코엑스 아쿠아리움,볼거리가 많아요,6805
코엑스 아쿠아리움,관리가 잘 되어있어요,4473
코엑스 아쿠아리움,규모가 커요,4431
코엑스 아쿠아리움,사진이 잘 나와요,2812
코엑스 아쿠아리움,주차하기 편해요,1710
코엑스 아쿠아리움,공연이 재밌어요,1497
코엑스 아쿠아리움,설명이 잘 되어있어요,1463
코엑스 아쿠아리움,체험 프로그램이 다양해요,1120
코엑스 아쿠아리움,가격이 합리적이에요,1117
코엑스 아쿠아리움,화장실이 깨끗해요,149
코엑스 아쿠아리움,인테리어가 멋져요,95
코엑스 아쿠아리움,컨셉이 독특해요,85
코엑스 아쿠아리움,뷰가 좋아요,75
코엑스 아쿠아리움,먹거리가 풍부해요,19
코엑스 아쿠아리움,피크닉하기 좋아요,17
코엑스 아쿠아리움,반려동물과 가기 좋아요,3
코엑스 아쿠아리움,야외 공간이 멋져요,2
어린이 감각놀이터 디키디키,공간이 넓어요,1358
어린이 감각놀이터 디키디키,놀거리가 많아요,1030
어린이 감각놀이터 디키디키,안전하게 관리해요,753
어린이 감각놀이터 디키디키,매장이 청결해요,737
어린이 감각놀이터 디키디키,테마가 재미있어요,584
어린이 감각놀이터 디키디키,가격이 합리적이에요,574
어린이 감각놀이터 디키디키,친절해요,512
어린이 감각놀이터 디키디키,부모도 쉬기 좋아요,489
어린이 감각놀이터 디키디키,화장실이 깨끗해요,435
어린이 감각놀이터 디키디키,주차하기 편해요,377
어린이 감각놀이터 디키디키,체험 프로그램이 많아요,232
어린이 감각놀이터 디키디키,음료가 맛있어요,141
어린이 감각놀이터 디키디키,음식이 맛있어요,104
어린이 감각놀이터 디키디키,커피가 맛있어요,5
어린이 감각놀이터 디키디키,먹거리가 풍부해요,2
피규어뮤지엄W,전시 구성이 알차요,96
피규어뮤지엄W,전시 테마가 재밌어요,80
피규어뮤지엄W,사진이 잘 나와요,41
피규어뮤지엄W,아이와 가기 좋아요,37
피규어뮤지엄W,유익해요,28
피규어뮤지엄W,공간이 넓어요,23
피규어뮤지엄W,설명이 잘 되어있어요,17
피규어뮤지엄W,가격이 합리적이에요,16
피규어뮤지엄W,주차하기 편해요,10
피규어뮤지엄W,체험 프로그램이 다양해요,10
피규어뮤지엄W,컨셉이 독특해요,6
피규어뮤지엄W,화장실이 깨끗해요,4
서울 종로 낙지볶음 골목,음식이 맛있어요,919
서울 종로 낙지볶음 골목,가성비가 좋아요,308
서울 종로 낙지볶음 골목,양이 많아요,302
서울 종로 낙지볶음 골목,친절해요,264
서울 종로 낙지볶음 골목,재료가 신선해요,206
서울 종로 낙지볶음 골목,혼밥하기 좋아요,135
서울 종로 낙지볶음 골목,특별한 메뉴가 있어요,120
서울 종로 낙지볶음 골목,매장이 청결해요,28
서울 종로 낙지볶음 골목,인테리어가 멋져요,17
서울 종로 낙지볶음 골목,매장이 넓어요,14
서울 종로 낙지볶음 골목,단체모임 하기 좋아요,11
서울 종로 낙지볶음 골목,건강한 맛이에요,8
서울 종로 낙지볶음 골목,뷰가 좋아요,7
서울 종로 낙지볶음 골목,음식이 빨리 나와요,6
서울 종로 낙지볶음 골목,반찬이 잘 나와요,6
서울 종로 낙지볶음 골목,메뉴 구성이 알차요,5
서울 종로 낙지볶음 골목,아늑해요,4
서울 종로 낙지볶음 골목,잡내가 적어요,4
서울 종로 낙지볶음 골목,주차하기 편해요,2
서울 종로 낙지볶음 골목,특별한 날 가기 좋아요,2
서울 종로 낙지볶음 골목,직접 잘 구워줘요,2
서울 종로 낙지볶음 골목,대화하기 좋아요,2
서울 종로 낙지볶음 골목,컨셉이 독특해요,1
서울 종로 낙지볶음 골목,혼술하기 좋아요,1
서울 종로 낙지볶음 골목,현지 맛에 가까워요,1
서울 종로 낙지볶음 골목,집중하기 좋아요,1
서울 종로 낙지볶음 골목,화장실이 깨끗해요,1
채석장 전망대,뷰가 좋아요,204
채석장 전망대,가격이 합리적이에요,69
채석장 전망대,사진이 잘 나와요,68
채석장 전망대,야경이 멋져요,44
채석장 전망대,산책로가 잘 되어있어요,37
채석장 전망대,볼거리가 많아요,26
채석장 전망대,근처에 갈 곳이 많아요,22
채석장 전망대,컨셉이 독특해요,5
채석장 전망대,대중교통이 편해요,5
채석장 전망대,주차하기 편해요,4
채석장 전망대,인테리어가 멋져요,3
채석장 전망대,시설이 깔끔해요,2
채석장 전망대,먹거리가 풍부해요,1
채석장 전망대,반려동물과 가기 좋아요,1
[백년가게]만석장,음식이 맛있어요,764
[백년가게]만석장,재료가 신선해요,459
[백년가게]만석장,친절해요,216
[백년가게]만석장,매장이 넓어요,193
[백년가게]만석장,양이 많아요,158
[백년가게]만석장,뷰가 좋아요,158
[백년가게]만석장,가성비가 좋아요,139
[백년가게]만석장,특별한 메뉴가 있어요,129
[백년가게]만석장,단체모임 하기 좋아요,126
[백년가게]만석장,매장이 청결해요,95
[백년가게]만석장,특별한 날 가기 좋아요,52
[백년가게]만석장,인테리어가 멋져요,48
[백년가게]만석장,주차하기 편해요,46
[백년가게]만석장,화장실이 깨끗해요,22
[백년가게]만석장,건강한 맛이에요,17
[백년가게]만석장,반찬이 잘 나와요,11
[백년가게]만석장,메뉴 구성이 알차요,10
[백년가게]만석장,혼밥하기 좋아요,7
[백년가게]만석장,음식이 빨리 나와요,3
[백년가게]만석장,야외 공간이 멋져요,3
[백년가게]만석장,샐러드바가 잘 되어있어요,2
[백년가게]만석장,아늑해요,1
[백년가게]만석장,향신료가 강하지 않아요,1
[백년가게]만석장,환기가 잘 돼요,1
서울광장 스케이트장,가격이 합리적이에요,29
서울광장 스케이트장,대여장비 상태가 좋아요,24
서울광장 스케이트장,안전하게 관리해요,24
서울광장 스케이트장,편의시설이 잘 되어있어요,12
서울광장 스케이트장,친절해요,11
서울광장 스케이트장,규모가 커요,9
서울광장 스케이트장,휴게공간이 잘 되어있어요,6
서울광장 스케이트장,강습 받기 좋아요,2
서울광장 스케이트장,예약이 편리해요,2
용산초등학교 실내수영장,시설이 깔끔해요,30
용산초등학교 실내수영장,물이 깨끗해요,22
용산초등학교 실내수영장,안전하게 관리해요,16
용산초등학교 실내수영장,샤워실이 잘 되어있어요,16
용산초등학교 실내수영장,수업이 체계적이에요,15
용산초등학교 실내수영장,학생과 소통을 잘해요,13
용산초등학교 실내수영장,가격이 합리적이에요,10
용산초등학교 실내수영장,수심이 다양해요,1
용산초등학교 실내수영장,아이와 가기 좋아요,1
용산초등학교 실내수영장,주차하기 편해요,1
용산초등학교 실내수영장,휴게공간이 잘 되어있어요,1
반포 서래섬,뷰가 좋아요,17
반포 서래섬,사진이 잘 나와요,11
반포 서래섬,볼거리가 많아요,4
반포 서래섬,근처에 갈 곳이 많아요,3
반포 서래섬,피크닉하기 좋아요,3
반포 서래섬,경관이 독특해요,3
반포 서래섬,화장실이 깨끗해요,3
반포 서래섬,붐비지 않아요,3
반포 서래섬,방문객이 많아요,2
반포 서래섬,편의시설이 잘 되어있어요,2
반포 서래섬,아이와 가기 좋아요,2
반포 서래섬,주차하기 편해요,2
반포 서래섬,대중교통이 편해요,2
반포 서래섬,조용히 쉬기 좋아요,1
둘리뮤지엄,아이와 가기 좋아요,225
둘리뮤지엄,유익해요,193
둘리뮤지엄,전시 테마가 재밌어요,139
둘리뮤지엄,전시 구성이 알차요,121
둘리뮤지엄,가격이 합리적이에요,118
둘리뮤지엄,체험 프로그램이 다양해요,115
둘리뮤지엄,주차하기 편해요,57
둘리뮤지엄,공간이 넓어요,50
둘리뮤지엄,설명이 잘 되어있어요,46
둘리뮤지엄,사진이 잘 나와요,36
둘리뮤지엄,컨셉이 독특해요,2
둘리뮤지엄,화장실이 깨끗해요,1
둘리뮤지엄,뷰가 좋아요,1
응봉산(서울),뷰가 좋아요,49
응봉산(서울),사진이 잘 나와요,40
응봉산(서울),경관이 독특해요,24
응봉산(서울),볼거리가 많아요,13
응봉산(서울),산책로가 잘 되어있어요,10
응봉산(서울),방문객이 많아요,8
응봉산(서울),붐비지 않아요,8
응봉산(서울),대중교통이 편해요,7
응봉산(서울),화장실이 깨끗해요,5
응봉산(서울),관리가 잘 되어있어요,3
응봉산(서울),아이와 가기 좋아요,2
응봉산(서울),근처에 갈 곳이 많아요,2
응봉산(서울),피크닉하기 좋아요,2
응봉산(서울),코스가 길어요,1
응봉산(서울),먹거리가 풍부해요,1
응봉산(서울),조용히 쉬기 좋아요,1
응봉산(서울),규모가 커요,1
서울책보고,책 종류가 다양해요,226
서울책보고,시설이 깔끔해요,168
서울책보고,독특한 책이 많아요,154
서울책보고,책 읽기 쾌적해요,150
서울책보고,카페 같은 분위기에요,102
서울책보고,원하는 책을 찾기 쉬워요,45
서울책보고,베스트셀러가 많아요,29
서울책보고,신간이 빨리 들어와요,21
서울책보고,매장이 넓어요,10
서울책보고,인테리어가 멋져요,3
서울책보고,컨셉이 독특해요,2
서울책보고,아늑해요,1
서울책보고,주차하기 편해요,1
서소문성지역사박물관,유익해요,197
서소문성지역사박물관,주차하기 편해요,189
서소문성지역사박물관,전시 구성이 알차요,149
서소문성지역사박물관,공간이 넓어요,121
서소문성지역사박물관,전시 테마가 재밌어요,88
서소문성지역사박물관,설명이 잘 되어있어요,62
서소문성지역사박물관,사진이 잘 나와요,51
서소문성지역사박물관,가격이 합리적이에요,41
서소문성지역사박물관,체험 프로그램이 다양해요,29
서소문성지역사박물관,아이와 가기 좋아요,23
서소문성지역사박물관,화장실이 깨끗해요,5
서소문성지역사박물관,컨셉이 독특해요,3
서소문성지역사박물관,뷰가 좋아요,2
[백년가게]선동보리밥,음식이 맛있어요,453
[백년가게]선동보리밥,재료가 신선해요,222
[백년가게]선동보리밥,건강한 맛이에요,187
[백년가게]선동보리밥,친절해요,133
[백년가게]선동보리밥,가성비가 좋아요,70
[백년가게]선동보리밥,특별한 메뉴가 있어요,54
[백년가게]선동보리밥,매장이 청결해요,49
[백년가게]선동보리밥,주차하기 편해요,27
[백년가게]선동보리밥,혼밥하기 좋아요,23
[백년가게]선동보리밥,양이 많아요,21
[백년가게]선동보리밥,단체모임 하기 좋아요,21
[백년가게]선동보리밥,야외 공간이 멋져요,20
[백년가게]선동보리밥,뷰가 좋아요,13
[백년가게]선동보리밥,화장실이 깨끗해요,11
[백년가게]선동보리밥,인테리어가 멋져요,7
[백년가게]선동보리밥,음식이 빨리 나와요,3
[백년가게]선동보리밥,매장이 넓어요,3
[백년가게]선동보리밥,메뉴 구성이 알차요,2
[백년가게]선동보리밥,반찬이 잘 나와요,2
[백년가게]선동보리밥,특별한 날 가기 좋아요,2
[백년가게]선동보리밥,차분한 분위기에요,1
[백년가게]선동보리밥,아늑해요,1
[백년가게]선동보리밥,반려동물과 가기 좋아요,1
승진완구,상품이 다양해요,1834
승진완구,매장이 넓어요,630
승진완구,가격이 합리적이에요,572
승진완구,트렌디한 상품이 많아요,492
승진완구,친절해요,457
승진완구,특색 있는 제품이 많아요,440
승진완구,키덜트족에게 좋아요,321
승진완구,주차하기 편해요,37
승진완구,신상품이 많아요,18
승진완구,컨셉이 독특해요,1
스파레이,시설이 깔끔해요,157
스파레이,규모가 커요,126
스파레이,휴게공간이 잘 되어있어요,109
스파레이,친절해요,83
스파레이,부대시설이 잘 되어있어요,70
스파레이,특이한 찜질방이 있어요,61
스파레이,놀거리가 많아요,56
스파레이,수면실이 잘 되어있어요,45
스파레이,주차하기 편해요,31
스파레이,가격이 합리적이에요,18
스파레이,오래 머무르기 좋아요,5
스파레이,노천탕이 잘 되어있어요,4
스파레이,탕이 넓어요,3
스파레이,먹거리가 풍부해요,3
스파레이,세신사의 실력이 좋아요,3
스파레이,탕 종류가 다양해요,2
스파레이,관리가 잘 되어있어요,2
스파레이,조용히 쉬기 좋아요,2
스파레이,수질 관리가 잘돼요,2
잠실한강공원,뷰가 좋아요,62
잠실한강공원,산책로가 잘 되어있어요,33
잠실한강공원,사진이 잘 나와요,24
잠실한강공원,관리가 잘 되어있어요,23
잠실한강공원,편의시설이 잘 되어있어요,19
잠실한강공원,붐비지 않아요,15
잠실한강공원,방문객이 많아요,11
잠실한강공원,주차하기 편해요,10
잠실한강공원,볼거리가 많아요,9
잠실한강공원,자연 경관이 좋아요,7
잠실한강공원,반려동물과 가기 좋아요,3
잠실한강공원,피크닉하기 좋아요,3
잠실한강공원,조용히 쉬기 좋아요,2
잠실한강공원,규모가 커요,2
잠실한강공원,먹거리가 풍부해요,1
잠실한강공원,아이와 가기 좋아요,1
잠실한강공원,대중교통이 편해요,1
디타워 (replace 광화문),친절해요,5
디타워 (replace 광화문),주차하기 편해요,3
디타워 (replace 광화문),가성비가 좋아요,3
디타워 (replace 광화문),품질이 좋아요,3
디타워 (replace 광화문),분위기가 편안해요,2
디타워 (replace 광화문),종류가 다양해요,2
디타워 (replace 광화문),시설이 깔끔해요,1
디타워 (replace 광화문),고급스러워요,1
디타워 (replace 광화문),예쁜 소품이 많아요,1
디타워 (replace 광화문),특색 있는 제품이 많아요,1
디타워 (replace 광화문),매장이 넓어요,1
디타워 (replace 광화문),트렌디해요,1
가락농수산물종합도매시장,친절해요,8
가락농수산물종합도매시장,주차하기 편해요,6
가락농수산물종합도매시장,볼거리가 많아요,5
가락농수산물종합도매시장,종류가 다양해요,3
가락농수산물종합도매시장,특색 있는 제품이 많아요,2
가락농수산물종합도매시장,품질이 좋아요,2
가락농수산물종합도매시장,컨셉이 독특해요,1
가락농수산물종합도매시장,편의시설이 잘 되어있어요,1
가락농수산물종합도매시장,야시장이 잘 되어있어요,1
가락농수산물종합도매시장,가성비가 좋아요,1
가락농수산물종합도매시장,규모가 커요,1
가락농수산물종합도매시장,트렌디해요,1
이촌한강공원,뷰가 좋아요,40
이촌한강공원,산책로가 잘 되어있어요,25
이촌한강공원,사진이 잘 나와요,12
이촌한강공원,관리가 잘 되어있어요,10
이촌한강공원,붐비지 않아요,10
이촌한강공원,볼거리가 많아요,8
이촌한강공원,편의시설이 잘 되어있어요,7
이촌한강공원,주차하기 편해요,2
이촌한강공원,가격이 합리적이에요,2
이촌한강공원,방문객이 많아요,1
이촌한강공원,먹거리가 풍부해요,1
이촌한강공원,반려동물과 가기 좋아요,1
이촌한강공원,체험 프로그램이 다양해요,1
이촌한강공원,규모가 커요,1
이촌한강공원,자연 경관이 좋아요,1
강동그린웨이 가족캠핑장,깨끗해요,50
강동그린웨이 가족캠핑장,화장실이 잘 되어있어요,39
강동그린웨이 가족캠핑장,개수대가 잘 되어있어요,34
강동그린웨이 가족캠핑장,바비큐 해먹기 좋아요 ,27
강동그린웨이 가족캠핑장,조용히 쉬기 좋아요,26
강동그린웨이 가족캠핑장,주차하기 편해요,25
강동그린웨이 가족캠핑장,공용시설 관리가 잘돼요,22
강동그린웨이 가족캠핑장,그늘이 많아요,15
강동그린웨이 가족캠핑장,뷰가 좋아요,11
강동그린웨이 가족캠핑장,온수가 잘 나와요,9
강동그린웨이 가족캠핑장,사이트 간격이 넓어요,5
강동그린웨이 가족캠핑장,전기 사용이 편해요,3
강동그린웨이 가족캠핑장,친절해요,3
강동그린웨이 가족캠핑장,매너타임이 잘 지켜져요,2
강동그린웨이 가족캠핑장,벌레 걱정 없어요,2
강동그린웨이 가족캠핑장,가성비가 좋아요,2
강동그린웨이 가족캠핑장,물놀이하기 좋아요,2
강동그린웨이 가족캠핑장,마트 이용이 편해요,1
강동그린웨이 가족캠핑장,보안시설이 잘 되어있어요,1
사육신공원,뷰가 좋아요,16
사육신공원,산책로가 잘 되어있어요,13
사육신공원,관리가 잘 되어있어요,7
사육신공원,붐비지 않아요,6
사육신공원,볼거리가 많아요,4
사육신공원,사진이 잘 나와요,3
사육신공원,조용히 쉬기 좋아요,2
사육신공원,자연 경관이 좋아요,2
사육신공원,아이와 가기 좋아요,1
사육신공원,반려동물과 가기 좋아요,1
서소문역사공원,산책로가 잘 되어있어요,8
서소문역사공원,붐비지 않아요,8
서소문역사공원,관리가 잘 되어있어요,6
서소문역사공원,뷰가 좋아요,5
서소문역사공원,볼거리가 많아요,4
서소문역사공원,사진이 잘 나와요,4
서소문역사공원,편의시설이 잘 되어있어요,1
서소문역사공원,주차하기 편해요,1
서소문역사공원,체험 프로그램이 다양해요,1
서소문역사공원,화장실이 깨끗해요,1
태릉국제스케이트장,규모가 커요,28
태릉국제스케이트장,가격이 합리적이에요,24
태릉국제스케이트장,친절해요,23
태릉국제스케이트장,안전하게 관리해요,20
태릉국제스케이트장,편의시설이 잘 되어있어요,12
태릉국제스케이트장,대여장비 상태가 좋아요,12
태릉국제스케이트장,강습 받기 좋아요,4
태릉국제스케이트장,휴게공간이 잘 되어있어요,4
태릉국제스케이트장,주차하기 편해요,3
대림창고,커피가 맛있어요,1101
대림창고,인테리어가 멋져요,1030
대림창고,디저트가 맛있어요,650
대림창고,매장이 넓어요,538
대림창고,사진이 잘 나와요,398
대림창고,특별한 메뉴가 있어요,267
대림창고,음료가 맛있어요,198
대림창고,대화하기 좋아요,196
대림창고,빵이 맛있어요,192
대림창고,매장이 청결해요,191
대림창고,친절해요,175
대림창고,화장실이 깨끗해요,128
대림창고,뷰가 좋아요,125
대림창고,음악이 좋아요,102
대림창고,좌석이 편해요,97
대림창고,메뉴 구성이 알차요,58
대림창고,집중하기 좋아요,26
대림창고,가성비가 좋아요,23
