Attraction,Good_Point,Selected_People
참만나,단체모임 하기 좋아요,73
참만나,고기 질이 좋아요,72
참만나,재료가 신선해요,64
참만나,가성비가 좋아요,59
참만나,매장이 청결해요,57
참만나,양이 많아요,48
참만나,특별한 메뉴가 있어요,39
참만나,특별한 날 가기 좋아요,32
참만나,인테리어가 멋져요,21
참만나,주차하기 편해요,20
참만나,직접 잘 구워줘요,18
참만나,뷰가 좋아요,14
참만나,화장실이 깨끗해요,10
참만나,혼밥하기 좋아요,6
참만나,잡내가 적어요,3
참만나,건강한 맛이에요,2
참만나,음식이 빨리 나와요,1
참만나,메뉴 구성이 알차요,1
참만나,반찬이 잘 나와요,1
제일콩집,음식이 맛있어요,1615
제일콩집,재료가 신선해요,573
제일콩집,친절해요,366
제일콩집,특별한 메뉴가 있어요,322
제일콩집,양이 많아요,215
제일콩집,가성비가 좋아요,210
제일콩집,매장이 넓어요,143
제일콩집,혼밥하기 좋아요,115
제일콩집,주차하기 편해요,111
제일콩집,단체모임 하기 좋아요,89
제일콩집,매장이 청결해요,69
제일콩집,건강한 맛이에요,50
제일콩집,인테리어가 멋져요,29
제일콩집,반찬이 잘 나와요,26
제일콩집,특별한 날 가기 좋아요,26
제일콩집,화장실이 깨끗해요,20
제일콩집,뷰가 좋아요,11
제일콩집,음식이 빨리 나와요,9
제일콩집,메뉴 구성이 알차요,7
제일콩집,아늑해요,2
제일콩집,비싼 만큼 가치있어요,2
제일콩집,차분한 분위기에요,1
제일콩집,컨셉이 독특해요,1
제일콩집,아이와 가기 좋아요,1
제일콩집,사진이 잘 나와요,1
제일콩집,향신료가 강하지 않아요,1
제일콩집,오래 머무르기 좋아요,1
제일콩집,대화하기 좋아요,1
무교동 북어국집,음식이 맛있어요,3149
무교동 북어국집,재료가 신선해요,1015
무교동 북어국집,양이 많아요,1006
무교동 북어국집,친절해요,935
무교동 북어국집,혼밥하기 좋아요,761
무교동 북어국집,가성비가 좋아요,758
무교동 북어국집,특별한 메뉴가 있어요,490
무교동 북어국집,매장이 청결해요,292
무교동 북어국집,매장이 넓어요,179
무교동 북어국집,건강한 맛이에요,75
무교동 북어국집,단체모임 하기 좋아요,48
무교동 북어국집,음식이 빨리 나와요,47
무교동 북어국집,인테리어가 멋져요,31
무교동 북어국집,특별한 날 가기 좋아요,19
